SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities
235,Ajay Pal,JHUNJHUNU,Bahujan Mukti Party,0,Post Graduate,"Rs 3,75,915","Rs 0, "
236,Ajay Pali,RAJNANDGAON,SHS,0,5th Pass,"Rs 5,02,403","Rs 880, "
237,Ajay Paswan,GOPALGANJ,SHS,,Graduate,"Rs 93,52,000","Rs 0, "
238,Ajay Prakash Kurane,HATKANANGLE,BSP,0,Graduate,"Rs 35,15,450","Rs 0, "
239,Ajay Rai,VARANASI,INC,,Graduate,"Rs 1,39,70,015","Rs 0, "
240,Ajay Singh,JALAUN,BSP,0,12th Pass,"Rs 1,91,37,271","Rs 6,61,326, "
241,Ajay Singh Dharmendra Deol (Sunny Deol),GURDASPUR,BJP,0,Others,"Rs 87,19,25,679","Rs 53,46,44,785, "
242,Ajay Singh Kushwah,GUNA,IND,0,10th Pass,"Rs 20,88,593","Rs 0, "
243,Ajay Tamta,ALMORA,BJP,0,12th Pass,"Rs 99,10,448","Rs 55,845, "
244,Ajay Topno,KHUNTI,Jharkhand Party,0,Graduate,"Rs 81,91,682","Rs 0, "
245,Ajayakumar,MAVELIKKARA,IND,0,10th Pass,"Rs 1,27,400","Rs 0, "
246,Ajaypal,SIKAR,IND,0,10th Pass,"Rs 40,15,500","Rs 1,50,000, "
247,Ajayshyam Ramlakhan Maurya,KALYAN,IND,0,8th Pass,"Rs 74,11,000","Rs 0, "
248,Ajaz.S,KRISHNAGIRI,IND,0,Graduate Professional,"Rs 5,88,540","Rs 0, "
249,Ajeet Dhurwey,MANDLA,IND,0,Post Graduate,"Rs 6,60,050","Rs 0, "
250,Ajeet Kumar,ALIGARH,BSP,0,Doctorate,"Rs 28,18,52,783","Rs 0, "
251,Ajeet Kumar Patel,ALLAHABAD,Pragatisheel Samaj Party,0,12th Pass,"Rs 18,81,200","Rs 0, "
252,Aji Pathanapuram,MAVELIKKARA,IND,0,10th Pass,"Rs 15,30,000","Rs 1,50,000, "
253,Ajimullah,SALEMPUR,Peace Party,0,Post Graduate,"Rs 23,05,000","Rs 0, "
254,Ajinath Laxman Kevate,MADHA,IND,0,Post Graduate,"Rs 19,64,870","Rs 1,65,856, "
255,Ajinkya Aakaram Salunkhe,MADHA,IND,0,Post Graduate,"Rs 50,000","Rs 0, "
256,Ajit Kumar,MUNGER,JMM,0,10th Pass,"Rs 21,91,000","Rs 6,00,000, "
257,Ajit Kumar Bauri,BISHNUPUR,SUCI(C),0,Graduate,"Rs 1,17,442","Rs 0, "
258,Ajit Kumar Bhagat,LOHARDAGA,IND,0,Post Graduate,"Rs 25,50,000","Rs 0, "
259,Ajit Namdar Tadvi,RAVER,Rastriya Aam Jan Seva Party,0,8th Pass,"Rs 15,000","Rs 0, "
260,Ajit Pratap Kushawaha,GHAZIPUR,INC,,Graduate Professional,"Rs 1,57,33,302","Rs 68,07,639, "
261,Ajit Singh,MUZAFFARNAGAR,RLD,0,Post Graduate,"Rs 16,61,25,602","Rs 0, "
262,Ajitansh Gaur,MUZAFFARPUR,IND,0,Post Graduate,"Rs 95,536","Rs 0, "
263,Ajmal Ismail,ATTINGAL,SDPI,,Graduate Professional,"Rs 15,08,680","Rs 2,00,000, "
264,Ajmera S Praveen Kumar,INDORE,IND,0,Post Graduate,"Rs 11,22,537","Rs 0, "
265,Ajoy Kumar Sarkar,KARIMGANJ,AIFB,0,12th Pass,"Rs 2,88,098","Rs 0, "
266,Akash Niraj,MISRIKH,IND,0,Post Graduate,"Rs 27,17,326","Rs 0, "
267,Akeel,MORADABAD,IND,0,Literate,"Rs 24,40,000","Rs 0, "
268,Akhil Chirravuri,SECUNDERABAD,IND,0,Post Graduate,"Rs 2,14,000","Rs 0, "
269,Akhilesh,BHADOHI,NCP,0,Doctorate,"Rs 12,32,900","Rs 2,70,000, "
270,Akhilesh,LALGANJ,IND,0,12th Pass,"Rs 85,000","Rs 0, "
271,Akhilesh,ALAPPUZHA,Ambedkarite Party of India,0,12th Pass,"Rs 1,06,000","Rs 0, "
272,Akhilesh,SULTANPUR,IND,0,Graduate,"Rs 1,29,07,306","Rs 0, "
273,Akhilesh,MAHARAJGANJ,SP,,Graduate,"Rs 8,22,63,380","Rs 0, "
274,Akhilesh Kumar,SANT KABIR NAGAR,Moulik Adhikar Party,0,Graduate,"Rs 43,01,046","Rs 7,09,201, "
275,Akhilesh Kumar,PATNA SAHIB,Asli Deshi Party,0,12th Pass,"Rs 1,82,33,000","Rs 0, "
276,Akhilesh Saket,REWA,IND,0,Graduate Professional,"Rs 1,03,00,267","Rs 1,94,963, "
277,Akhilesh Yadav,AZAMGARH,SP,0,Graduate Professional,"Rs 37,78,59,166","Rs 28,53,000, "
278,Akhlesh Kumar,CHANDIGARH,IND,0,12th Pass,"Rs 1,42,670","Rs 0, "
279,Akhtar,AMROHA,IND,0,Literate,"Rs 33,00,000","Rs 1,50,000, "
280,Akhtar Shaikh,MUMBAI NORTH,IND,0,10th Pass,"Rs 60,53,152","Rs 3,40,000, "
281,Akhtarul Iman,KISHANGANJ,All India Majlis-E-Ittehadul Muslimeen,,Post Graduate,"Rs 72,62,890","Rs 19,08,918, "
282,Akik Hossain Chowdhury,RAIGANJ,Kamatapur Peoples Party (United),0,Graduate,"Rs 10,65,000","Rs 0, "
283,Akshash Krishna,ETAWAH,Pichhra Samaj Party,0,Graduate,"Rs 3,43,500","Rs 0, "
284,Akshay Kachru Sanap,MUMBAI NORTH CENTRAL,IND,0,12th Pass,"Rs 1,71,000","Rs 1,00,000, "
285,Akshay Yadav,FIROZABAD,SP,0,Graduate Professional,"Rs 32,11,57,801","Rs 5,03,58,593, "
286,Akshaya Kumar Kar,CUTTACK,Krupaa Party,0,Graduate,"Rs 3,50,77,797","Rs 0, "
287,Akshayabar Lal,BAHRAICH,BJP,0,10th Pass,"Rs 4,56,91,463","Rs 30,28,133, "
288,Akula Hanmandlu,NIZAMABAD,IND,0,Literate,Nil,"Rs 0, "
289,Akula Paul,NALGONDA,Pyramid Party of India,0,10th Pass,"Rs 40,140","Rs 0, "
290,Akula Satyanarayana,RAJAHMUNDRY,Janasena Party,0,Post Graduate,"Rs 67,39,24,565","Rs 46,19,54,372, "
291,Al Monowara Begam,MALDAHA UTTAR,IND,0,Illiterate,"Rs 61,000","Rs 0, "
292,Alaga Ravi Kumar,ELURU,IND,0,10th Pass,Nil,"Rs 0, "
293,Alagaapuram R. Mohanraj,CHENNAI NORTH,DMDK,,12th Pass,"Rs 4,57,42,218","Rs 28,31,960, "
294,Alagar M,MADURAI,Makkal Needhi Maiam,0,Graduate Professional,"Rs 62,97,227","Rs 46,76,374, "
295,Alagar P,MADURAI,Desiya Makkal Sakthi Katchi,0,5th Pass,"Rs 26,656","Rs 0, "
296,"Alagarsamy, R.",VIRUDHUNAGAR,DMDK,,10th Pass,"Rs 1,26,71,316","Rs 3,38,783, "
297,Alagudu Lingaraju,MYSORE,IND,0,Graduate Professional,"Rs 11,46,000","Rs 0, "
298,Alakesh Das,BANGAON,CPI(M),,Graduate Professional,"Rs 55,56,977","Rs 5,24,879, "
299,Alakesh Roy,DHUBRI,Hindusthan Nirman Dal,0,Graduate,"Rs 25,40,000","Rs 0, "
300,Alakunta Rajanna,NIZAMABAD,IND,0,Illiterate,"Rs 1,000","Rs 0, "
301,Alamgir Mohammad Khan,PARBHANI,Vanchit Bahujan Aaghadi,,Graduate,"Rs 1,94,10,000","Rs 0, "
302,Alanguru Kanakalakshmi,CHIKKBALLAPUR,IND,0,10th Pass,"Rs 39,20,000","Rs 0, "
303,Alankruta Abhijeet Awade-Bichukale,BARAMATI,IND,0,Post Graduate,"Rs 4,42,102","Rs 0, "
304,Aleti Malla Reddy,NIZAMABAD,IND,,Illiterate,"Rs 1,03,83,500","Rs 2,30,000, "
305,Aleti Rajareddy,NIZAMABAD,IND,0,10th Pass,"Rs 12,73,000","Rs 1,00,000, "
306,Aleti Sanjeev Reddy,NIZAMABAD,IND,0,10th Pass,"Rs 45,49,481","Rs 10,20,000, "
307,Alexander,DAKSHINA KANNADA,IND,,Graduate,"Rs 3,05,10,500","Rs 8,50,000, "
308,Alexpandian S,THENI,IND,0,Graduate Professional,"Rs 39,76,788","Rs 0, "
309,Ali . M. R. Khan,BALAGHAT,CPI,,12th Pass,"Rs 18,06,450","Rs 0, "
310,Ali Akbar K.,LAKSHADWEEP,CPI,0,10th Pass,"Rs 5,000","Rs 0, "
311,Ali Ashfaque Ahmed,NAGPUR,Bahujan Mukti Party,0,Graduate Professional,"Rs 14,75,000","Rs 9,00,000, "
312,Ali Azhar Ansari,MAHARAJGANJ,Maanavvaadi Janta Party,0,10th Pass,"Rs 30,35,000","Rs 15,000, "
313,Ali Mohammad Wani,ANANTNAG,IND,0,Graduate,"Rs 1,31,00,000","Rs 0, "
314,Alige Jeevan,ZAHIRABAD,Bahujan Mukti Party,0,Graduate,"Rs 51,000","Rs 0, "
315,Alimamad Palani,JAMNAGAR,IND,0,5th Pass,"Rs 1,80,000","Rs 38,000, "
316,Alimuddin Ahmed,GAUHATI,IND,0,Post Graduate,"Rs 73,73,200","Rs 29,14,356, "
317,Alimuddin Ansari,KISHANGANJ,AAP,0,10th Pass,"Rs 36,77,032","Rs 1,05,000, "
318,Alimuddin Nazir,ULUBERIA,Rashtriya Janadhikar Suraksha Party,0,12th Pass,"Rs 50,000","Rs 0, "
319,Alishan. S,MYSORE,IND,0,Post Graduate,"Rs 2,27,00,000","Rs 0, "
320,Alla Pichai,RAMANATHAPURAM,IND,0,Graduate,"Rs 1,85,13,000","Rs 5,00,000, "
321,Allamaa Shiblee Nomani Halami,UJIARPUR,IND,0,10th Pass,"Rs 1,21,000","Rs 0, "
322,Allu Venkata Reddy,NARASARAOPET,Pyramid Party of India,0,Graduate Professional,"Rs 1,63,64,000","Rs 12,90,000, "
323,Alluri Limba Reddy,NIZAMABAD,IND,0,Illiterate,"Rs 16,80,000","Rs 0, "
324,Alok Kumar,BHOPAL,IND,0,Post Graduate,"Rs 2,90,90,700","Rs 27,00,000, "
325,Alok Kumar,KANPUR,Sabhi Jan Party,,Post Graduate,"Rs 4,02,178","Rs 0, "
326,Alok Kumar,RANCHI,Rashtriya Jansangharsh Swaraj Party,0,Graduate,"Rs 70,000","Rs 0, "
327,Aloori Anil Kumar,NIZAMABAD,IND,0,10th Pass,"Rs 5,53,000","Rs 0, "
328,Alpesh Vadoliya,PORBANDAR,IND,0,Graduate,"Rs 75,124","Rs 0, "
329,Alphons Kannanthanam,ERNAKULAM,BJP,,Graduate,"Rs 11,58,36,275","Rs 0, "
330,Altaf Ahmed,HINGOLI,IUML,0,Graduate,"Rs 67,26,405","Rs 5,80,000, "
331,Aluva Aneesh,VADAKARA,IND,0,8th Pass,"Rs 51,68,226","Rs 7,50,000, "
332,Amal Barman,ULUBERIA,IND,0,10th Pass,"Rs 24,37,609","Rs 0, "
333,Amalan Rajiv Bonifas,THOOTHUKKUDI,IND,,12th Pass,"Rs 19,53,000","Rs 0, "
334,Amandbhai,JAMNAGAR,IND,0,Literate,"Rs 4,60,000","Rs 0, "
335,Amandeep Kaur,FARIDKOT,Peoples Party of India (Democratic),0,Post Graduate,"Rs 68,000","Rs 0, "
336,Amandeep Singh Ghotra,GURDASPUR,IND,0,Graduate,"Rs 27,06,333","Rs 0, "
337,Amanullah Ahmed,EAST DELHI,Bhartiya Insan Party,0,10th Pass,"Rs 79,44,500","Rs 0, "
338,Amar Bahadur,SAHARANPUR,IND,0,5th Pass,"Rs 77,22,000","Rs 8,85,528, "
339,Amar Chandra Jauhar,SHAHJAHANPUR,BSP,,Post Graduate,"Rs 1,57,55,445","Rs 12,00,128, "
340,Amar Debbarma,TRIPURA EAST,IND,0,12th Pass,"Rs 7,44,404","Rs 0, "
341,Amar Kumar,BEGUSARAI,IND,,Literate,"Rs 43,00,000","Rs 0, "
342,Amar Kumar Mahto,RANCHI,RPI(A),0,12th Pass,"Rs 48,80,000","Rs 0, "
343,Amar Singh,FATEHGARH SAHIB,INC,0,Post Graduate,"Rs 3,28,08,836","Rs 0, "
344,Amar Singh Kalundha,JODHPUR,Bhartiya Tribal Party,0,Graduate,"Rs 1,19,76,000","Rs 73,53,670, "
345,Amar Singh Mahaur,ALIGARH,Swatantra Jantaraj Party,0,Graduate Professional,"Rs 20,44,500","Rs 4,74,336, "
346,Amar Singh Rai,DARJEELING,AITC,,Post Graduate,"Rs 1,70,51,116","Rs 1,20,000, "
347,Amardas Desani,RAJKOT,IND,,Post Graduate,"Rs 81,54,624","Rs 0, "
348,Amarjeet,MAHARAJGANJ,IND,0,12th Pass,"Rs 15,60,000","Rs 0, "
349,Amarjeet Kumar,BANKA,IND,,12th Pass,"Rs 69,40,000","Rs 22,50,000, "
350,Amarjit Patel,MUNGER,IND,0,Graduate,"Rs 1,25,45,972","Rs 6,34,728, "
351,Amarjit Prasad,SIWAN,IND,0,10th Pass,"Rs 10,66,095","Rs 0, "
352,Amarnath Chowdhury,ASANSOL,SUCI(C),0,Post Graduate,"Rs 1,06,65,432","Rs 0, "
353,Amarnath Yadav,SIWAN,CPI(ML)(L),,Literate,"Rs 80,89,901","Rs 0, "
354,Amarpreet Singh,PATIALA,IND,0,Doctorate,"Rs 25,01,972","Rs 8,50,661, "
355,Ambadas Shamrao Wankhade,AMRAVATI,IND,0,8th Pass,"Rs 8,79,500","Rs 0, "
356,Ambala Mahendar	,PEDDAPALLE,IND,0,12th Pass,Nil,"Rs 0, "
357,Ambar Saurav Kunal,LOHARDAGA,IND,0,Graduate Professional,"Rs 19,97,468","Rs 0, "
358,Ambaram Parmar Chandravanshi,UJJAIN,IND,0,8th Pass,"Rs 40,16,303","Rs 0, "
359,Ambedkar Prakash Yashwant,AKOLA,Vanchit Bahujan Aaghadi,0,Graduate Professional,"Rs 5,87,22,916","Rs 0, "
360,Ambedkari Hasnuram Ambedkari,AGRA,IND,,Literate,"Rs 1,200","Rs 85,000, "
361,Amberkar Pandharinath Vidyadhar,RATNAGIRI SINDHUDURG,IND,,8th Pass,"Rs 56,21,192","Rs 0, "
362,Ambikapathi D,NAGAPATTINAM,"Makkal Sananayaga Kudiyarasu Katchi,",0,12th Pass,"Rs 87,000","Rs 0, "
363,Ambresh Kencha,BIDAR,Uttama Prajaakeeya Party,0,Graduate,"Rs 1,73,81,000","Rs 9,26,000, "
364,Ambrish Kumar,HARIDWAR,INC,0,Post Graduate,"Rs 85,48,506","Rs 0, "
365,Ambrose D Mello,BANGALORE SOUTH,IND,0,Post Graduate,"Rs 70,000","Rs 0, "
366,Ameen Peeran Shaik,KADAPA,Ambedkar National Congress,0,Post Graduate,"Rs 83,993","Rs 9,000, "
367,Amichand,NAGINA,Rashtriya Samanta Dal,0,8th Pass,"Rs 16,00,000","Rs 0, "
368,Amindra Paswan,PALAMU,Bhartiya Lok Seva Dal,0,10th Pass,"Rs 37,87,000","Rs 75,000, "
369,Amir Nayak,KANDHAMAL,BSP,0,Post Graduate,Nil,"Rs 0, "
370,Amirtha Jai Kumar Essac Yesaiah,BANGALORE NORTH,Karnataka Karmikara Paksha,0,Others,"Rs 2,13,000","Rs 0, "
371,Amiruddin,KUSHI NAGAR,Apna Dal United Party,0,Graduate,"Rs 67,70,000","Rs 0, "
372,Amit Atmaram Korgaonkar,NORTH GOA,Republican Party of India (Kamble),0,Graduate,"Rs 3,63,895","Rs 1,05,000, "
373,Amit Chaudhary,SITAMARHI,IND,,10th Pass,"Rs 3,18,37,493","Rs 0, "
374,Amit Jani,GIRIDIH,Uttar Pradesh Navnirman Sena,,Graduate Professional,"Rs 68,00,000","Rs 16,00,000, "
375,Amit Khare,GUNA,Ambedkarite Party of India,0,Graduate Professional,"Rs 1,30,500","Rs 0, "
376,Amit Kumar Balke,KHARGONE,BSP,0,12th Pass,"Rs 2,86,000","Rs 22,000, "
377,Amit Kumar Gupta,PATNA SAHIB,IND,0,12th Pass,"Rs 1,00,000","Rs 0, "
378,Amit Kumar Sharma,NORTH EAST DELHI,Sanjhi Virasat Party,0,Graduate,"Rs 23,86,000","Rs 0, "
379,Amit Sengupta,DUM DUM,Rashtriya Janasachetan Party,0,12th Pass,"Rs 24,15,100","Rs 2,70,000, "
380,Amit Shah,GANDHINAGAR,BJP,,12th Pass,"Rs 40,32,75,307","Rs 47,69,587, "
381,Amit Sharma,GHAZIABAD,IND,0,10th Pass,"Rs 47,75,000","Rs 3,41,233, "
382,Amit Sharma Jangir,ALWAR,Ambedkarite Party of India,0,12th Pass,"Rs 3,00,000","Rs 0, "
383,Amit Singh Patel,FARIDABAD,IND,0,Graduate,"Rs 8,56,564","Rs 0, "
384,Amit Tripathi,AKBARPUR,Adhunik Bharat Party,0,Graduate,"Rs 59,61,861","Rs 36,50,000, "
385,Amit Vikram,VAISHALI,Jantantrik Vikas Party,0,10th Pass,"Rs 29,97,200","Rs 3,50,000, "
386,Amitav Naskar,MATHURAPUR,New Democratic Party of India,0,Post Graduate,"Rs 16,65,000","Rs 0, "
387,Amiya Kanta Mallick,JAJPUR,BJP,,10th Pass,"Rs 2,45,85,630","Rs 12,46,347, "
388,Amiya Kumar Handique,LAKHIMPUR,CPI(M),0,Post Graduate,"Rs 6,33,000","Rs 0, "
389,Amiya Patra,BANKURA,CPI(M),,Graduate,"Rs 75,21,446","Rs 0, "
390,Amiya Sarkar,BASIRHAT,IND,0,Graduate,"Rs 5,43,825","Rs 0, "
391,Amjad Khan,JABALPUR,IND,0,8th Pass,"Rs 2,17,338","Rs 5,00,000, "
392,Amol Alias Yabes S. Tujare,PUNE,IND,,12th Pass,"Rs 25,000","Rs 0, "
393,Amol Ashokrao Jadhav,MUMBAI NORTH,IND,,Graduate,"Rs 1,86,600","Rs 4,00,000, "
394,Amol Jayraj Shinde,PUNE,Hum Bhartiya Party,0,Post Graduate,"Rs 3,90,000","Rs 0, "
395,Amol Ramsing Kolhe,SHIRUR,NCP,0,Graduate Professional,"Rs 4,33,51,521","Rs 14,88,116, "
396,Amraram,SIKAR,CPI(M),0,Post Graduate,"Rs 44,44,641","Rs 7,80,500, "
397,Amrender Kumar,NORTH EAST DELHI,IND,0,10th Pass,"Rs 25,90,450","Rs 2,50,000, "
398,Amrendra Kumar Yadav,UJIARPUR,Pragatishil Samajwadi Party (Lohia),,Post Graduate,"Rs 32,56,028","Rs 0, "
399,Amresh Mishra,VARANASI,Bharat Prabhat Party,0,Post Graduate,"Rs 23,64,065","Rs 0, "
400,Amrik Singh,BATHINDA,IND,,8th Pass,"Rs 1,21,74,600","Rs 13,66,500, "
401,Amrinder Singh Raja Warring,BATHINDA,INC,0,10th Pass,"Rs 9,29,06,438","Rs 1,04,22,457, "
402,Amrish Kumar,JALANDHAR,IND,0,Graduate,"Rs 4,98,000","Rs 0, "
403,Amrish Raj Morajkar,KALYAN,IND,0,Others,"Rs 3,77,489","Rs 1,00,000, "
404,Amrit Tirkey,RAIGARH,Pragatishil Samajwadi Party (Lohia),0,10th Pass,"Rs 6,00,000","Rs 0, "
405,Amrith Shenoy P,UDUPI CHIKMAGALUR,IND,,Post Graduate,"Rs 28,49,00,000","Rs 34,25,000, "
406,Amruta Abhijit Apte,MAVAL,IND,0,12th Pass,"Rs 2,17,372","Rs 0, "
407,Amrutham Narsaiya,NAVSARI,Pyramid Party of India,0,10th Pass,"Rs 83,74,000","Rs 1,70,000, "
408,Anagandula Venkanna,KARIMNAGAR,BSP,,Graduate,"Rs 18,00,000","Rs 3,50,000, "
409,Anamika Kumari,PATNA SAHIB,SUCI(C),0,Post Graduate,"Rs 24,070","Rs 0, "
410,Anamika Sarkar,DHUBRI,IND,0,Post Graduate,"Rs 62,00,000","Rs 0, "
411,Anand Asnotikar,UTTARA KANNADA,JD(S),,Post Graduate,"Rs 72,19,16,901","Rs 2,38,00,806, "
412,Anand Jivan Ram,CHAMARAJANAGAR,IND,0,10th Pass,"Rs 50,000","Rs 0, "
413,Anand Kumar Gautam,SANT KABIR NAGAR,Bahujan Mukti Party,0,Graduate,"Rs 81,000","Rs 0, "
414,Anand Kumar Jha,MADHUBANI,Akhil Bhartiya Mithila Party,0,Post Graduate,"Rs 1,89,200","Rs 0, "
415,Anand Kumar Maurya,SHEOHAR,Bahujan Azad Party,0,Post Graduate,"Rs 2,05,48,227","Rs 7,43,000, "
416,Anand Kumar Sain,ALWAR,IND,0,Post Graduate,"Rs 69,24,300","Rs 0, "
417,Anand Kumar. M,MYSORE,IND,0,10th Pass,"Rs 1,41,77,000","Rs 28,50,000, "
418,Anand Pathak,SUPAUL,Hind Samrajya Party,,Graduate,"Rs 68,50,000","Rs 0, "
419,Anand Paul Tirkey,LOHARDAGA,IND,0,Graduate Professional,"Rs 26,47,000","Rs 0, "
420,Anand Prakash Paranjpe,THANE,NCP,,Post Graduate,"Rs 11,72,77,230","Rs 5,21,83,748, "
421,Anand Prakash Singh Rajput,ETAH,Rashtriya Backward Party,0,Post Graduate,"Rs 77,23,000","Rs 0, "
422,Anand Prakash Vanjape,PUNE,IND,0,Others,"Rs 22,97,000","Rs 21,00,000, "
423,Anand Ramesh Patil,BELGAUM,IND,0,Graduate Professional,"Rs 8,66,102","Rs 2,50,000, "
424,Anand Sen,FAIZABAD,SP,,12th Pass,"Rs 4,39,20,899","Rs 15,60,431, "
425,Anand Vikram Singh,KANNAUJ,SHS,,Graduate,"Rs 28,56,631","Rs 0, "
426,Ananda Kumar Saren,BANKURA,Rashtriya Janadhikar Suraksha Party,0,Graduate,"Rs 1,16,000","Rs 0, "
427,Ananda Ramesh Thorawade,SATARA,BSP,0,Graduate,"Rs 38,55,260","Rs 1,04,08,891, "
428,Anandharaj. M,RAMANATHAPURAM,IND,0,12th Pass,"Rs 15,16,792","Rs 4,50,000, "
429,Anandharaja. V,TIRUCHIRAPPALLI,Makkal Needhi Maiam,0,Graduate,"Rs 1,01,45,000","Rs 5,67,000, "
430,Anandi Tudu,PURULIA,BSP,0,12th Pass,"Rs 4,36,641","Rs 0, "
431,Anandmani Dutt Joshi,GARHWAL,IND,0,8th Pass,"Rs 16,42,995","Rs 0, "
432,"Anandraj, B.",PERAMBALUR,IND,0,Others,"Rs 41,86,115","Rs 0, "
433,Anandrao Vasantrao Sarnaik (Fouji Bapu),HATKANANGLE,IND,0,8th Pass,"Rs 2,16,45,000","Rs 70,00,000, "
434,Anandrao Vithoba Adsul,AMRAVATI,SHS,,Graduate,"Rs 4,40,15,877","Rs 85,45,894, "
435,Anandsagar Pogru,VIZIANAGARAM,Samaanya Praja Party,0,8th Pass,"Rs 46,97,147","Rs 17,02,000, "
436,Anant Gangaram Geete,RAIGAD,SHS,0,10th Pass,"Rs 5,44,22,110","Rs 2,13,41,268, "
437,Anant Lal Basor,DAMOH,IND,0,10th Pass,"Rs 41,843","Rs 0, "
438,Anant Prabhakar Mahajan,JALGAON,IND,0,Graduate,"Rs 10,62,696","Rs 0, "
439,Ananta Datta Puri,BULDHANA,IND,0,10th Pass,"Rs 16,99,000","Rs 40,000, "
440,Ananta Nayak,KEONJHAR,BJP,,12th Pass,"Rs 55,12,006","Rs 5,33,728, "
441,Anantharaman R K,SRIPERUMBUDUR,IND,0,Graduate,"Rs 7,04,600","Rs 0, "
442,Ananthi S,ERODE,IND,0,Post Graduate,"Rs 4,66,000","Rs 0, "
443,"Ananthraj, T",DINDIGUL,IND,0,Illiterate,"Rs 15,49,689","Rs 0, "
444,Anantkumar Hegde,UTTARA KANNADA,BJP,,12th Pass,"Rs 8,47,55,455","Rs 4,10,16,655, "
445,Anbalagan M,TIRUVANNAMALAI,IND,0,Graduate Professional,"Rs 13,25,000","Rs 1,20,000, "
446,Anbalagan T,VILUPPURAM,IND,0,12th Pass,"Rs 22,07,000","Rs 5,75,000, "
447,Anbazhagan T,KARUR,IND,0,Graduate Professional,"Rs 3,34,500","Rs 0, "
448,Anbin Poyyamozhi S,VILUPPURAM,Makkal Needhi Maiam,,Post Graduate,"Rs 1,22,000","Rs 0, "
449,Anbukani S,KARUR,IND,0,Post Graduate,"Rs 2,21,000","Rs 0, "
450,Anbumani Ramadoss,DHARMAPURI,Pattali Makkal Katchi,,Graduate Professional,"Rs 33,85,35,112","Rs 7,26,81,681, "
451,Anburose. D,DINDIGUL,IND,0,12th Pass,"Rs 70,58,000","Rs 0, "
452,Andrapu Sudharshan Gangaputra,SECUNDERABAD,IND,0,Graduate,"Rs 60,000","Rs 0, "
453,Andrew John Fernandes,MUMBAI NORTH,Hum Bhartiya Party,0,Post Graduate,"Rs 1,44,71,000","Rs 0, "
454,Andukuri Vijaya Bhaskar,VIJAYAWADA,India Praja Bandhu Party,0,Graduate Professional,"Rs 5,000","Rs 0, "
455,Andukuri Vijaya Bhaskar,SECUNDERABAD,India Praja Bandhu Party,0,Graduate Professional,"Rs 5,000","Rs 0, "
456,Aneel Kumar,MAHARAJGANJ,IND,0,Post Graduate,"Rs 26,48,000","Rs 25,00,000, "
457,Angad Mahato,JAMSHEDPUR,Amra Bangalee,0,10th Pass,"Rs 32,76,000","Rs 0, "
458,Angadi Suresh,BELGAUM,BJP,0,Graduate Professional,"Rs 36,61,64,525","Rs 19,84,79,638, "
459,Angam Karung Kom,OUTER MANIPUR,NCP,0,Graduate,"Rs 4,70,000","Rs 14,60,000, "
460,Angrej Singh Alahi,SIRSA,Rashtriya Lokswaraj Party,0,5th Pass,"Rs 14,60,000","Rs 0, "
461,Angshudhar Mandal,MALDAHA DAKSHIN,SUCI(C),0,Graduate,"Rs 20,27,000","Rs 0, "
462,Angu Poshetty,NIZAMABAD,IND,0,5th Pass,"Rs 1,37,500","Rs 0, "
463,Aniket Ranjan,PURVI CHAMPARAN,IND,,Graduate,"Rs 37,68,500","Rs 1,00,000, "
464,Anil,KURUKSHETRA,IND,0,8th Pass,"Rs 81,38,602","Rs 50,000, "
465,Anil,JAUNPUR,Hum Sabki Party,0,10th Pass,"Rs 26,30,000","Rs 0, "
466,Anil Baban Hegade,BELGAUM,IND,0,10th Pass,"Rs 2,46,837","Rs 0, "
467,Anil Bharti,MADHEPURA,Rashtravadi Janata Party,0,Post Graduate,"Rs 1,37,77,000","Rs 0, "
468,Anil Borgohain,LAKHIMPUR,INC,0,10th Pass,"Rs 5,11,85,000","Rs 0, "
469,Anil Firojiya,UJJAIN,BJP,0,12th Pass,"Rs 2,64,17,937","Rs 32,03,766, "
470,Anil Hebbar Koni,MUMBAI NORTH EAST,IND,,Graduate Professional,"Rs 3,96,84,894","Rs 40,59,581, "
471,Anil Jayram Rathod,YAVATMAL WASHIM,IND,0,Post Graduate,"Rs 48,90,000","Rs 10,20,000, "
472,Anil Joya Meghwal,JODHPUR,IND,0,8th Pass,"Rs 16,37,500","Rs 3,00,000, "
473,Anil Kumar,SHEOHAR,Jan Adhikar Party,0,Graduate,"Rs 49,11,000","Rs 50,000, "
474,Anil Kumar,SONIPAT,IND,0,Post Graduate,"Rs 5,54,25,964","Rs 59,42,352, "
475,Anil Kumar,KARNAL,Jai Jawan Jai Kisan Party,0,12th Pass,"Rs 3,74,500","Rs 0, "
476,Anil Kumar,CHANDNI CHOWK,Rashtriya Rashtrawadi Party,0,Graduate,"Rs 21,25,449","Rs 1,25,000, "
477,Anil Kumar,BUXAR,Jantantrik Vikas Party,,Graduate,"Rs 16,22,40,912","Rs 1,31,03,750, "
478,Anil Kumar,NALANDA,Bharatiya Jan Kranti Dal (Democratic),0,Graduate,"Rs 2,87,302","Rs 0, "
479,Anil Kumar,DHAURAHRA,Bahujan Awam Party,0,Post Graduate,"Rs 17,67,409","Rs 0, "
480,Anil Kumar,AMBALA,RPI(A),0,Graduate Professional,"Rs 16,59,500","Rs 9,10,740, "
481,Anil Kumar Behera,JAGATSINGHPUR,Freethought Party of India,0,12th Pass,"Rs 8,002","Rs 0, "
