SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
4287,NADIAR CHAND MONDAL,Ranaghat,RPI,0,12th Pass,"Rs 15,15,000","Rs 0, "
4288,NAFE SINGH,Rohtak,INLD,,10th Pass,"Rs 2,52,17,798","Rs 32,44,706, "
4289,NAFIS AHAMAD,Paschim Champaran,IND,0,10th Pass,"Rs 1,15,505","Rs 47,300, "
4290,NAFISA ALI SODHI,Lucknow,SP,,Not Given,"Rs 4,94,20,475","Rs 0, "
4291,NAFISUDDIN,Ajmer,IND,0,8th Pass,"Rs 27,58,026","Rs 0, "
4292,NAGALINGAM.K.M,Tiruvallur,IND,0,8th Pass,"Rs 10,31,800","Rs 96, "
4293,NAGAMALAI M.A,Madurai,IND,0,Literate,"Rs 2,70,000","Rs 0, "
4294,NAGAMALAI R,Tiruvannamalai,IND,0,12th Pass,"Rs 40,000","Rs 0, "
4295,NAGAMANI SENTHIL.R,Theni,IND,0,Post Graduate,Nil,"Rs 0, "
4296,NAGARAJAN K,Mayiladuthurai,IND,0,10th Pass,"Rs 39,500","Rs 0, "
4297,NAGARAJAN P,Sriperumbudur,IND,0,Not Given,Nil,"Rs 0, "
4298,"NAGARAJAN, KARU",Tirunelveli,BJP,0,12th Pass,"Rs 25,27,000","Rs 3,00,000, "
4299,NAGARAJU G,Nilgiris,IND,0,12th Pass,"Rs 61,850","Rs 25,000, "
4300,NAGARATHNA M,Kolar,IND,0,Not Given,"Rs 60,60,000","Rs 0, "
4301,NAGARKAR PRASHANT HANSRAJ,Ramtek,BBM,0,Post Graduate,"Rs 1,05,000","Rs 0, "
4302,NAGENDRA SAHANI,Purvi Champaran,LTSD,,Post Graduate,"Rs 16,36,500","Rs 0, "
4303,NAGENDRA SINGH,Bharatpur,IND,0,Graduate Professional,"Rs 20,50,000","Rs 0, "
4304,NAGENDRAN.A,Tiruchirappalli,IND,0,Others,"Rs 1,30,000","Rs 0, "
4305,NAGESWARA RAO EDAGOTTU,Rajampet,LSP,0,Graduate Professional,"Rs 5,43,030","Rs 13,000, "
4306,NAGMANI,Chatra,RJD,,12th Pass,"Rs 1,24,30,256","Rs 0, "
4307,NAHAMANI.J,Chennai Central,JMM,0,Post Graduate,"Rs 10,30,000","Rs 0, "
4308,NAHARSINH BHAI,Khandwa,IND,0,Literate,"Rs 3,75,000","Rs 45,000, "
4309,NAHEEDA SALMA S,Bangalore South,BSP,0,Graduate,"Rs 8,75,000","Rs 7,20,000, "
4310,NAIK MADHAVRAO BAHENARAO,Hingoli,BBM,0,Post Graduate,"Rs 1,80,87,291","Rs 12,20,000, "
4311,NAIMUDDIN,Khagaria,IND,0,10th Pass,"Rs 2,73,028","Rs 0, "
4312,NAINESHBHAI MADHUBHAI BHOYE,Valsad,SP,0,12th Pass,"Rs 15,72,500","Rs 0, "
4313,NAJEER HUSAIN,Koppal,IND,0,10th Pass,"Rs 9,11,000","Rs 0, "
4314,NAJIR AHAMAD,Gurgaon,IND,0,Graduate,"Rs 16,24,386","Rs 0, "
4315,Nakul Nayak,Kandhamal,SP,,Graduate,"Rs 1,34,84,076","Rs 25,00,000, "
4316,Nakula Majhi,Kalahandi,BSP,,10th Pass,"Rs 1,00,000","Rs 7,963, "
4317,NALAMALAPU LAKSHMINARASAREDDY,Ongole,IND,0,Graduate,"Rs 5,30,500","Rs 0, "
4318,Nalin Kumar Kateel,Dakshina Kannada,BJP,,10th Pass,"Rs 53,91,279","Rs 28,44,596, "
4319,Nallala Kanukaiah,Peddapalle,IND,0,10th Pass,"Rs 67,500","Rs 0, "
4320,NALLATHAMBI C,Kallakurichi,IND,0,10th Pass,"Rs 16,60,000","Rs 0, "
4321,NALLATHAMBI PO,Salem,IND,0,5th Pass,"Rs 14,79,000","Rs 0, "
4322,NALLATHAMBY C,Kanniyakumari,IND,0,10th Pass,"Rs 1,72,801","Rs 0, "
4323,Nama Nageswara Rao,Khammam,TDP,0,12th Pass,"Rs 1,73,75,08,117","Rs 0, "
4324,Namala Satyanarayana,Kakinada,RDHP,0,Graduate Professional,"Rs 5,60,000","Rs 0, "
4325,NAMBUSAMY P,Virudhunagar,IND,0,10th Pass,"Rs 16,71,888","Rs 0, "
4326,NAMDEO ANANDRAO KANNAKE,Gadchiroli-Chimur,CPI,0,Post Graduate,"Rs 39,85,000","Rs 2,50,000, "
4327,NAMDEV LIMBAJI KACHAVE,Parbhani,KKJHS,0,Literate,"Rs 2,20,000","Rs 0, "
4328,NAMDEV TUKARAM SATHE,Mumbai North East,IND,0,10th Pass,"Rs 51,600","Rs 0, "
4329,NANABHAU FALGUNRAO PATOLE,Bhandara-Gondiya,IND,,Graduate,"Rs 81,24,925","Rs 0, "
4330,NAND KISHOR,Hisar,IND,0,Not Given,Nil,"Rs 0, "
4331,NAND KISHOR KORI,Bhind,SP,0,Literate,"Rs 1,57,000","Rs 0, "
4332,NAND KISHORE SONI,Indore,IND,0,Not Given,"Rs 11,82,725","Rs 0, "
4333,NAND KUMAR LODHI RAJPOOT,Lucknow,BGD,0,Graduate,"Rs 40,000","Rs 0, "
4334,NAND LAL PASWAN,Araria,IND,0,Literate,"Rs 65,000","Rs 0, "
4335,NAND LAL PASWAN,Hajipur,IND,0,Doctorate,"Rs 30,000","Rs 2,00,000, "
4336,NANDA DEVI,Jalore,Rajasthan Vikas Party,,Not Given,"Rs 9,05,000","Rs 0, "
4337,Nanda Gopal Gandham,Anakapalle,IND,0,Others,"Rs 14,81,80,000","Rs 3,00,00,000, "
4338,Nanda Kishor Deep,Raipur,IND,0,Graduate,"Rs 43,85,500","Rs 0, "
4339,NANDA PRASADA RAO,Srikakulam,PPOI,0,Post Graduate,"Rs 6,60,000","Rs 0, "
4340,NANDAGOPAL K,Salem,IND,0,Others,"Rs 73,27,750","Rs 0, "
4341,NANDDEV RAM,Palamau,JKP(N),0,10th Pass,"Rs 1,02,000","Rs 0, "
4342,NANDKISHOR NARAYANRAO THAKARE,Yavatmal-Washim,IND,0,12th Pass,"Rs 4,85,000","Rs 0, "
4343,NANDKISHOR SADHUJI DONGRE,Ramtek,GGP,0,12th Pass,"Rs 6,52,000","Rs 0, "
4344,NANDKUMAR SING CHAUHAN NANDU BHAIYA,Khandwa,BJP,0,Graduate,"Rs 95,56,053","Rs 17,17,969, "
4345,NANDLAL,Bhadohi,VP,0,Literate,"Rs 6,965","Rs 0, "
4346,NANDLAL,Ghazipur,Ambedkar Samaj Party,0,12th Pass,"Rs 1,64,000","Rs 0, "
4347,NANDLAL SOREN,Dumka,IND,0,10th Pass,"Rs 12,67,000","Rs 0, "
4348,NANDLAL YADAV,Godda,SP,,10th Pass,"Rs 10,69,053","Rs 12,51,638, "
4349,NANJIBHAI BHANJIBHAI SARESA,Kachchh,IND,0,Literate,"Rs 6,32,000","Rs 0, "
4350,NANJIBHAI MADHABHAI GOHIL,Bhavnagar,RPI(A),,Literate,"Rs 1,000","Rs 0, "
4351,NANNAWARE CHAITANYA PANDIT,Jalgaon,PRCP,0,12th Pass,Nil,"Rs 0, "
4352,NANNE LAL,Damoh,IND,0,5th Pass,"Rs 75,500","Rs 0, "
4353,"NAPOLEON,D.",Perambalur,DMK,0,Graduate,"Rs 19,14,19,973","Rs 2,82,70,000, "
4354,NAR BAHADUR KHATIWADA,Sikkim,SGPP,0,Graduate Professional,"Rs 2,47,26,123","Rs 23,00,000, "
4355,NARACINVA SURYA SALGAONKAR,North Goa,IND,0,8th Pass,"Rs 5,98,350","Rs 1,30,000, "
4356,Narad Khothaliya,Rajnandgaon,CGVP,0,5th Pass,"Rs 18,300","Rs 0, "
4357,Narad Nishad,Raipur,IND,0,Not Given,"Rs 8,32,500","Rs 0, "
4358,NARAD PANDIT,Howrah,IND,0,Graduate Professional,"Rs 92,000","Rs 0, "
4359,Narahari Mahato,Purulia,AIFB,0,Post Graduate,"Rs 30,86,000","Rs 4,00,000, "
4360,NARAIN SINGH,Gurdaspur,IND,,Post Graduate,"Rs 4,00,46,225","Rs 0, "
4361,NARAMALLI SIVAPRASAD,Chittoor,TDP,0,Graduate Professional,"Rs 60,11,000","Rs 0, "
4362,NARANBHAI BHIKHABHAI KACHHADIYA,Amreli,BJP,0,5th Pass,"Rs 47,48,283","Rs 3,00,000, "
4363,NARANBHAI JEMLABHAI RATHWA,Chhota Udaipur,INC,0,Graduate,"Rs 1,27,02,727","Rs 9,52,838, "
4364,NARANBHAI KEHARBHAI BHATIA,Surendranagar,IND,0,Literate,"Rs 15,45,000","Rs 0, "
4365,NARANBHAI PRAGDASBHAI PATEL,Patan,MJP,0,Graduate,"Rs 5,46,98,891","Rs 5,00,000, "
4366,NARANBHAI TULSIDAS SENGAL,Ahmedabad East,Loktantrik Samajwadi Party,0,10th Pass,"Rs 25,200","Rs 20,000, "
4367,NARAPAT SINGH RATHOR,Jhunjhunu,IND,0,8th Pass,"Rs 16,06,400","Rs 37,000, "
4368,NARASAPPA TIPPANNA BANDIWADDAR,Bijapur,SKP,0,5th Pass,"Rs 3,50,000","Rs 60,000, "
4369,NARASINGHA MISHRA,Bolangir,INC,0,Graduate Professional,"Rs 1,24,30,984","Rs 2,90,933, "
4370,NARAYAN ANAND ROKADE,Mumbai North East,IND,0,5th Pass,Nil,"Rs 0, "
4371,Narayan Chandra Samat,Ghatal,BSP,,12th Pass,"Rs 4,29,034","Rs 3,40,000, "
4372,Narayan Das Inqalab Gandhi,Mahasamund,IND,0,Graduate Professional,"Rs 21,70,000","Rs 0, "
4373,NARAYAN KUMAR,Kannauj,RDMP,0,Graduate,"Rs 3,13,196","Rs 0, "
4374,NARAYAN MANDAL,Supaul,SHS,0,12th Pass,"Rs 36,71,600","Rs 0, "
4375,NARAYAN PAL,Nainital-Udhamsingh Nagar,BSP,0,Not Given,Nil,"Rs 0, "
4376,NARAYAN PRASAD HISARIYA,Begusarai,IND,,10th Pass,"Rs 13,38,890","Rs 0, "
4377,NARAYAN RAJBHAR,Ballia,BSD,,Graduate,"Rs 47,000","Rs 0, "
4378,NARAYAN RAM,Banka,IND,0,Post Graduate,"Rs 4,21,000","Rs 0, "
4379,NARAYAN SURYAVANSHI DOANGONKAR,Nanded,IND,,Others,"Rs 33,70,000","Rs 0, "
4380,NARAYANAN R,Vellore,Akila India Vallalar Peravai,0,12th Pass,"Rs 30,000","Rs 0, "
4381,NARAYANASAMY,Pondicherry,INC,0,Post Graduate,"Rs 3,59,79,157","Rs 21,71,758, "
4382,NARAYANASWAMY,Kolar,IND,0,Not Given,"Rs 25,97,100","Rs 0, "
4383,NARAYANKAR RAJENDRA BABURAO,Solapur,IND,0,10th Pass,"Rs 77,340","Rs 0, "
4384,NARAYANRAO RAMJI CHIDAM,Wardha,GGP,0,Literate,"Rs 42,87,000","Rs 0, "
4385,NARAYANSINGH AMLABE,Rajgarh,INC,0,12th Pass,"Rs 38,08,133","Rs 1,61,617, "
4386,Narendar Kumbala,Malkajgiri,BPD,0,Post Graduate,"Rs 1,20,000","Rs 0, "
4387,NARENDER KUMAR,Ambala,IND,0,12th Pass,"Rs 6,43,000","Rs 0, "
4388,NARENDER PAL,Sirsa,IND,0,12th Pass,"Rs 3,61,600","Rs 0, "
4389,NARENDER PAL KASHYAP,North West Delhi,IND,0,10th Pass,"Rs 21,21,500","Rs 4,650, "
4390,NARENDER SAROHA,Karnal,IND,0,Not Given,"Rs 5,84,000","Rs 0, "
4391,NARENDER SINGH,Bhiwani-Mahendragarh,HJC(BL),0,Graduate Professional,"Rs 1,51,14,239","Rs 5,01,458, "
4392,NARENDER SINGH,Chandni Chowk,BSKRP,0,Post Graduate,"Rs 1,05,722","Rs 0, "
4393,Narendra Bhishmdev Dhidhi,Mahasamund,IND,0,Graduate Professional,"Rs 24,82,000","Rs 0, "
4394,Narendra Hansda,Mayurbhanj,IND,0,10th Pass,"Rs 32,000","Rs 0, "
4395,NARENDRA KUMAR,Muzaffarnagar,IND,0,8th Pass,"Rs 1,05,592","Rs 0, "
4396,NARENDRA KUMAR,Khajuraho,IND,0,Post Graduate,"Rs 42,02,000","Rs 0, "
4397,NARENDRA KUMAR SINGH ALIAS BOGO SINGH,Begusarai,IND,,Post Graduate,"Rs 1,11,37,075","Rs 13,12,448, "
4398,NARENDRA KUMAR TEWARI,Allahabad,IND,0,12th Pass,"Rs 2,23,220","Rs 0, "
4399,NARENDRA NATH DUBEY,Varanasi,IND,0,Post Graduate,"Rs 20,15,023","Rs 0, "
4400,NARENDRA NATH MANDAL,Uluberia,BSP,0,Graduate Professional,"Rs 27,26,000","Rs 0, "
4401,NARENDRA PRASAD,Dhaurahra,IND,0,12th Pass,"Rs 10,03,000","Rs 0, "
4402,NARENDRA SINGH,Gonda,IND,0,12th Pass,"Rs 6,25,000","Rs 0, "
4403,NARENDRA SINGH,Morena,IND,0,12th Pass,"Rs 4,71,000","Rs 0, "
4404,NARENDRA SINGH BHATTI,Gautam Budhha Nagar,SP,,12th Pass,"Rs 2,15,45,679","Rs 0, "
4405,NARENDRA SINGH TOMAR,Morena,BJP,0,Graduate,"Rs 34,53,203","Rs 17,80,000, "
4406,NARENDRA WAMAN MORE,Kalyan,IND,0,Graduate,"Rs 15,000","Rs 0, "
4407,Narendranath Chaganla,Medak,INC,0,12th Pass,"Rs 56,22,90,014","Rs 89,77,996, "
4408,NARENDRASINH MANSINH SANKHALIYA,Ahmedabad West,Loktantrik Samajwadi Party,,Graduate,"Rs 2,68,467","Rs 0, "
4409,NARENDRASINH RANDHIRSINH VASHI,Bharuch,Loktantrik Samajwadi Party,0,10th Pass,"Rs 1,44,000","Rs 0, "
4410,NARENDRASINH TAPUBHA JADEJA,Rajkot,RKSP,0,10th Pass,"Rs 3,60,000","Rs 0, "
4411,NARESH,Fatehpur Sikri,IND,0,Literate,"Rs 2,62,055","Rs 0, "
4412,Naresh BhishmdevDhidhi,Raipur,IND,0,Graduate Professional,"Rs 7,95,000","Rs 0, "
4413,NARESH CHANDER PAL,New Delhi,BSKRP,0,12th Pass,"Rs 32,81,000","Rs 29,000, "
4414,NARESH DOGRA,Udhampur,IND,0,12th Pass,"Rs 19,99,802","Rs 1,62,000, "
4415,NARESH DOGRA,Jammu,IND,0,12th Pass,"Rs 19,99,802","Rs 1,62,000, "
4416,Naresh Kumar,Hindupur,BJP,0,10th Pass,"Rs 6,96,65,000","Rs 36,00,000, "
4417,NARESH KUMAR PASWAN,Palamau,IND,0,Not Given,"Rs 4,38,200","Rs 0, "
4418,NARESH KUMAR YUVNATI,Chhindwara,IND,0,10th Pass,"Rs 1,57,000","Rs 0, "
4419,NARESH MAHTO,Munger,IND,0,12th Pass,"Rs 25,000","Rs 0, "
4420,NARESH MANDAL,Bhagalpur,RPP,,Literate,"Rs 1,50,000","Rs 0, "
4421,NARESH PASWAN,Nalanda,IND,0,Graduate,"Rs 18,00,000","Rs 0, "
4422,NARESH SINGH BHADAURIYA,Amritsar,IND,,Graduate,"Rs 1,91,10,000","Rs 0, "
4423,NARESH YADAV,Gurgaon,IND,,10th Pass,"Rs 8,00,000","Rs 0, "
4424,NARESHBHAI NANJIBHAI BATHWAR,Surat,RPI(A),0,Graduate,Nil,"Rs 0, "
4425,NARESHBHAI NANJIBHAI SONANI,Bhavnagar,IND,0,Literate,"Rs 1,32,407","Rs 0, "
4426,NARESHKUMAR BHAGVANBHAI PATEL,Bharuch,MJP,0,Graduate,"Rs 2,81,73,444","Rs 1,37,588, "
4427,NARGIS MOUSI,Khandwa,IJP,0,Literate,"Rs 8,30,000","Rs 0, "
4428,NARINDER THAKUR,Hamirpur,INC,0,Post Graduate,"Rs 71,15,000","Rs 3,964, "
4429,Naroth Ramachandran,Vadakara,IND,0,5th Pass,"Rs 7,30,250","Rs 30,000, "
4430,Narsappa,Bidar,IND,0,Not Given,Nil,"Rs 0, "
4431,NARSINGH PATEL,Fatehpur,IND,,Post Graduate,"Rs 28,85,000","Rs 0, "
4432,NARVIR SINGH,Gurgaon,HJC(BL),0,Graduate,"Rs 19,84,87,305","Rs 0, "
4433,NASREEN BANO,Faizabad,IND,0,8th Pass,"Rs 38,49,500","Rs 0, "
4434,NASRIN BEGUM,Chandni Chowk,IND,0,10th Pass,Nil,"Rs 0, "
4435,NASYAM MOHAMMED FAROOK,Nandyal,TDP,0,10th Pass,"Rs 2,91,70,000","Rs 0, "
4436,NATARAJAN L,Coimbatore,IND,0,8th Pass,"Rs 35,000","Rs 0, "
4437,NATARAJAN.P.R.,Coimbatore,CPM,0,Graduate,"Rs 17,67,722","Rs 0, "
4438,NATARAJAN.R,Karur,KNMK,0,Graduate Professional,"Rs 9,18,16,000","Rs 1,43,48,605, "
4439,NATAWADKAR SUHAS JYANT,Nandurbar,BJP,0,Graduate Professional,"Rs 1,08,09,796","Rs 0, "
4440,NATHABHAI JIVABHAI JADEJA,Porbandar,IJP,,Literate,"Rs 2,03,000","Rs 5,350, "
4441,NATHABHAI VALLABHBHAI SUKHADIA,Amreli,IND,,Literate,"Rs 5,25,000","Rs 70,000, "
4442,NATHLU RAM,Saharanpur,IND,0,Doctorate,"Rs 10,95,000","Rs 0, "
4443,NATHU RAM,Faridkot,IND,0,5th Pass,"Rs 1,00,000","Rs 0, "
4444,NATHUNI YADAV,Jhanjharpur,IND,0,10th Pass,"Rs 4,18,339","Rs 0, "
4445,NATHURAM VERMA LOHIA,Jalaun,NCP,0,8th Pass,"Rs 32,85,000","Rs 0, "
4446,NATHUSINGH CHAUHAN,Khandwa,IND,0,Literate,"Rs 25,85,500","Rs 0, "
4447,NATRAJAN P,Vellore,IND,,10th Pass,"Rs 85,50,000","Rs 0, "
4448,NATTHILAL,Aligarh,IND,0,Post Graduate,"Rs 43,38,000","Rs 1,00,000, "
4449,NATTHU RAM,Hardwar,IND,0,5th Pass,"Rs 8,84,500","Rs 0, "
4450,NATTHU SINGH,Moradabad,IND,0,12th Pass,"Rs 83,71,860","Rs 0, "
4451,NAUSHAD ANSAR SHAIKH,Ahmednagar,IND,0,Not Given,Nil,"Rs 0, "
4452,NAV VIKAS,Jalandhar,LJP,0,12th Pass,"Rs 25,65,500","Rs 0, "
4453,NAVALMANI.A.N,Namakkal,IND,0,5th Pass,Nil,"Rs 0, "
4454,NAVAPROKASH SONOWAL,Jorhat,IND,0,10th Pass,"Rs 10,73,685","Rs 0, "
4455,NAVARATTHINAM A,Kallakurichi,IND,0,Literate,"Rs 3,50,000","Rs 0, "
4456,NAVEEN,Gurgaon,IND,0,Graduate Professional,"Rs 51,00,000","Rs 0, "
4457,NAVEEN JINDAL,Kurukshetra,INC,0,Post Graduate,"Rs 1,31,07,30,000","Rs 0, "
4458,NAVEEN KUMAR SINGH,Purnia,BSP,0,10th Pass,"Rs 4,30,000","Rs 0, "
4459,NAVGHARE ANAND PANDURANG,Nanded,IND,0,10th Pass,"Rs 14,00,000","Rs 0, "
4460,Navin Gupta,Raipur,IND,0,12th Pass,"Rs 92,69,334","Rs 2,86,000, "
4461,NavinKumar Verma,Nawada,IND,0,Graduate,"Rs 1,47,435","Rs 18,000, "
4462,NAVJOT SINGH SIDHU,Amritsar,BJP,,Graduate,"Rs 14,50,37,236","Rs 0, "
4463,NAVNEET,Bathinda,SHS,0,12th Pass,"Rs 6,11,000","Rs 2,25,000, "
4464,NAVUNDRU RAJENDRA PRASAD,Narsapuram,BSSP,0,10th Pass,"Rs 7,99,500","Rs 0, "
4465,NAWAB ALI,Muzaffarnagar,NLHP,0,10th Pass,"Rs 13,80,000","Rs 1,50,000, "
4466,Nawal Kishor Singh,Lohardaga,IND,0,8th Pass,"Rs 7,40,000","Rs 0, "
4467,NAYANBHAI HASMUKHBHAI UPADHYAY,Rajkot,IND,0,10th Pass,Nil,"Rs 0, "
4468,Nazeeruddin,Nalgonda,BSP,0,Graduate,"Rs 4,76,517","Rs 0, "
4469,NAZIR AHMAD BHAT,Anantnag,IND,0,10th Pass,"Rs 10,000","Rs 75,000, "
4470,NAZRUL HAQUE MAZARBHUIYAN,Nowgong,IND,0,Post Graduate,"Rs 18,32,000","Rs 1,00,000, "
4471,Nazrul Haque Mazarbhuiyan,Silchar,IND,0,Post Graduate,"Rs 5,40,64,000","Rs 1,53,000, "
4472,Neal Tirki,Khunti,INC,,Graduate,"Rs 44,59,905","Rs 2,49,878, "
4473,NEEL KANWAL ALIAS NEELAM AGGARWAL,Bhiwani-Mahendragarh,SMBHP,0,Post Graduate,"Rs 8,74,96,038","Rs 0, "
4474,NEELAM SONKAR,Lalganj,BJP,0,Post Graduate,"Rs 1,15,55,274","Rs 13,00,000, "
4475,NEELAMEGAM.M,Tiruchirappalli,SP,0,Graduate Professional,"Rs 1,53,300","Rs 0, "
4476,Neelkanth Ware,Janjgir-Champa,CSP,0,10th Pass,"Rs 3,75,000","Rs 0, "
4477,NEELU SINGH,Muzaffarpur,PTSS,0,Post Graduate,"Rs 3,76,406","Rs 0, "
4478,NEERAJ KUMAR NIRALA,Hamirpur,IND,0,12th Pass,"Rs 90,10,000","Rs 0, "
4479,NEERAJ SHEKHAR,Ballia,SP,0,Graduate,"Rs 2,77,18,262","Rs 1,51,00,000, "
4480,NEERAJ YADAV,Gorakhpur,IND,0,12th Pass,"Rs 46,60,000","Rs 0, "
4481,neeruram,Rajsamand,BSP,0,10th Pass,"Rs 24,60,000","Rs 0, "
4482,NEHA CHAUHAN,Khagaria,IND,,Post Graduate,"Rs 5,78,000","Rs 0, "
4483,Nepal Das,Medinipur,JMM,0,12th Pass,"Rs 3,98,946","Rs 0, "
4484,NET RAM,Jhunjhunu,RRD,0,Post Graduate,"Rs 21,72,040","Rs 0, "
4485,NETAJI SITARAMJI KINAKE,Yavatmal-Washim,IND,0,Graduate,"Rs 50,000","Rs 0, "
4486,Nidhi Kirti,Siwan,IND,0,Graduate,"Rs 42,500","Rs 0, "
4487,NIDHI TYAGI,Amroha,SHS,,Graduate,"Rs 29,75,690","Rs 1,65,000, "
4488,NIHAL AHMED MOLVI. MOHAMMED USMAN,Dhule,JD(S),,10th Pass,"Rs 4,40,93,626","Rs 7,590, "
4489,NIHAL CHAND,Ganganagar,BJP,0,Graduate,"Rs 33,40,188","Rs 0, "
4490,NIHAL CHAND,Jaipur,Rajasthan Vikas Party,0,Graduate,"Rs 1,32,87,000","Rs 56,000, "
4491,NIHAR HAZRA,Bolpur,IND,0,Graduate,"Rs 92,472","Rs 0, "
4492,NIHARIKA BORPATRA GOHAIN GOGOI,Dibrugarh,JMM,0,Graduate,"Rs 3,53,000","Rs 0, "
4493,NIKALJE SHEELATAI MAHENDRA,Beed,PRCP,0,Graduate,"Rs 10,07,000","Rs 2,25,000, "
4494,NIKAM VIKAS SAKHARAM,Bhiwandi,IND,0,Graduate,"Rs 4,45,000","Rs 15,000, "
4495,Nikhil Kumar,Aurangabad,INC,0,Post Graduate,"Rs 4,95,38,249","Rs 17,74,038, "
4496,NIKHIL KUMAR CHOUDHARY,Katihar,BJP,,Graduate,"Rs 80,18,754","Rs 8,02,308, "
4497,NIKHILESH DHURVEY,Chhindwara,IND,0,Post Graduate,"Rs 1,85,000","Rs 0, "
4498,NILABEN JAYSUKHBHAI THUMAR,Amreli,IND,0,Literate,"Rs 1,28,000","Rs 0, "
4499,NILABEN VIRJIBHAI THUMAR,Amreli,INC,0,Graduate,"Rs 1,26,55,811","Rs 38,218, "
4500,Niladri Behari Panda,Bargarh,KOKD,,Graduate Professional,"Rs 7,43,000","Rs 5,33,200, "
4501,NILANGAEKAR AVINASH MADHUKARRAO,Latur,IND,0,Graduate,"Rs 1,61,756","Rs 0, "
4502,NILMANI DEB,Tripura West,BJP,0,Graduate,"Rs 26,16,787","Rs 0, "
4503,NIMAI BARMAN,Jaynagar,RSP,,Graduate,"Rs 28,29,454","Rs 1,28,000, "
4504,NINAD MANJARDEKAR,Mumbai North West,IND,0,Post Graduate,"Rs 43,64,026","Rs 1,531, "
4505,NINONG ERING,Arunachal East,INC,0,Graduate,"Rs 10,43,20,000","Rs 12,51,784, "
4506,Nirakar Behera,Berhampur,Kalinga Sena,0,10th Pass,"Rs 8,50,000","Rs 7,50,000, "
4507,Niranam Rajan,Pathanamthitta,IND,0,Graduate,"Rs 7,000","Rs 2,00,000, "
4508,NIRANJAN BABU. K,Hindupur,LSP,0,Graduate Professional,"Rs 20,000","Rs 0, "
4509,Niranjan Barman,Coochbehar,BSP,,8th Pass,"Rs 80,276","Rs 0, "
4510,Niranjan Kumar,Gaya,CPI(ML)(L),0,Graduate,"Rs 5,30,000","Rs 0, "
4511,NIRANJAN PRASAD YADAV,Godda,RWS,0,Post Graduate,"Rs 1,80,000","Rs 0, "
4512,Niranjan Saha,Darjeeling,Amra Bangalee,0,Graduate,"Rs 1,53,000","Rs 0, "
4513,NIRANJANA C.S,Tumkur,IND,0,Post Graduate,"Rs 6,51,000","Rs 0, "
4514,NIRANRAN PRASAD,Gorakhpur,IND,0,Not Given,"Rs 40,000","Rs 0, "
4515,NIRMAL KHATRI,Faizabad,INC,0,Doctorate,"Rs 66,70,000","Rs 5,771, "
4516,NIRMAL KUMAR SAHA,Murshidabad,BJP,0,10th Pass,"Rs 1,15,70,047","Rs 18,15,197, "
4517,NIRMAL KUMAR.A,Chennai North,IND,0,Post Graduate,"Rs 10,000","Rs 0, "
4518,NIRMAL SINGH,Bathinda,IND,0,10th Pass,"Rs 20,50,000","Rs 14,50,000, "
4519,NIRMAL SINGH,Faridkot,IND,0,10th Pass,"Rs 8,000","Rs 0, "
4520,NIRMALA SHARMA,West Delhi,IND,,Others,"Rs 33,90,353","Rs 0, "
4521,NIRMLA SHARMA,Kangra,RWS,0,10th Pass,"Rs 25,000","Rs 0, "
4522,NIRODE CHANDRA HALDER,Jaynagar,BJP,0,12th Pass,"Rs 13,96,000","Rs 0, "
4523,NIRUPABEN NATWERLAL BRAHMKSHTRIYA,Patan,IND,0,Graduate,"Rs 3,42,000","Rs 0, "
4524,NISAR AHMAD KHAN,Anantnag,BSP,0,12th Pass,"Rs 2,25,00,000","Rs 0, "
4525,NISAR AHMED,Faridabad,RND,0,5th Pass,"Rs 1,56,14,557","Rs 0, "
4526,NISHA,Kanpur,IND,0,10th Pass,"Rs 2,40,000","Rs 0, "
4527,NISHA BANO,New Delhi,ANC,0,Not Given,"Rs 10,40,000","Rs 0, "
4528,NISHAT KHAN,Kolkata Dakshin ,IND,0,Graduate,"Rs 1,60,00,000","Rs 40,00,000, "
4529,NISHIKANT DUBEY,Godda,BJP,0,Post Graduate,"Rs 10,10,37,987","Rs 0, "
4530,Nishikant Horo,Khunti,Jharkhand Party,0,Doctorate,"Rs 34,31,377","Rs 0, "
4531,NISHIKANTA BISWAS,Bangaon,IND,0,Post Graduate,"Rs 3,96,235","Rs 0, "
4532,NISSAR AHMAD AHANGAR,Srinagar,BSKRP,0,10th Pass,"Rs 20,000","Rs 0, "
4533,NITIMA BODRA BARI,Khunti,JKP(N),0,Graduate,"Rs 37,25,523","Rs 0, "
4534,NITIN DWIVEDI,Lucknow,IND,0,12th Pass,"Rs 1,35,893","Rs 4,11,346, "
4535,NITINBHAI VRAJLAL BHATT,Porbandar,IND,,8th Pass,"Rs 27,000","Rs 27,500, "
4536,NITINKUMAR RAMCHANDRA KAMBLE ALIAS NITIN BANPURKAR,Solapur,IND,0,Post Graduate,"Rs 3,50,472","Rs 2,64,000, "
4537,Nitu Jai,Darjeeling,IND,0,12th Pass,"Rs 40,50,000","Rs 0, "
4538,NITURE ARUN BHAURAO,Osmanabad,IND,0,Literate,"Rs 12,60,000","Rs 3,55,000, "
4539,NITYA NAND BISHWAS,Araria,IND,0,Literate,"Rs 4,25,000","Rs 0, "
4540,NITYANAND,Agra,IND,0,Graduate,"Rs 15,30,000","Rs 0, "
