SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities
258,ANSARI MOHAMMED ISMAIL MOHAMMED IBRAHIM,Nashik,BMSM,0,Graduate,"Rs 2,74,000","Rs 0, "
259,ANTO ANTONY,Kottayam,INC,0,Graduate,"Rs 5,70,674","Rs 0, "
260,ANUBHAV,Kanpur,BSP,,Graduate,"Rs 45,000","Rs 0, "
261,ANUJ KUMAR,Sitapur,IND,0,Not Given,"Rs 15,522","Rs 0, "
262,Anup Dey,Howrah,JD(S),0,12th Pass,"Rs 1,22,550","Rs 1,00,000, "
263,ANURADHA CHOUDHARY,Kairana,RLD,0,Graduate,"Rs 4,39,04,200","Rs 0, "
264,ANURODH PRAGAT,Muzaffarpur,IND,0,Graduate,"Rs 2,75,205","Rs 0, "
265,ANWAR HUSSAIN,Dhubri,INC,0,Graduate Professional,"Rs 5,58,467","Rs 2,25,000, "
266,ANWAR HUSSAIN LASKAR,Silchar,SP,,8th Pass,"Rs 38,74,712","Rs 0, "
267,ANWAR ISMAIL BAGWAN,Pune,IND,0,Graduate,"Rs 2,000","Rs 1,30,000, "
268,"APPADURAI, M.",Tenkasi,CPI,0,Graduate,"Rs 12,63,017","Rs 0, "
269,APPARAO DAMALAPATI,Vijayawada,IND,0,10th Pass,"Rs 42,96,000","Rs 0, "
270,APPARAO GUDIVADA,Visakhapatnam,IND,0,Not Given,"Rs 2,26,200","Rs 0, "
271,Apurba Banerjee,Berhampore,IND,,Graduate,"Rs 8,00,291","Rs 0, "
272,APURBA BHATTACHARJEE,Mangaldoi,AGP,0,Post Graduate,"Rs 1,77,889","Rs 0, "
273,Arabindu Halder,Jadavpur,BSP,0,Graduate,"Rs 35,000","Rs 175, "
274,ARCHANA,Mohanlalganj,AD,0,12th Pass,"Rs 1,87,000","Rs 0, "
275,ARCHANA NAYAK,Kendrapara,BJD,0,Post Graduate,"Rs 3,84,400","Rs 32,000, "
276,ARCHANA SHRIVASTAVA,Bhopal,SVSP,0,Graduate Professional,"Rs 12,80,000","Rs 2,25,000, "
277,ARIF MOHAMMAD KHAN,Kaiserganj,BJP,0,Graduate,"Rs 1,05,00,000","Rs 0, "
278,ARIKA GUMPASWAMY,Parvathipuram,IND,0,Not Given,"Rs 4,42,000","Rs 0, "
279,ARJAN RAM,Bikaner,BSP,0,8th Pass,"Rs 6,19,784","Rs 0, "
280,ARJUN,Balrampur,IND,0,8th Pass,"Rs 30,000","Rs 0, "
281,Arjun Bag,Barrackpore,IND,0,Not Given,"Rs 2,000","Rs 0, "
282,ARJUN KUMAR BIND,Monghyr,BSP,0,12th Pass,"Rs 51,000","Rs 0, "
283,Arjun Prasad Singh,Barrackpore,IND,,12th Pass,"Rs 9,58,607","Rs 3,56,784, "
284,ARJUN PRASHAD,East Delhi,Rashtriya Swabhimaan Party,0,8th Pass,"Rs 10,20,000","Rs 0, "
285,ARJUN RAM,Barmer,IND,0,Literate,"Rs 4,69,000","Rs 0, "
286,Arjun Saha,Birbhum,BJP,0,Graduate,"Rs 5,15,000","Rs 0, "
287,Arjun Singh,Barrackpore,AITC,0,12th Pass,"Rs 9,18,500","Rs 3,85,326, "
288,ARJUN SINGH THAKUR,Kanker,BSP,0,Post Graduate,"Rs 29,10,000","Rs 7,20,000, "
289,AROON BARUAH,Mangaldoi,IND,0,Graduate,"Rs 2,55,273","Rs 0, "
290,Arun Basu,Barasat,IND,0,Graduate,"Rs 7,46,496","Rs 0, "
291,ARUN BHATIA,Pune,IND,,Post Graduate,"Rs 1,98,73,368","Rs 0, "
292,ARUN JOSHI,Durg,IND,0,Graduate,Nil,"Rs 0, "
293,ARUN KUMAR,Jahanabad,JD(U),,Doctorate,"Rs 1,05,94,721","Rs 3,98,145, "
294,ARUN KUMAR,Chandni Chowk,IND,0,Graduate Professional,"Rs 53,20,000","Rs 63,33,00,000, "
295,ARUN KUMAR CHANDRASHEKARA PATIL,Gulbarga,KNDP,0,Graduate,"Rs 68,13,645","Rs 0, "
296,ARUN KUMAR MEHTA,Nalanda,IND,0,Others,"Rs 5,79,500","Rs 4,000, "
297,ARUN KUMAR RAJAK,Araria,IJP,0,Graduate,"Rs 33,95,000","Rs 0, "
298,ARUN KUMAR SINGH,Bikramganj,BSP,,12th Pass,"Rs 57,11,940","Rs 7,22,949, "
299,ARUN KUMAR THAKUR,Samastipur,IND,0,Others,"Rs 5,95,000","Rs 2,96,000, "
300,ARUN SINGH,Bikramganj,CPI(ML)(L),0,10th Pass,"Rs 49,000","Rs 55,606, "
301,ARUNA CHANDRA,Khammam,IND,0,Not Given,"Rs 2,00,000","Rs 0, "
302,ARUNA KUMAR VUNDAVALLI,Rajahmundry,INC,,Graduate Professional,"Rs 2,34,31,318","Rs 8,81,017, "
303,Arup Ghosh,Jadavpur,IND,0,12th Pass,"Rs 13,063","Rs 0, "
304,ARVIND,Hardwar,UKKD,0,8th Pass,"Rs 60,500","Rs 0, "
305,ARVIND CHOUDHARY,Muzaffarpur,RLSM,0,12th Pass,"Rs 1,45,52,467","Rs 10,29,649, "
306,ARVIND JAIN,Chandigarh,IND,0,Graduate,"Rs 78,84,180","Rs 0, "
307,ARVIND KHANNA,Sangrur,INC,0,Others,"Rs 6,59,37,649","Rs 56,00,000, "
308,ARVIND KUMAR SHARMA,Karnal,INC,0,Post Graduate,"Rs 57,36,332","Rs 0, "
309,ARVIND KUMAR SONKAR,Ambala,ABHM,0,Graduate Professional,"Rs 17,071","Rs 0, "
310,ARVIND KUMAR URF PANDA,Allahabad,IND,0,8th Pass,"Rs 24,325","Rs 0, "
311,ARVIND SAH,Madhepura,BSP,0,10th Pass,"Rs 3,75,000","Rs 0, "
312,ASADUDDIN OWAISI,Hyderabad,AIMIM,,Graduate Professional,"Rs 39,02,342","Rs 0, "
313,Asalata Majumdar,Contai,BSP,0,Not Given,"Rs 67,500","Rs 0, "
314,ASESAR MANJHI,Bagaha,IND,0,5th Pass,"Rs 56,000","Rs 0, "
315,ASHA PAL,Moradabad,LP(S),0,10th Pass,"Rs 8,36,300","Rs 0, "
316,ASHA RAM,Akbarpur,IND,0,10th Pass,Nil,"Rs 0, "
317,Ashim Das,Calcutta North West,IND,0,Not Given,Nil,"Rs 0, "
318,Ashim Roy,Berhampore,IND,0,Others,"Rs 33,500","Rs 52,700, "
319,Ashis Saha,Raiganj,SP,0,Others,"Rs 9,97,000","Rs 0, "
320,ASHOK,Shahjahanpur,IND,0,10th Pass,"Rs 77,088","Rs 0, "
321,ASHOK,Hamirpur,AD,0,8th Pass,"Rs 32,000","Rs 0, "
322,ASHOK  PATEL,Fatehpur,BJP,0,Doctorate,"Rs 1,25,40,008","Rs 16,73,626, "
323,ASHOK  SHARMA,Bhind,IND,0,Not Given,"Rs 11,16,000","Rs 0, "
324,ASHOK CHHAVIRAM ARGAL,Morena,BJP,,12th Pass,"Rs 32,20,504","Rs 4,32,625, "
325,ASHOK KRISHNAPPA,Chikballapur,JD(U),,Not Given,"Rs 52,56,000","Rs 0, "
326,ASHOK KUMAR,Sasaram,SAP,0,Graduate,"Rs 12,75,000","Rs 80,000, "
327,ASHOK KUMAR,Chandni Chowk,IND,0,10th Pass,"Rs 59,500","Rs 0, "
328,ASHOK KUMAR,Faridkot,JD(S),0,Not Given,"Rs 26,95,000","Rs 6,50,000, "
329,ASHOK KUMAR ARORA,Karnal,INLD,0,10th Pass,"Rs 59,74,456","Rs 3,00,000, "
330,ASHOK KUMAR JATAV,Bhind,National Loktantrik Party,0,Not Given,"Rs 30,000","Rs 0, "
331,ASHOK KUMAR KASHYAP,Karnal,BSP,0,Doctorate,"Rs 19,16,540","Rs 10,465, "
332,ASHOK KUMAR PAL,Farrukhabad,LP(S),0,Graduate,"Rs 1,41,000","Rs 0, "
333,ASHOK KUMAR PRADHAN,Khurja,BJP,0,Others,"Rs 1,15,89,733","Rs 0, "
334,ASHOK KUMAR RAJPUT,Durg,IND,0,Literate,"Rs 3,33,000","Rs 0, "
335,ASHOK KUMAR RAWAT,Misrikh,BSP,0,Post Graduate,"Rs 14,19,108","Rs 3,26,547, "
336,ASHOK KUMAR SINGH,Faizabad,SP,0,Graduate,"Rs 1,29,13,570","Rs 25,31,000, "
337,ASHOK KUMAR SINGH,Vaishali,IND,0,Not Given,"Rs 2,65,000","Rs 0, "
338,ASHOK KUMAR SINGH,Rae Bareli,SP,,Graduate,"Rs 1,63,15,000","Rs 5,24,960, "
339,ASHOK KUMAR SINGH CHANDEL,Hamirpur,BSP,,Graduate,"Rs 1,13,01,668","Rs 2,04,973, "
340,ASHOK KUMAR VERMA,Arrah,JD(U),,Doctorate,"Rs 19,02,066","Rs 0, "
341,ASHOK MITTAL,Sambalpur,BSP,0,10th Pass,"Rs 1,49,360","Rs 0, "
342,ASHOK NAMDEVRAO MOHOL,Khed,NCP,0,Graduate,"Rs 2,95,60,892","Rs 0, "
343,ASHOK PRAJAPATI,Khargone,IND,0,8th Pass,"Rs 35,000","Rs 0, "
344,ASHOK RAM,Siwan,IND,0,Literate,"Rs 3,45,000","Rs 0, "
345,ASHOK RATAN SHAKYA,Etah,BJP,0,Post Graduate,"Rs 23,80,060","Rs 0, "
346,ASHOK RAY,Bhagalpur,PTSS,0,Others,"Rs 2,81,000","Rs 0, "
347,ASHOK SAHU ( MAHARAJ),Betul,IND,0,8th Pass,"Rs 98,000","Rs 0, "
348,ASHOK SHAKYA,Mainpuri,BSP,0,Graduate,"Rs 8,61,913","Rs 0, "
349,ASHOK SINGH,Chandauli,INC,0,Post Graduate,"Rs 11,28,000","Rs 0, "
350,ASHOK VIR VIKRAM SINGH ( BHAIYA RAJA ),Khajuraho,SP,,Graduate,"Rs 40,05,378","Rs 1,06,000, "
351,ASHOK YADAV,Sambhal,INC,,Post Graduate,"Rs 1,60,21,574","Rs 0, "
352,ASHOKA RAO PEECHARA,Rajampet,TRS,0,12th Pass,"Rs 4,88,000","Rs 0, "
353,Ashoke Kumar Singha,Berhampore,SP,0,12th Pass,"Rs 2,20,000","Rs 0, "
354,Ashrafi Hassan Shahidullah,Basirhat,INL,0,Others,"Rs 34,300","Rs 0, "
355,ASHU SHARMA URF ASHWANI SHARMA,Kairana,BJVP,0,Not Given,Nil,"Rs 0, "
356,ASHUTOSH DAS,Silchar,IND,0,Literate,"Rs 76,000","Rs 0, "
357,Asim Kumar Saha,Krishnagar,INC,0,Graduate,"Rs 40,88,341","Rs 0, "
358,ASIT BARAN DUTTA,Andaman & Nicobar Islands,IND,0,Graduate,"Rs 30,70,000","Rs 0, "
359,Asit Baran Thakur,Joynagar,BJP,0,Others,"Rs 50,20,343","Rs 0, "
360,Asit Kumar Khatua,Midnapore,JKP(N),,12th Pass,"Rs 10,95,825","Rs 1,48,091, "
361,ASKARAN SANKHWAR,Ghatampur,INC,0,Not Given,"Rs 1,47,880","Rs 0, "
362,Asok Kumar Das,Hooghly,INC,0,Graduate,"Rs 3,46,355","Rs 0, "
363,ASWINI DUTT CHALASANI,Vijayawada,TDP,0,Others,"Rs 2,69,50,458","Rs 59,35,000, "
364,ATAHAR JAMAL LARI,Varanasi,AD,0,Graduate,"Rs 13,05,202","Rs 12,596, "
365,ATAL BIHARI VAJPAYEE,Lucknow,BJP,0,Post Graduate,"Rs 58,99,232","Rs 0, "
366,ATALBAHADURSINGH,Nagpur,BJP,0,Post Graduate,"Rs 43,88,426","Rs 4,11,557, "
367,ATAM PRAKASH,Hissar,IND,0,Post Graduate,"Rs 20,26,000","Rs 22,000, "
368,ATAM PRAKASH,Kurukshetra,IND,0,Post Graduate,"Rs 20,66,000","Rs 22,000, "
369,Atanu Chakravarty,Asansol,CPI(ML)(L),0,Graduate,"Rs 1,48,200","Rs 0, "
370,ATAUR RAHMAN,Kaliabor,SAP,0,10th Pass,"Rs 70,000","Rs 0, "
371,ATENDRA SINGH,Jahanabad,IND,0,10th Pass,"Rs 2,24,30,000","Rs 0, "
372,ATHAWALE RAMDAS BANDU,Pandharpur,RPI(A),0,Graduate,"Rs 26,56,172","Rs 0, "
373,ATIQUE AHAMAD,Phulpur,SP,,8th Pass,"Rs 3,37,04,071","Rs 0, "
374,ATMA SINGH GILL,Sirsa,INC,0,5th Pass,"Rs 13,02,714","Rs 2,80,000, "
375,Atul Chandra Mandal,Malda,IND,0,Graduate,"Rs 1,00,000","Rs 0, "
376,ATUL KUMAR SINGH ANJAN,Ghosi,CPI,0,Graduate Professional,"Rs 9,53,500","Rs 0, "
377,AUDA VIEGAS,Mormugao,UGDP,,Post Graduate,"Rs 1,22,41,300","Rs 2,18,600, "
378,AULAD ALI,Baghpat,BSP,0,Literate,"Rs 65,22,000","Rs 0, "
379,AUNKUSHA BAHA,Balia,IND,0,Others,"Rs 21,25,000","Rs 0, "
380,AVAR PRAMOD DATTATRAYA,Sholapur,IND,0,Literate,"Rs 20,000","Rs 0, "
381,Avash Munshi,Serampore,IND,0,10th Pass,"Rs 3,62,571","Rs 46,656, "
382,AVINASH DATTA KATTI,Chikkodi,IND,0,Post Graduate,"Rs 11,04,000","Rs 0, "
383,AVINASH PURI,East Delhi,DBP,0,10th Pass,"Rs 55,272","Rs 0, "
384,AVINASH RAI KHANNA,Hoshiarpur,BJP,0,Graduate Professional,"Rs 16,23,665","Rs 0, "
385,AVTAR SINGH BHADANA,Faridabad,INC,0,8th Pass,"Rs 97,63,648","Rs 0, "
386,AWADESH KU MANDAL,Purnea,IND,,Literate,"Rs 2,73,000","Rs 0, "
387,AWADH KISHORE YADAV,Sitamarhi,IND,0,12th Pass,"Rs 4,17,000","Rs 25,000, "
388,AWADHRAM BEHARA,Sarangarh,IND,0,Post Graduate,"Rs 7,77,000","Rs 0, "
389,AWARE RADHAKISAN BABU,Ahmednagar,IND,0,10th Pass,"Rs 8,15,000","Rs 70,000, "
390,AYARE RAJENDRA LAHU,Ratnagiri,BSP,0,Post Graduate,"Rs 18,000","Rs 0, "
391,AYUB KHAN,Jhunjhunu,BSP,0,8th Pass,"Rs 12,90,000","Rs 0, "
392,AZIZ LALANI,Mumbai South,BSP,0,Graduate,"Rs 53,06,000","Rs 0, "
393,B L SHANKAR,Chikmagalur,INC,0,Doctorate,"Rs 6,75,56,843","Rs 78,70,595, "
394,B PADMAKUMAR,Chirayinkil,IND,0,10th Pass,"Rs 90,520","Rs 0, "
395,B RADHAKRISHNA MENON,Kottayam,BJP,0,Others,"Rs 1,75,383","Rs 6,15,437, "
396,B RUDRAIAH,Chikmagalur,IND,0,Graduate,"Rs 53,000","Rs 50,000, "
397,B S PATIL,Dharwad North,INC,0,Graduate,"Rs 4,93,76,141","Rs 12,95,387, "
398,B. RAMACHANDRA,Bhubaneswar,IND,0,Post Graduate,"Rs 16,10,038","Rs 263, "
399,B. S. AMARNATH,Anantapur,IND,0,Graduate,"Rs 33,698","Rs 0, "
400,B. S. YADAV,New Delhi,JKNPP,0,Graduate,"Rs 1,01,000","Rs 0, "
401,B. SURENDER KUMAR,Hindupur,TRS,0,Graduate,"Rs 70,000","Rs 0, "
402,B. SUSHEELA,Jalore,BJP,0,Post Graduate,"Rs 96,29,204","Rs 9,04,335, "
403,B.K.PARDHASARATHI,Hindupur,TDP,0,Graduate,"Rs 43,06,482","Rs 21,96,288, "
404,B.N.V.SATYANARAYANA,Eluru,TRS,0,Post Graduate,"Rs 50,000","Rs 10,50,000, "
405,B.NARAYANA REDDY,Cuddapah,RPI,0,Not Given,"Rs 15,07,000","Rs 27,000, "
406,B.S.RAO,Machilipatnam,TRS,0,Others,"Rs 82,00,000","Rs 0, "
407,B.VINOD KUMAR,Hanamkonda,TRS,0,Graduate,"Rs 1,00,11,716","Rs 0, "
408,"BAALU, T. R.",Madras South,DMK,0,Graduate,"Rs 2,74,44,755","Rs 0, "
409,BABAN PARASRAM TAYWADE,Ramtek,Ambedkarist Republican Party,0,Not Given,Nil,"Rs 0, "
410,BABAN SINGH KUSHWAHA,Bikramganj,Rashtriya Samanta Dal,0,10th Pass,"Rs 8,70,947","Rs 50,000, "
411,BABINGTON,Trivandrum,IND,0,Graduate,"Rs 59,795","Rs 57,091, "
412,Bablu Chandra Das,Katwa,IND,0,10th Pass,"Rs 1,45,000","Rs 0, "
413,BABOO RAM,Khalilabad,IND,,Not Given,"Rs 1,00,000","Rs 0, "
414,BABU KARIMPADY,Calicut,IND,0,Not Given,Rs 500,"Rs 0, "
415,BABU KHAN,Shahabad,SP,0,Literate,"Rs 83,63,801","Rs 0, "
416,BABU LAL,Mohanlalganj,IND,0,Illiterate,"Rs 50,000","Rs 0, "
417,BABU LAL KUSHWAHA,Jhansi,BSP,0,Graduate Professional,"Rs 32,48,050","Rs 0, "
418,BABU RAM,Pilibhit,IND,0,8th Pass,"Rs 14,83,500","Rs 0, "
419,BABU RAM,Hardwar,IND,0,Graduate,"Rs 2,50,000","Rs 0, "
420,BABU RAM KUREEL,Bilhaur,IND,0,Not Given,"Rs 1,76,500","Rs 0, "
421,BABUBHAI GALA,Mumbai North,IND,,8th Pass,"Rs 49,45,000","Rs 61,000, "
422,BABUL RAM DAS,Karimganj,IND,0,Not Given,"Rs 65,000","Rs 0, "
423,BABUL ROY,Karimganj,IND,0,Not Given,"Rs 1,15,000","Rs 0, "
424,BABULAL MARANDI,Kodarma,BJP,0,Graduate,"Rs 5,00,000","Rs 4,60,000, "
425,BABULAL THAWLIA,Ujjain,BSP,0,Graduate,"Rs 50,000","Rs 0, "
426,BACHCHU PRASAD,Chapra,SP,0,10th Pass,"Rs 1,27,519","Rs 0, "
427,Badan Bairagi,Jadavpur,IND,0,Graduate,"Rs 1,53,500","Rs 0, "
428,BADER SAYEED ( TMT),Madras South,ADMK,0,Graduate Professional,"Rs 3,69,13,221","Rs 18,49,088, "
429,BADHRAM RAJGARH,Dibrugarh,IND,0,Not Given,"Rs 35,000","Rs 0, "
430,BADIGA RAMAKRISHNA,Machilipatnam,INC,0,12th Pass,"Rs 13,85,45,000","Rs 1,15,59,000, "
431,BADKURAM DHRUW,Janjgir,IND,0,Literate,Nil,"Rs 0, "
432,BADRI NARAYAN ROUTRAY,Bhubaneswar,BSP,0,Post Graduate,"Rs 1,08,000","Rs 2,195, "
433,BADRI RAM JAKHAR,Jodhpur,INC,0,Not Given,"Rs 14,48,291","Rs 0, "
434,BADRUL ISLAM,Bulandshahr,RLD,0,Graduate,"Rs 57,37,676","Rs 1,58,216, "
435,Badsha Alam,Malda,BJP,,Graduate,"Rs 46,96,091","Rs 0, "
436,BAGDURE VINAYAK VISHWANATHRAO,Latur,SVRP,0,Graduate Professional,"Rs 33,59,212","Rs 3,00,000, "
437,BAGUM NOOR BANO ALIAS MEHTAB ZAMANI BEGUM,Rampur,INC,0,Not Given,"Rs 1,32,88,946","Rs 1,60,000, "
438,BAGUN SUMBRAI,Singhbhum,INC,0,10th Pass,"Rs 45,32,035","Rs 2,00,000, "
439,Baidya Nath Chowdhury,Uluberia,IND,0,Not Given,"Rs 8,58,538","Rs 0, "
440,BAIDYA NATH YADAV,Darbhanga,CPI(ML)(L),,Post Graduate,Nil,"Rs 0, "
441,BAIJNATH BHAGAT,Bikramganj,Shoshit Samaj Dal,0,Graduate Professional,"Rs 1,10,000","Rs 0, "
442,BAIJNATH MANJHI,Dumka,BSP,,12th Pass,"Rs 22,244","Rs 126, "
443,BAISA RAMADASU,Nizamabad,IND,0,12th Pass,"Rs 11,100","Rs 0, "
444,BAJANG PRASAD KESARI,Nalanda,Rashtriya Samanta Dal,0,Post Graduate,"Rs 5,07,600","Rs 0, "
445,BAJU BAN RIYAN,Tripura East,CPM,0,Graduate,"Rs 11,88,586","Rs 0, "
446,BAKKAI LAXMAN CHANDRAPPA,Dharwad North,BSP,0,Post Graduate,"Rs 30,000","Rs 0, "
447,BAL KRISHNA,Ghosi,BSP,0,Post Graduate,"Rs 16,20,771","Rs 0, "
448,BAL RAJ SINGH,East Delhi,BSP,0,12th Pass,"Rs 40,25,000","Rs 0, "
449,BAL RAM JAKHAR,Churu,INC,0,Graduate,"Rs 1,39,40,583","Rs 2,20,008, "
450,BALADIN,Hamirpur,IND,0,8th Pass,"Rs 68,000","Rs 0, "
451,BALAGANGA N.,Madras Central,ADMK,,Graduate,"Rs 37,51,791","Rs 0, "
452,BALAJI CHANNAIAH,Kolar,JP,0,Graduate,"Rs 17,13,000","Rs 0, "
453,BALAKONDAIAH KARUPOTALA,Nellore,BJP,0,Graduate,"Rs 4,61,481","Rs 0, "
454,Balaram Mahato,Bankura,JMM,,Post Graduate,"Rs 35,000","Rs 0, "
455,BALASAHEB PATIL,Belgaum,SHS,0,Post Graduate,"Rs 7,65,36,030","Rs 0, "
456,BALASHOWRY VALLABHANENI,Tenali,INC,0,Graduate,"Rs 10,32,38,914","Rs 3,50,000, "
457,BALASUBRAMANIAM. M,Dharmapuri,TDK,0,Graduate Professional,"Rs 1,59,38,348","Rs 0, "
458,BALBIR CHAND,Gaya,BJP,0,Graduate,"Rs 63,76,167","Rs 0, "
459,BALBIR SINGH,Sonepat,Rashtriya Swabhimaan Party,,Not Given,"Rs 4,00,250","Rs 0, "
460,BALBIR SINGH,Jammu,IND,0,Graduate,"Rs 27,30,000","Rs 0, "
461,BALDEV SINGH,Faridabad,IND,0,Not Given,"Rs 32,20,000","Rs 0, "
462,BALDEV SINGH RATHOR,Amritsar,IND,0,Graduate,"Rs 4,60,000","Rs 0, "
463,BALESHWAR YADAV,Padrauna,National Loktantrik Party,0,Graduate,"Rs 69,07,100","Rs 5,00,000, "
464,BALGOPAL MISHRA,Bolangir,IND,,Post Graduate,"Rs 1,03,24,142","Rs 30,25,000, "
465,BALIRAM KASHYAP,Bastar,BJP,,8th Pass,"Rs 18,65,382","Rs 1,77,442, "
466,BALKAR SINGH,Gurdaspur,IND,0,Post Graduate,"Rs 87,30,000","Rs 0, "
467,BALLABH DAS SHARMA,Allahabad,SVSP,0,8th Pass,"Rs 2,04,000","Rs 0, "
468,BALRAM SINGH YADAV,Mainpuri,BJP,0,Graduate,"Rs 1,82,56,404","Rs 7,08,663, "
469,BALRAM SINGH YADAV ALIAS BALLU BHAIYA,Raipur,SP,0,Post Graduate,"Rs 3,50,000","Rs 34,000, "
470,BALRAM SUKHRAM  KALYANE,Shajapur,IND,0,Literate,"Rs 60,000","Rs 0, "
471,BALVINDER SINGH,Durg,IND,0,Not Given,Nil,"Rs 86,714, "
472,BALWAN ARYA,Hissar,IND,0,Post Graduate,"Rs 12,31,589","Rs 10,91,728, "
473,BALWANT SINGH,Ambala,INLD,0,Graduate,"Rs 69,81,850","Rs 3,81,285, "
474,BALWANT SINGH PARWANA,East Delhi,ABHM,0,Others,"Rs 80,65,500","Rs 0, "
475,BALWANT SINGH RAMOOWALIA,Ludhiana,LBP,0,Post Graduate,"Rs 1,52,99,197","Rs 0, "
476,Banasree Chakraborty,Jadavpur,IND,0,Post Graduate,"Rs 6,10,500","Rs 26,586, "
477,BANBARI RAM,Nawada,IND,0,Not Given,Nil,"Rs 0, "
478,Bandana Das,Calcutta South,IND,0,8th Pass,"Rs 12,500","Rs 0, "
479,BANDARU DATTATRAYA,Secunderabad,BJP,0,Graduate,"Rs 73,63,517","Rs 0, "
480,BANDHU TIRKY,Ranchi,IND,,Post Graduate,"Rs 50,000","Rs 0, "
481,BANDU SAMPATRAO SANE (BANDYA),Amravati,IND,0,Post Graduate,Rs 283,"Rs 0, "
482,Bandyopadhyay Sudip,Calcutta North West,IND,0,Not Given,Nil,"Rs 0, "
483,BANOTH SOMLA NAIK,Khammam,IND,0,Others,"Rs 44,60,000","Rs 3,06,157, "
484,Banshi Lohar,Durgapur,IND,0,Not Given,Nil,"Rs 0, "
485,BANSI LAL,Srinagar,BSP,0,Doctorate,"Rs 1,25,30,000","Rs 55,00,000, "
486,BANWARILAL BHAGWANDAS PUROHIT,Nagpur,VRP,,Graduate,"Rs 5,71,29,385","Rs 0, "
487,BARAD JASUBHAI DHANABHAI,Junagadh,INC,,Graduate,"Rs 1,84,57,408","Rs 0, "
488,BARATI LAL MASRAM,Mandla,IND,0,Others,"Rs 2,42,000","Rs 0, "
489,BARELAL JATAV,Morena,INC,0,12th Pass,"Rs 28,26,787","Rs 0, "
490,Barnali Mukherjee,Calcutta South,IND,,Post Graduate,"Rs 15,000","Rs 0, "
491,BASANAGOUDA R PATIL(YATNAL),Bijapur,BJP,,Graduate,"Rs 56,03,503","Rs 12,00,000, "
492,BASANAGOUDA SOMANAGOUDA PATIL (MANAGULI),Bijapur,INC,0,10th Pass,"Rs 58,25,000","Rs 1,24,000, "
493,BASANT,Sonepat,IND,0,10th Pass,"Rs 2,83,000","Rs 0, "
494,BASAVALINGAPPA B,Raichur,IND,0,12th Pass,"Rs 4,63,000","Rs 48,274, "
495,BASAVARAJ DEVARU,Bagalkot,KNDP,0,Not Given,"Rs 1,60,000","Rs 0, "
496,BASAVARAJ G S,Tumkur,INC,0,Post Graduate,"Rs 2,17,61,111","Rs 5,29,441, "
497,BASAWANTH RAO REVANSIDDAPPA SHEELWANTH,Gulbarga,AIFB,0,Post Graduate,"Rs 4,02,000","Rs 0, "
498,BASAWARAJ PATIL SEDAM,Gulbarga,BJP,0,Graduate,"Rs 9,29,520","Rs 0, "
499,BASHIR AHMAD,Srinagar,JKNPP,0,Graduate Professional,"Rs 5,92,000","Rs 0, "
500,BASHIR AHMED,Chandni Chowk,IND,0,Doctorate,"Rs 9,43,000","Rs 0, "
501,Basu Dev Bachhar,Nabadwip,IND,0,8th Pass,"Rs 4,000","Rs 0, "
502,Basudeb Barman,Mathurapur,CPM,0,Post Graduate,"Rs 27,72,156","Rs 0, "
503,Basudeo,Chail,AD,0,12th Pass,"Rs 25,10,000","Rs 0, "
504,BASUDEO HAJARIKA,Bikramganj,SAP,0,8th Pass,"Rs 16,50,000","Rs 12,323, "
505,BATHULA VIJAYA BHARATHI,Ongole,TDP,0,Not Given,Nil,"Rs 0, "
506,Bechu Mondal,Diamond Harbour,IND,0,Post Graduate,"Rs 5,36,171","Rs 0, "
507,BELLAIAH TEJAVATH,Warangal,IND,0,Not Given,Nil,"Rs 0, "
508,BELLARMIN. A. V.,Nagercoil,CPM,0,Post Graduate,"Rs 30,76,650","Rs 0, "
509,BENI MADHAV BIND,Phulpur,BJP,0,Graduate,"Rs 19,12,008","Rs 0, "
510,BENI PRASAD VERMA,Kaiserganj,SP,0,Graduate Professional,"Rs 41,12,560","Rs 0, "
511,BENIWALE SALIM GANGUBHAI,Washim,IND,0,Literate,"Rs 2,50,000","Rs 0, "
512,BENNY BEHANAN,Idukki,INC,0,Graduate,"Rs 29,57,408","Rs 1,72,481, "
513,BENU BHUSON NATH,Silchar,IND,0,8th Pass,"Rs 48,000","Rs 0, "
514,BHABANI BORO,Gauhati,IND,0,12th Pass,"Rs 22,69,604","Rs 0, "
515,Bhabotosh Mandal,Bolpur,BSP,0,Others,"Rs 11,15,000","Rs 3,00,000, "
516,BHADRAPPA,Bangalore South,IND,0,Graduate Professional,"Rs 7,25,000","Rs 0, "
517,BHAG SINGH,Ropar,SAD(A)(Simranjit Singh Mann),0,Not Given,"Rs 53,05,176","Rs 13,955, "
518,BHAGAT BAL KISHAN SAINI,Mahendragarh,IND,0,Literate,"Rs 3,53,305","Rs 0, "
519,BHAGAT RAM MISHRA,Bahraich,BSP,0,Post Graduate,"Rs 31,59,000","Rs 80,000, "
520,BHAGAVANREDDY B,Gulbarga,IND,0,Graduate,"Rs 2,45,000","Rs 0, "
521,BHAGIRATHI MAJHI,Mayurbhanj,BJP,0,Graduate,"Rs 13,58,000","Rs 41,719, "
522,BHAGWAN DAS,Hyderabad,IND,0,Others,"Rs 1,02,000","Rs 0, "
523,BHAGWAN DAS,Khalilabad,IND,0,8th Pass,"Rs 1,50,000","Rs 0, "
