ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,PARTYABBRE,TOTVOTPOLL,POSITION
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,1998,KINJARAPU YERRANNAIDU,M,TDP,286582,1
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,1998,APPAYYA DORA HANUMANTHU,M,NTRTDP(LP),200217,2
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,1998,DHARMANA PRASADA RAO,M,INC,175762,3
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,1998,TAMMINENI JAGANMOHANARAO,M,IND,1792,4
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,1998,VIJAYA RAMARAJU SETRUCHARLA,M,TDP,299904,1
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,1998,PRADEEP KUMAR DEV VYRICHERLA,M,INC,276627,2
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,1998,ARIKA GUMPASWAMY,M,IND,8771,3
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,1998,UYIKA MUTYALU,M,IND,7984,4
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,1998,KONDAPALLI PYDITHALLI NAIDU,M,TDP,298961,1
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,1998,BOTCHA SATYANARAYANA,M,INC,272053,2
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,1998,VASIREDDY VARADA RAMA RAO,M,BJP,105959,3
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,1998,VENKATA SURYA RAGHUNADHA VARMA POOSAPATI,M,IND,3155,4
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,1998,SATYAVATHI SOMU,F,IND,1066,5
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,1998,SUBBARAMI REDDY.T,M,INC,375782,1
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,1998,ANANDA GAJAPATHI RAJU PUSAPATI,M,TDP,314265,2
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,1998,D.V.SUBBA RAO,M,BJP,195452,3
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,1998,APPARAO GUDIVADA,M,IND,1757,4
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,1998,SANGAMREDDY SURAPPADU,M,IND,1529,5
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,1998,GUNTUBOYANA NARAYANA RAO,M,SP,1385,6
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,RAMAIAH SODE,M,CPI,263141,1
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,KARREDDULA KAMALA KUMARI,F,INC,203701,2
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,SETTI  LAKSHMANUDU,M,NTRTDP(LP),121615,3
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,KURASAM SUBBA RAO,M,IND,50314,4
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,KECHELA RANGA REDDI,M,IND,25185,5
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,MURLA YERRAYYA REDDY,M,IND,5252,6
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,1998,GORLE VINOD CHAND,M,IND,3735,7
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,1998,GURUNADHA RAO GUDIVADA,M,INC,321840,1
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,1998,AYYANNA PATRUDU CHINTAKAYALA,M,TDP,295915,2
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,1998,P.V.CHALAPATHI RAO,M,BJP,114360,3
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,KRISHNAMRAJU U.V.,M,BJP,330381,1
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,GOPALA KRISHNA THOTA,M,TDP,262582,2
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,MALLIPUDI MANGAPATHI PALLAMRAJU,M,INC,193178,3
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,MURTHY NAINALASETTY,M,CPI(ML)(L),8682,4
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,CHOLLANGI VENU,M,BSP,3549,5
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,PITTA SAHADEVUDU,M,IND,2381,6
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,RAJARAO GOLLEPALLI,M,IND,1874,7
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,PENTAPATI CHANDRASEKHARARAO,M,IND,1456,8
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,1998,VADAKATTU NEHRU,M,IND,569,9
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,GIRAJALA VENKATA SWAMY NAIDU,M,BJP,285741,1
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,M.V.V.S. MURTHI,M,TDP,275829,2
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,T.V.SATYANARAYANA REDDY,M,INC,210901,3
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,M. DURGAPRASAD,M,IND,3440,4
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,BOYA PRASAD,M,IND,3167,5
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,KANUMILLI VENKANNA DORA,M,IND,1118,6
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,ANAPARTHI GOPALA KRISHNA,M,IND,551,7
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,SATYAMSETTI NARAYANA RAO,M,IND,351,8
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,1998,DAYANA RAMAKRISHNA,M,IND,248,9
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,1998,GANTI MOHANA CHANDRA BALAYOGI,M,TDP,286953,1
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,1998,K.S.R.MURTHY,M,INC,196713,2
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,1998,UMAMAHESWARA RAO KOMMABATHULA,M,BJP,172301,3
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,1998,BODDAPALLI NAGESWARA RAO,M,IND,1494,4
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,1998,MOHAN RAO GOLLA,M,ANP,1108,5
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,KANUMURU BAPI RAJU,M,INC,368630,1
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,KOTHAPALLI SUBBARAYUDU (PEDABABU),M,TDP,320660,2
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,DR.PARAKALA PRABHAKAR,M,BJP,33311,3
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,K.V.S. NARAYANA,M,IND,2338,4
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,ESWARUDU KOLLABATTULA,M,IND,1107,5
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,ROKKALA RAVIKUMAR,M,IND,995,6
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,GANTA NARSIMHAMURTY,M,IND,377,7
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,1998,VARDHANAPU SUNDARRAO,M,IND,176,8
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,MAGANTI VENKATESWARA RAO (BABU),M,INC,385412,1
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,BOLLA BULLI RAMAIAH,M,TDP,361605,2
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,JAYALAKSHMI YALAMARTHI,F,BJP,52113,3
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,KADIYALA RAMAMOHANA RAO,M,IND,2686,4
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,BEJJAM RAJESH PUTRA (B.R.P.),M,BSP,2183,5
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,GANNI BABURAO,M,IND,2100,6
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,MAGANTI SITARAMA SWAMY,M,IND,711,7
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,KODURI SREERAMULU,M,IND,401,8
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,NAVIN BABU DAYYALA,M,IND,394,9
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,KOYYALAMUDI VENKATARATNAM,M,IND,389,10
S01,ANDHRA PRADESH,11,Eluru,GEN,3,1998,ATTINTI CHANDRA RAO,M,IND,310,11
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,KAVURU SAMBASIVA RAO,M,INC,355030,1
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,KAIKALA SATYANARAYANA,M,TDP,273938,2
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,NAGARJUNA RAO VEMURI,M,BJP,58012,3
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,SUBRAMAHESWARA RAO YANDURI(MANI),M,IND,2240,4
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,P.S.ANJANEYULU,M,RPP,1242,5
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,BOYINA BOYINA SRISIVA VENKATA SATYANARAYANA,M,IND,919,6
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,GOPICHAND NARRA,M,AJBP,749,7
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,1998,KAMESWARA RAO DODDA,M,IND,240,8
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,UPENDRA PARVATHANENI,M,INC,405062,1
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,JAI RAMESH DASARI,M,TDP,374995,2
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,VADDE RAMAKRISHNA PRASAD,M,BJP,104630,3
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,NALLURI SUBBA RAO,M,IND,3721,4
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,KAMAL KUMAR B.P,M,BSP,2847,5
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,SMT.VIDYA CHENNUPATI,F,IND,2226,6
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,AMMESWARA RAO GUMMADI,M,IND,1170,7
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,ESWARA RAO YELAMANCHILI,M,IND,990,8
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,DEVADAS SIRIPURAPU,M,SJP(R),802,9
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,SMT. VIJAYA LAKSHMI VAGGALA,F,IND,503,10
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,NANDIGAM VISHNU,M,AJBP,459,11
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,YEDU KONDALU P.V,M,IND,418,12
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,ARLAGADDA BABU RAO,M,IND,409,13
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,ABRAHAM VARAPRASAD GUNDABATHINA,M,IND,386,14
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,KATAMRAJU YARAM,M,IND,379,15
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,ATLURI RAVINDRA PRASAD,M,IND,349,16
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,AZIT KUMAR REDDY THAMMA,M,IND,190,17
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,1998,BALA NAGESWARA RAO CHIGURUPATI,M,IND,147,18
S01,ANDHRA PRADESH,14,Tenali,GEN,3,1998,P.SHIV SHANKER,M,INC,290014,1
S01,ANDHRA PRADESH,14,Tenali,GEN,3,1998,SARADA TADIPARTHI,F,TDP,275478,2
S01,ANDHRA PRADESH,14,Tenali,GEN,3,1998,RAGHUNADHA BABU YADLAPATI,M,BJP,59547,3
S01,ANDHRA PRADESH,14,Tenali,GEN,3,1998,KAMINENI KOTESWARARAO,M,IND,752,4
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,RAYAPATI SAMBASIVA RAO,M,INC,359456,1
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,LAL JAN BASHA S.M.,M,TDP,302109,2
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,AVULA VEERASEKHARARAO,M,BJP,82193,3
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,MURALISANKAR TATA,M,IND,2841,4
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,NAGARJUNACHARYA MUPPALLA,M,BSP,2244,5
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,PANCHAKATLA VENKATA SUBBA RAO,M,IND,1071,6
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,GUNDEBOINA SATYANARAYANA,M,SP,961,7
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,MOKKAPATI VEERARAGHAVULU,M,IND,621,8
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,MUVVA VENKATRAO,M,IND,369,9
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,VIPPARLA KOTESWARARAO,M,IND,198,10
S01,ANDHRA PRADESH,15,Guntur,GEN,3,1998,REDDY VENKATA SAMBASIVARAO,M,IND,157,11
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,JANARDHANA REDDY NEDURUMALLI,M,INC,316788,1
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,UMMAREDDY VENKATESWARLU,M,TDP,276300,2
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,GANESUNI RATHAIAH CHOWDARY,M,BJP,66914,3
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,RAJASEKHARA BABU SALAGALA,M,BSP,5873,4
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,CHEBROLU YESUPARDHA,M,ANP,807,5
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,POLLAKAYALA VIJAYANAND,M,IND,777,6
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,GELLI MALLIKHARJUNA RAO,M,IND,632,7
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,THOLU RAMAKOTESWARA RAO,M,IND,593,8
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,KANDRU PRASAD RAO,M,IND,262,9
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,HANUMANTHA RAO GOGULAMUDI,M,SHSP,192,10
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,JAMPANI BRAHMAIAH,M,IND,165,11
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,YETRA TIRUMALA REDDY,M,IND,128,12
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,1998,SRINIVASA RAO MADDUKURI,M,IND,104,13
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,1998,KONIJETI ROSAIAH,M,INC,375815,1
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,1998,SAIDAIAH KOTA,M,TDP,327996,2
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,1998,KABBIREDDY  MEDIKONDA,M,BJP,40452,3
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,1998,CHALAVADI GURAVAIAH,M,RPP,2446,4
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,1998,GOTTIPATI PEDA JANARDHANA RAO,M,IND,1007,5
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,1998,PONNAPATI KOTESWARA REDDY,M,IND,566,6
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,MAGUNTA SREENIVASULU REDDY,M,INC,351390,1
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,RAJAMOHAN REDDY MEKAPATI,M,TDP,330524,2
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,KONDAPALLI GURAVAIAH NAIDU,M,BJP,25580,3
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,N. PERA REDDY,M,IND,12773,4
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,M. CHANDRASEKHARA REDDY,M,IND,2035,5
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,BORRA SUBBAREDDY,M,IND,1496,6
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,MATTEGUNTA SAMUEL,M,IND,1220,7
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,REGALAGADDA SANJEEVAIAH YADAV,M,BSP,1026,8
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,BELLAM SINGAIAH,M,IND,940,9
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,BANKA KONDAIAH,M,SP,828,10
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,PONNURU KRISHNA MURTHY,M,IND,806,11
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,DARAPANENI CHENNAIAH,M,IND,736,12
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,PULI SREENIVASULU REDDY,M,IND,566,13
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,JAYAKAR DASARI,M,IND,545,14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,SHAIK RAFI,M,IND,540,15
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,CHANNAREDDY NARSIMHARAO,M,IND,467,16
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,ALLAM VENKATESWARLU,M,IND,466,17
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,MAKKENA CHANDRAMOULI,M,IND,447,18
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,DAGGUMATI BALAKOTAIAH,M,IND,435,19
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,SHAIK RASHEED,M,IND,376,20
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,PAPASANI PRASAD,M,IND,359,21
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,PARRE NAVEEN ROY,M,IND,297,22
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,ANKINAPALLE PEDA OBULA REDDY,M,IND,291,23
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,RONDA SEETHARAMI REDDY,M,IND,235,24
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,SANNEBOINA VENKATESWARLU,M,IND,222,25
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,KOLLU VENKATA SUBBAIAH,M,IND,217,26
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,VADDIMUKKALA SREENIVASARAO,M,IND,210,27
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,PATIBANDLA JOHN PAUL,M,IND,193,28
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,VENKATESWARA CHOWDARY GUNTUPALLI,M,IND,144,29
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,PADMANABHA REDDY CHINTAM,M,IND,142,30
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,VENKATA SUBBAIAH KALE,M,IND,125,31
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,GAJULA RAMU,M,IND,102,32
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,KALAVAKURI MALAKONDAIAH,M,IND,88,33
S01,ANDHRA PRADESH,18,Ongole,GEN,3,1998,MADHAVARAPU NAGENDRA,M,IND,55,34
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,PANABAKA LAKSHMI,F,INC,296731,1
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,BUDURU SWARNALATHA,F,CPM,250204,2
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,KARUPOTHALA BALAKONDAIAH,M,BJP,175074,3
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,GADDAM ARUNDHATI,F,SP,7529,4
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,JANAKI PRASAD,M,BSP,7361,5
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,CHENTHATI RAMAIAH,M,IND,2133,6
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,MATTUPALLI VENUMADHAV,M,IND,1365,7
S01,ANDHRA PRADESH,19,Nellore,SC,3,1998,MOLATHRATI LAKSHMAIAH,M,IND,395,8
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,1998,CHINTHA MOHAN,M,INC,288904,1
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,1998,DR. N. SIVAPRASAD,M,TDP,279558,2
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,1998,N.VENKATASWAMY,M,BJP,178773,3
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,1998,PARI ANANDA RAO,M,IND,1555,4
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,1998,K.PRABHAKAR,M,IND,1200,5
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,NUTHANAKALVA RAMAKRISHNA REDDY,M,TDP,349831,1
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,GNANENDRA REDDY.M,M,INC,269750,2
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,N.P.VENKATESWARA CHOWDARY,M,BJP,147861,3
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,KIRAN KUMAR.M,M,IND,2900,4
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,MANOHAR,M,IND,2147,5
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,DHANASEGHARAN.V,M,IND,1467,6
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,C.R. ESWARA MOORTHY,M,RJD,642,7
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,1998,VISWANATHA REDDY.A,M,IND,545,8
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,ANNAIAHGARI SAI PRATAP,M,INC,274889,1
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,GUNIPATI RAMAIAH,M,TDP,226993,2
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,DR. A.HARINATH REDDY,M,BJP,94311,3
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,KOTAPATI VENKATA KRISHNAIAH,M,IND,2512,4
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,P. GANGANNA,M,IND,2101,5
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,D.MAHESWARA RAJU,M,SAP,1484,6
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,P.CHANDRA SEKHAR REDDY,M,NTRTDP(LP),1337,7
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,SHAIK SALAM,M,IND,1030,8
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,SUBBARAYUDU THOMBAVARAPU,M,IND,611,9
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,RAMA CHANDRUDU YERRAMSETTY,M,IND,600,10
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,1998,VARAGAMREDDY SUBBA REDDY,M,IND,242,11
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,Y.S.RAJASEKHAR REDDY,M,INC,374762,1
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,KANDULA RAJAMOHANA REDDY,M,TDP,320881,2
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,NAGENDRA PRASAD KADIRI,M,BJP,28349,3
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,LAKKIREDDY SUDHAKARA REDDY,M,IND,9212,4
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,GOPALREDDY GURIJALA,M,IND,1340,5
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,C.VENKATA SUBBA REDDY,M,AJBP,763,6
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,INDIREDDY THIMMA REDDY,M,SAP,727,7
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,PULLAIAH CHAGALAMARRY,M,IND,641,8
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,SARANGAPANI SAILENDRA BABU,M,IND,550,9
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,CHIDIPIRALLA ADINARAYANA REDDY,M,IND,479,10
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,N.VISWESWARA REDDY,M,IND,441,11
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,CHINNAKONDA REDDY KOKATAM,M,IND,418,12
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,KOTHAMIDDELA RAGHURAMI REDDY,M,IND,296,13
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,DR. M.V.LAKSHMI REDDY,M,IND,255,14
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,1998,P.SUBBARAYUDU,M,IND,166,15
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,S.GANGADHAR,M,INC,284096,1
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,S.RAMACHANDRA REDDY,M,TDP,257958,2
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,SMT. ANJANI DEVI PAMUDURTHI,F,BJP,108394,3
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,ESWARRAO DUGGINENI,M,LS,4390,4
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,BOYA NARASIMHULU,M,IND,1277,5
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,S. RAJASEKHAR,M,IND,1037,6
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,B.N.ADINARAYANA GUPTA,M,IND,584,7
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,1998,KRISHNA REDDY U.V.,M,IND,507,8
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,ANANTHA VENKATARAMI REDDY,M,INC,320474,1
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,K.RAMAKRISHNA,M,CPI,238076,2
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,VELURI KESAVA CHOWDARI,M,BJP,93339,3
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,C. PEDDANNA,M,IND,9273,4
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,BANGI SUDARSHAN,M,IND,5516,5
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,M.ADIL BASHA,M,IND,2662,6
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,BELAGALLA RAMESH BABU,M,IND,1430,7
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,M.VENKATARAMUDU,M,IND,1085,8
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,1998,J. BHEEMALINGAIAH,M,IND,673,9
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,1998,KOTLA VIJAYA BHASKARA REDDY,M,INC,368044,1
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,1998,K.E.KRISHNAMURTHY,M,TDP,355208,2
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,1998,K.VENKATASWAMY,M,BJP,17446,3
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,1998,R.DAVID,M,BSP,6119,4
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,1998,K.BHASKARA REDDY,M,IND,1553,5
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,1998,SURYANARAYANAREDDY ERIGELA,M,IND,836,6
