ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,PARTYABBRE,TOTVOTPOLL,POSITION
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,7,1999,Chitturi Ravindra,M,INC,351925,2
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,7,1999,Bommidi Ram Mohan Rao,M,AJBP,15727,3
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,7,1999,Velagala Sathi Reddy (Advocate),M,ATDP,10932,4
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,7,1999,M.K.R.C. Murty,M,IND,2839,5
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,7,1999,Narapareddy Soma Brahma Ranga Rao,M,IND,1565,6
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,7,1999,Sri Hari Rao Rimmalapudi,M,IND,1342,7
S01,ANDHRA PRADESH,9,Amalapuram,SC,7,1999,Ganti Mohanachandra Balayogi,M,TDP,368476,1
S01,ANDHRA PRADESH,9,Amalapuram,SC,7,1999,Gollapalli Suryarao,M,INC,249597,2
S01,ANDHRA PRADESH,9,Amalapuram,SC,7,1999,Akumarthi Suryanarayana,M,MCPI(S),26487,3
S01,ANDHRA PRADESH,9,Amalapuram,SC,7,1999,Saka Yesuratnam,M,ATDP,16769,4
S01,ANDHRA PRADESH,9,Amalapuram,SC,7,1999,Akumarthi Aseervadamu,M,AJBP,1920,5
S01,ANDHRA PRADESH,10,Narasapur,GEN,7,1999,Uppalapati Venkata Krishnam Raju,M,BJP,421099,1
S01,ANDHRA PRADESH,10,Narasapur,GEN,7,1999,Kanumuru Bapiraju,M,INC,255151,2
S01,ANDHRA PRADESH,10,Narasapur,GEN,7,1999,Rudraraju Satyanarayana Raju(R.S),M,CPM,28203,3
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Bolla Bulli Ramaiah,M,TDP,435884,1
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Maganti Venkateswara Rao (Babu),M,INC,373653,2
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Dayyala Sareen Babu,M,IND,13068,3
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,G.S.R. Chowdary,M,ATDP,6862,4
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Maganti Sridevi,F,NTRTDP(LP),2683,5
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Karuturi Ramakrishna (Kittu),M,IND,1242,6
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Koduri Sriramulu,M,IND,753,7
S01,ANDHRA PRADESH,11,Eluru,GEN,7,1999,Sunkavalli Srigopinadh,M,IND,324,8
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,7,1999,Ambati Brahmanaiah,M,TDP,387533,1
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,7,1999,Kavuru Sambasiva Rao,M,INC,304537,2
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,7,1999,Rajendra Prasadu Puttagunta,M,AJBP,12076,3
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,7,1999,Kameswara Rao Dodda,M,PPOI,7721,4
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Gadde Rama Mohan,M,TDP,482968,1
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Upendra Parvathaneni,M,INC,395902,2
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Kolli Nageswara Rao,M,CPI,36902,3
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Rama Mohana Rao Yalamanchili,M,IND,3081,4
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Subramaheswara Rao (Mani) Yenduri,M,PPOI,2798,5
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Pilla Venkateswara Rao,M,IND,2494,6
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Nandigam Vishnu,M,AJBP,2189,7
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Sudhakara Reddy Lakkireddy,M,NTRTDP(LP),986,8
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Rajanala Gopikrishna,M,IND,629,9
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Ballarapu Raja Rao,M,IND,585,10
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Parasa Yesu Ratnam,M,IND,503,11
S01,ANDHRA PRADESH,13,Vijayawada,GEN,7,1999,Kanneganti Purneswara Rao,M,IND,439,12
S01,ANDHRA PRADESH,14,Tenali,GEN,7,1999,Ummareddy Venkateswarlu,M,TDP,339800,1
S01,ANDHRA PRADESH,14,Tenali,GEN,7,1999,P.Shiv Shanker,M,INC,266771,2
S01,ANDHRA PRADESH,14,Tenali,GEN,7,1999,Nageswara Rao Parchuri,M,CPM,35860,3
S01,ANDHRA PRADESH,14,Tenali,GEN,7,1999,Nagaraju Vaigandla,M,AJBP,1829,4
S01,ANDHRA PRADESH,14,Tenali,GEN,7,1999,"Dr.Aremanda Sambasiva Rao, M.B.B.S",M,NTRTDP(LP),1341,5
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Yemparala Venkateswararao,M,TDP,399065,1
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Rayapati Sambasiva Rao,M,INC,358735,2
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Chilka Chandraiah,M,MCPI(S),9849,3
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Bhashyam Narasaiah,M,ATDP,9488,4
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Ghanta  Jagannadharao,M,IND,1019,5
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Poornachandrarao Kolla,M,NTRTDP(LP),843,6
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Saidaiah Pagadala,M,PPOI,747,7
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Vaddineni Rosamma,F,AJBP,689,8
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,C.V.B.Krishnamurthy,M,IND,551,9
S01,ANDHRA PRADESH,15,Guntur,GEN,7,1999,Muvva Venkatarao,M,IND,268,10
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,D. Rama Naidu,M,TDP,399596,1
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,Jesudasu Seelam,M,INC,307139,2
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,Venkateswarlu Katharu,M,ATDP,4852,3
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,Bachina Radha Krishna Murthy,M,IND,1922,4
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,Gurava Reddy Vali,M,NTRTDP(LP),1256,5
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,Chunduri Ramaiah,M,IND,519,6
S01,ANDHRA PRADESH,16,Bapatla,GEN,7,1999,Modadugu Ramesh Babu,M,IND,397,7
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,7,1999,Janardhanareddy Nedurumalli,M,INC,432266,1
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,7,1999,Lal Janbasha S.M,M,TDP,418384,2
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,7,1999,Koteswararao Sangala,M,ATDP,4313,3
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,7,1999,Sallagundla Satish,M,IND,2853,4
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,7,1999,P.  Satish Kumar,M,IND,1232,5
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,7,1999,Vajrala China Ayyappa Reddy,M,IND,809,6
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Karanam Balarama Krishna Murthy,M,TDP,392840,1
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Sreenivasulu Reddy Magunta,M,INC,370892,2
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Byrapuneni Suryanarayana,M,ATDP,6394,3
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Rayapudi Sangeetha Rao,M,SHSP,3355,4
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Makineni Venkata Narasimham,M,JD(S),1457,5
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Daggupati Sreedhar,M,IND,800,6
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Alla Ramachandra Reddy,M,IND,525,7
S01,ANDHRA PRADESH,18,Ongole,GEN,7,1999,Prasad Babu Kurre,M,IND,377,8
S01,ANDHRA PRADESH,19,Nellore,SC,7,1999,Rajeswaramma Vukkala,F,TDP,381166,1
S01,ANDHRA PRADESH,19,Nellore,SC,7,1999,Panabaka  Lakshmi,F,INC,340713,2
S01,ANDHRA PRADESH,19,Nellore,SC,7,1999,Thummalagunta  Prapancha Bhanu Raju,M,CPM,30856,3
S01,ANDHRA PRADESH,19,Nellore,SC,7,1999,Komarika Jayaramaiah,M,MCPI(S),9444,4
S01,ANDHRA PRADESH,19,Nellore,SC,7,1999,K.D.Ramesh Babu,M,AJBP,6365,5
S01,ANDHRA PRADESH,19,Nellore,SC,7,1999,Battu Raghu Ramaiah,M,PPOI,1288,6
S01,ANDHRA PRADESH,20,Tirupathi,SC,7,1999,Dr.N.Venkataswamy,M,BJP,386478,1
S01,ANDHRA PRADESH,20,Tirupathi,SC,7,1999,Chintha Mohan,M,INC,373981,2
S01,ANDHRA PRADESH,20,Tirupathi,SC,7,1999,T.Gunasekhar,M,ATDP,12311,3
S01,ANDHRA PRADESH,20,Tirupathi,SC,7,1999,Kattamanchi Prabhakar,M,IND,8143,4
S01,ANDHRA PRADESH,20,Tirupathi,SC,7,1999,P.Chiranjeevi,M,PPOI,7775,5
S01,ANDHRA PRADESH,20,Tirupathi,SC,7,1999,Polasi  Mani,M,AJBP,1749,6
S01,ANDHRA PRADESH,21,Chittoor,GEN,7,1999,Noothana Kalva Ramakrishna Reddy,M,TDP,419208,1
S01,ANDHRA PRADESH,21,Chittoor,GEN,7,1999,R.Gopinath,M,INC,400570,2
S01,ANDHRA PRADESH,21,Chittoor,GEN,7,1999,G.Abdul Rawoof,M,ATDP,12972,3
S01,ANDHRA PRADESH,21,Chittoor,GEN,7,1999,T.Babu Reddy,M,IND,1970,4
S01,ANDHRA PRADESH,21,Chittoor,GEN,7,1999,T.G.Suresh,M,IND,686,5
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Gunipati Ramaiah,M,TDP,322107,1
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Annaiahgari Saiprathap,M,INC,294937,2
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Mahaboob Basha Shaik,M,ATDP,22473,3
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Prasad Reddy  Kokkanti,M,IND,12447,4
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Obaiah Naidu Kasturi,M,IND,3241,5
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,G. Subbarayudu,M,AJBP,1971,6
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Kakalapathi George Stephan,M,JD(S),1390,7
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Ramesh Reddy Siddavaram,M,RJD,1124,8
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Kuni Nageswara Rao,M,NTRTDP(LP),643,9
S01,ANDHRA PRADESH,22,Rajampet,GEN,7,1999,Asadi Venkatadri,M,IND,225,10
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Vivekananda Reddy  Y.S.,M,INC,367833,1
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Kandula Rajamohan Reddy,M,TDP,341236,2
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Siva Sankara Reddy  Devireddy,M,IND,5177,3
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Oruganti Balasubbaiah,M,IND,3389,4
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,C. Gopala,M,IND,1152,5
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Nandyala Raghava Reddy,M,NCP,961,6
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Adinarayana Reddy  Chadipirala,M,NTRTDP(LP),823,7
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,A.M.V.  Prasad,M,IND,774,8
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,R. Viswanadha Reddy,M,IND,653,9
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,Yeedala Siva Nagi Reddy,M,IND,506,10
S01,ANDHRA PRADESH,23,Cuddapah,GEN,7,1999,V. Narasaiah,M,IND,350,11
S01,ANDHRA PRADESH,24,Hindupur,GEN,7,1999,B.K. Parthasarathi,M,TDP,432575,1
S01,ANDHRA PRADESH,24,Hindupur,GEN,7,1999,S. Gangadhar,M,INC,297939,2
S01,ANDHRA PRADESH,24,Hindupur,GEN,7,1999,Pale Jayaram Naik,M,IND,15608,3
S01,ANDHRA PRADESH,24,Hindupur,GEN,7,1999,G. Jaya Chandra Reddy,M,IND,8445,4
S01,ANDHRA PRADESH,24,Hindupur,GEN,7,1999,P. Ravi Chandra,M,ATDP,8003,5
S01,ANDHRA PRADESH,24,Hindupur,GEN,7,1999,Sreeram Prasad,M,PPOI,6484,6
S01,ANDHRA PRADESH,25,Anantapur,GEN,7,1999,Kalava Srinivasulu,M,TDP,378488,1
S01,ANDHRA PRADESH,25,Anantapur,GEN,7,1999,Anantha Venkata Rami Reddy,M,INC,357386,2
S01,ANDHRA PRADESH,25,Anantapur,GEN,7,1999,A. Ramachandra Chowdary,M,ATDP,14823,3
S01,ANDHRA PRADESH,25,Anantapur,GEN,7,1999,Y.  Pothulaiah,M,IND,1251,4
S01,ANDHRA PRADESH,25,Anantapur,GEN,7,1999,Bheemalingaiah. H,M,IND,890,5
S01,ANDHRA PRADESH,26,Kurnool,GEN,7,1999,Kambhalapati E. Krishna Murthy,M,TDP,385688,1
S01,ANDHRA PRADESH,26,Kurnool,GEN,7,1999,Kotla Vijaya Bhaskara Reddy,M,INC,361201,2
S01,ANDHRA PRADESH,26,Kurnool,GEN,7,1999,Adi Narayana Reddy.H,M,PPOI,3091,3
S01,ANDHRA PRADESH,26,Kurnool,GEN,7,1999,A.Ayyapu Reddy,M,IND,1680,4
S01,ANDHRA PRADESH,26,Kurnool,GEN,7,1999,V.Prabhakara Reddy,M,IND,626,5
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,Bhuma  Nagi Reddy,M,TDP,391655,1
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,Gangula Prathapa Reddy,M,INC,319046,2
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,E.Bala Chennaiah,M,IND,12963,3
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,Singam Venkata Rami Reddy,M,IND,1999,4
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,L.Pulla Reddy,M,IND,1528,5
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,Telugu Ramanjaneyulu,M,NTRTDP(LP),1517,6
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,Suddamalla Sanjeeva Reddy,M,IND,497,7
S01,ANDHRA PRADESH,27,Nandyal,GEN,7,1999,Yerasu Srinivasa Reddy,M,IND,427,8
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,7,1999,Dr.Manda Jagannath,M,TDP,431095,1
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,7,1999,Dr.Mallu Ravi,M,INC,364195,2
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,7,1999,Pamena Bheem Bharat,M,IND,6658,3
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,7,1999,D.Kiran Kumar,M,IND,5644,4
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,7,1999,Buddula Srinivasulu,M,IND,4080,5
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,A.P.Jitender Reddy,M,BJP,391588,1
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,Dr.Mallikarjun,M,INC,340693,2
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,Abdul Rab Jami,M,MCPI(S),34760,3
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,Smt.T.Surekha,F,AJBP,9366,4
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,Bheemayya Vakil,M,NCP,7308,5
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,L.Ram Reddy,M,IND,4208,6
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,Abdul Majeed Khan,M,IND,2047,7
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,7,1999,Jagadeeshwar Reddy,M,IND,1750,8
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Sultan Salahuddin Owaisi,M,AIMIM,448165,1
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Baddam Bal Reddy,M,BJP,387344,2
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Konda Laxma Reddy,M,INC,200642,3
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Jai Prakash Singh Lodhi,M,ATDP,15074,4
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Khudratulla Khan,M,NTRTDP(LP),13041,5
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Mir Hadi Ali,M,IND,11328,6
S01,ANDHRA PRADESH,30,Hyderabad,GEN,7,1999,Bhagwan Dass,M,IND,8084,7
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Bandaru Dattatraya,M,BJP,506626,1
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Nadendla Bhaskara Rao,M,INC,409000,2
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Mohd. Adam Malik,M,MBT,13461,3
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,K.S.Ganesh Rao,M,JD(S),12949,4
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Ambati Krishna Murthy,M,AJBP,8611,5
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,D.Ramesh Patnaik,M,IND,4475,6
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,M. Solomon Raju,M,ATDP,3866,7
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Bandari Krishna Mudiraj,M,IND,2130,8
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,S. John,M,RPI,1919,9
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Kannam Reddi Satti Raju,M,IND,1910,10
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Nookala Chinna Satyanarayana,M,PPOI,1795,11
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,Taher Kamal Khundmiri,M,IND,1793,12
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,T.N.Jayanand Reddy,M,IND,1222,13
S01,ANDHRA PRADESH,31,Secunderabad,GEN,7,1999,M.B.Chander,M,IND,1034,14
S01,ANDHRA PRADESH,32,Siddipet,SC,7,1999,M. Rajaiah,M,TDP,583346,1
S01,ANDHRA PRADESH,32,Siddipet,SC,7,1999,Yellaiah Nandi,M,INC,429625,2
S01,ANDHRA PRADESH,32,Siddipet,SC,7,1999,Dr. N.A  Krishna,M,ATDP,16944,3
S01,ANDHRA PRADESH,32,Siddipet,SC,7,1999,Thonta Venkatesh,M,IND,10858,4
S01,ANDHRA PRADESH,32,Siddipet,SC,7,1999,Y.  Samaiah,M,IND,1759,5
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,A. Narendra,M,BJP,400244,1
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,M. Baga Reddy,M,INC,378161,2
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,Syed Muneeroddin,M,IND,14505,3
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,Golla Vittal,M,IND,11525,4
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,Allaram Ratnaiah,M,MCPI(S),10483,5
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,Tirunagari Muralidhar,M,AJBP,8248,6
S01,ANDHRA PRADESH,33,Medak,GEN,7,1999,Ganta Babu,M,IND,7214,7
S01,ANDHRA PRADESH,34,Nizamabad,GEN,7,1999,Ganga Reddy Gaddam,M,TDP,373260,1
S01,ANDHRA PRADESH,34,Nizamabad,GEN,7,1999,S.Santosh Reddy,M,INC,369824,2
S01,ANDHRA PRADESH,34,Nizamabad,GEN,7,1999,Karnati Yadagiri,M,IND,6312,3
S01,ANDHRA PRADESH,34,Nizamabad,GEN,7,1999,Shakkari Konda Dharmapuri,M,ATDP,4504,4
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,Dr. S. Venugopal Chary,M,TDP,390308,1
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,Mohd. Sultan Ahmad,M,INC,280585,2
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,C. Shanker Rao,M,CPI,35113,3
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,K. V. Narayan Rao,M,IND,22141,4
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,C.H. Dayanand,M,RPI(A),10466,5
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,Sumathi Reddy,F,ATDP,3859,6
S01,ANDHRA PRADESH,35,Adilabad,GEN,7,1999,Md. Chand Pasha,M,IND,1130,7
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,Dr.Smt.C. Suguna Kumari,F,TDP,406529,1
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,G.Venkat Swamy,M,INC,390640,2
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,Yerrala Gattaiah,M,CPI,42263,3
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,Bojja Bixamaiah,M,IND,10183,4
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,Godisala Sathaiah,M,IND,3972,5
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,Shanigarapu Sadanandam,M,IND,3659,6
S01,ANDHRA PRADESH,36,Peddapalli,SC,7,1999,Kallepalli Narsaiah,M,IND,3328,7
S01,ANDHRA PRADESH,37,Karimnagar,GEN,7,1999,Chennamaneni Vidyasagar Rao,M,BJP,398437,1
S01,ANDHRA PRADESH,37,Karimnagar,GEN,7,1999,Anand Rao Chelimeda,M,INC,379067,2
S01,ANDHRA PRADESH,37,Karimnagar,GEN,7,1999,Smt.Sankepalli Suma,F,ATDP,11222,3
S01,ANDHRA PRADESH,37,Karimnagar,GEN,7,1999,Gajabheemkar Vittal,M,NTRTDP(LP),8827,4
S01,ANDHRA PRADESH,37,Karimnagar,GEN,7,1999,Dr. Achyutha Raju B.,M,IND,3720,5
S01,ANDHRA PRADESH,38,Hanamkonda,GEN,7,1999,Chada Suresh Reddy,M,TDP,375285,1
S01,ANDHRA PRADESH,38,Hanamkonda,GEN,7,1999,M.Kamaluddin Ahmed,M,INC,289504,2
S01,ANDHRA PRADESH,38,Hanamkonda,GEN,7,1999,Kalidas Madatha,M,CPI,37904,3
