ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,CAND_CATEGORY,PARTYABBRE,TOTVOTPOLL,POSITION
S10,KARNATAKA,3,Raichur,GEN,3,2004,BASAVALINGAPPA B,M,SC,IND,47952,4
S10,KARNATAKA,4,Koppal,GEN,3,2004,K. VIRUPAXAPPA,M,GEN,INC,356158,1
S10,KARNATAKA,4,Koppal,GEN,3,2004,NAGAPPA BHEEMAPPA SALONI,M,GEN,BJP,312535,2
S10,KARNATAKA,4,Koppal,GEN,3,2004,AGADI VIRUPAXAPPA SANGANNA,M,GEN,JD(S),158552,3
S10,KARNATAKA,4,Koppal,GEN,3,2004,ABEED HUSSAIN,M,GEN,KNDP,24669,4
S10,KARNATAKA,4,Koppal,GEN,3,2004,PUJAR D H,M,SC,IND,23651,5
S10,KARNATAKA,4,Koppal,GEN,3,2004,GIRIJA SHANKARA PATIL,M,GEN,JP,18517,6
S10,KARNATAKA,5,Bellary,GEN,3,2004,G. KARUNAKARA REDDY,M,GEN,BJP,318978,1
S10,KARNATAKA,5,Bellary,GEN,3,2004,KONDAIAH K C,M,GEN,INC,287299,2
S10,KARNATAKA,5,Bellary,GEN,3,2004,GULAGI NAGARAJ B,M,GEN,JD(S),247842,3
S10,KARNATAKA,5,Bellary,GEN,3,2004,KAMALA NABHAN B,M,GEN,BSP,36277,4
S10,KARNATAKA,5,Bellary,GEN,3,2004,SOMASHEKARA K,M,SC,IND,19642,5
S10,KARNATAKA,5,Bellary,GEN,3,2004,NARAYANA MOORTHY P,M,SC,IND,17571,6
S10,KARNATAKA,5,Bellary,GEN,3,2004,IDLI RAMAPPA,M,GEN,CPI(ML)(L),12413,7
S10,KARNATAKA,5,Bellary,GEN,3,2004,GHOUSIA BEGUM,F,GEN,IND,10306,8
S10,KARNATAKA,6,Davangere,GEN,3,2004,G.M. SIDDESWARA,M,GEN,BJP,370499,1
S10,KARNATAKA,6,Davangere,GEN,3,2004,MALLIKARJUN S S,M,GEN,INC,337823,2
S10,KARNATAKA,6,Davangere,GEN,3,2004,CHANNAIAH ODEYAR,M,GEN,JD(S),158515,3
S10,KARNATAKA,6,Davangere,GEN,3,2004,DR SRIDHARA UDUPA,M,GEN,IND,16582,4
S10,KARNATAKA,6,Davangere,GEN,3,2004,MADAPPA R,M,ST,IND,14646,5
S10,KARNATAKA,6,Davangere,GEN,3,2004,MALLIKARJUNA SWAMY T M,M,GEN,IND,12333,6
S10,KARNATAKA,7,Chitradurga,GEN,3,2004,N.Y. HANUMANTHAPPA,M,GEN,INC,322609,1
S10,KARNATAKA,7,Chitradurga,GEN,3,2004,KODANDARAMAIAH P,M,GEN,JD(S),285149,2
S10,KARNATAKA,7,Chitradurga,GEN,3,2004,MUDALAGIRIYAPPA C P,M,GEN,BJP,241164,3
S10,KARNATAKA,7,Chitradurga,GEN,3,2004,PARAMESWARAPPA S,M,GEN,JP,36081,4
S10,KARNATAKA,7,Chitradurga,GEN,3,2004,VENKATESHA C,M,GEN,KNDP,19514,5
S10,KARNATAKA,7,Chitradurga,GEN,3,2004,KRISHNAPPA,M,GEN,RJD,14388,6
S10,KARNATAKA,8,Tumkur,GEN,3,2004,S. MALLIKARJUNAIAH,M,GEN,BJP,303016,1
S10,KARNATAKA,8,Tumkur,GEN,3,2004,JAGADEESH D L,M,GEN,JD(S),300665,2
S10,KARNATAKA,8,Tumkur,GEN,3,2004,BASAVARAJ G S,M,GEN,INC,227701,3
S10,KARNATAKA,8,Tumkur,GEN,3,2004,PAVAGADA SREERAM,M,SC,IND,22120,4
S10,KARNATAKA,8,Tumkur,GEN,3,2004,CHOUDHARI VEER SINGH,M,GEN,SP,10241,5
S10,KARNATAKA,9,Chikballapur,GEN,3,2004,R.L. JALAPPA,M,GEN,INC,376204,1
S10,KARNATAKA,9,Chikballapur,GEN,3,2004,SHASHI KUMAR,M,ST,JD(S),316182,2
S10,KARNATAKA,9,Chikballapur,GEN,3,2004,ASHOK KRISHNAPPA,M,GEN,JD(U),191766,3
S10,KARNATAKA,9,Chikballapur,GEN,3,2004,SURESH D R,M,GEN,IND,21432,4
S10,KARNATAKA,9,Chikballapur,GEN,3,2004,NARAYANA SWAMY D N ( KWALITY),M,GEN,KNDP,15964,5
S10,KARNATAKA,9,Chikballapur,GEN,3,2004,VEERAPPA,M,GEN,IND,9580,6
S10,KARNATAKA,10,Kolar,SC,3,2004,K.H. MUNIYAPPA,M,SC,INC,385582,1
S10,KARNATAKA,10,Kolar,SC,3,2004,VEERAIAH D S,M,SC,BJP,373947,2
S10,KARNATAKA,10,Kolar,SC,3,2004,GANGADHARAPPA S L,M,SC,JD(S),83433,3
S10,KARNATAKA,10,Kolar,SC,3,2004,BALAJI CHANNAIAH,M,SC,JP,27704,4
S10,KARNATAKA,10,Kolar,SC,3,2004,SREENIVASAPPA B N,M,SC,IND,22047,5
S10,KARNATAKA,10,Kolar,SC,3,2004,SRINIVASA,M,SC,IND,7202,6
S10,KARNATAKA,10,Kolar,SC,3,2004,RAVI KUMAR M,M,SC,IND,4693,7
S10,KARNATAKA,10,Kolar,SC,3,2004,SURESHA N,M,SC,KNDP,4656,8
S10,KARNATAKA,11,Kanakapura,GEN,3,2004,TEJASHWINI SEE RAMESH,F,GEN,INC,584238,1
S10,KARNATAKA,11,Kanakapura,GEN,3,2004,RAMACHANDRA GOWDA,M,GEN,BJP,467575,2
S10,KARNATAKA,11,Kanakapura,GEN,3,2004,DEVEGOWDA H D,M,GEN,JD(S),462320,3
S10,KARNATAKA,11,Kanakapura,GEN,3,2004,MUNIRAMAIAH,M,GEN,IND,23350,4
S10,KARNATAKA,11,Kanakapura,GEN,3,2004,KUMAR G S,M,GEN,IND,14933,5
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,DR. H.T. SANGLIANA,M,GEN,BJP,473502,1
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,JAFFER SHARIEF C K,M,GEN,INC,443144,2
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,IBRAHIM C M,M,GEN,JD(S),208588,3
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,VENKATESH M,M,GEN,IND,11347,4
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,JOE SIMON,M,GEN,KNDP,7079,5
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,MOHAMAD IBRAHIM,M,GEN,IND,6878,6
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,MEER LAYAQ HUSSAIN,M,GEN,IND,3604,7
S10,KARNATAKA,12,Bangalore North,GEN,3,2004,UMA K,F,GEN,IND,2703,8
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,ANANTH KUMAR,M,GEN,BJP,386682,1
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,KRISHNAPPA M,M,GEN,INC,324411,2
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,JAYANTHI,F,GEN,JD(S),77551,3
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,SRINIVASA  RAO S V,M,GEN,IND,5012,4
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,GUINNESS HOTTE PAKSHA RANGASWAMY,M,GEN,IND,3304,5
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,DR MANJUNATH B R,M,GEN,IND,1934,6
S10,KARNATAKA,13,Bangalore South,GEN,3,2004,BHADRAPPA,M,GEN,IND,1755,7
S10,KARNATAKA,14,Mandya,GEN,3,2004,AMBAREESH M. H.,M,GEN,INC,411116,1
S10,KARNATAKA,14,Mandya,GEN,3,2004,DR. S RAMEGOWDA,M,GEN,JD(S),286678,2
S10,KARNATAKA,14,Mandya,GEN,3,2004,DR. K S JAYARAM,M,GEN,JD(U),98260,3
S10,KARNATAKA,14,Mandya,GEN,3,2004,B T SRINIVASAGOWDA,M,GEN,KNDP,33014,4
S10,KARNATAKA,14,Mandya,GEN,3,2004,RAVIKEERTI C,M,SC,BSP,28496,5
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,M. SHIVANNA,M,SC,JD(S),316661,1
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,A SIDDARAJU,M,SC,INC,272672,2
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,N CHAMARAJU,M,SC,JD(U),91716,3
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,N SHIVAMALLU,M,SC,BSP,78855,4
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,MK KEMPASIDDAIAH,M,SC,JP,35337,5
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,S PUTTANNA,M,SC,IND,24466,6
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,N RANGASWAMY,M,SC,USYP,18901,7
S10,KARNATAKA,15,Chamarajanagar,SC,3,2004,MULLURU NAGARAJU,M,SC,KNDP,14606,8
S10,KARNATAKA,16,Mysore,GEN,3,2004,C. H. VIJAYASHANKAR,M,GEN,BJP,316442,1
S10,KARNATAKA,16,Mysore,GEN,3,2004,A S GURUSWAMY,M,GEN,JD(S),306292,2
S10,KARNATAKA,16,Mysore,GEN,3,2004,SRIKANTADATTA NARASIMHARAJA WADIYAR,M,GEN,INC,299227,3
S10,KARNATAKA,16,Mysore,GEN,3,2004,P N SRINATH,M,GEN,IND,18957,4
S10,KARNATAKA,16,Mysore,GEN,3,2004,KALIMULLA KHAN,M,GEN,KNDP,16349,5
S10,KARNATAKA,17,Mangalore,GEN,3,2004,D. V. SADANANDA GOWDA,M,GEN,BJP,384760,1
S10,KARNATAKA,17,Mangalore,GEN,3,2004,M VEERAPPA MOILY,M,GEN,INC,351345,2
S10,KARNATAKA,17,Mangalore,GEN,3,2004,A K SUBBAIAH,M,GEN,JD(S),39774,3
S10,KARNATAKA,17,Mangalore,GEN,3,2004,ROHIT KUMAR JOSHI,M,GEN,KNDP,15693,4
S10,KARNATAKA,18,Udupi,GEN,3,2004,MANORAMA MADHWARAJ,F,GEN,BJP,369627,1
S10,KARNATAKA,18,Udupi,GEN,3,2004,VINAYA KUMAR SORAKE,M,GEN,INC,340624,2
S10,KARNATAKA,18,Udupi,GEN,3,2004,TARANATHA SHETTY KODAVOOR,M,GEN,JD(S),45574,3
S10,KARNATAKA,18,Udupi,GEN,3,2004,OSWALD FERNANDIS,M,GEN,KNDP,24531,4
S10,KARNATAKA,19,Hassan,GEN,3,2004,H. D. DEVEGOWDA,M,GEN,JD(S),462625,1
S10,KARNATAKA,19,Hassan,GEN,3,2004,H C SRIKANTAIAH  ALIAS ANNAIAH,M,GEN,INC,272320,2
S10,KARNATAKA,19,Hassan,GEN,3,2004,H N NANJEGOWDA,M,GEN,JD(U),86940,3
S10,KARNATAKA,19,Hassan,GEN,3,2004,AIJAZ AHMED FAROOQUI,M,GEN,BSP,52922,4
S10,KARNATAKA,19,Hassan,GEN,3,2004,KOVIBABANNA,M,GEN,IND,22795,5
S10,KARNATAKA,19,Hassan,GEN,3,2004,SIDDESH GOWDA,M,GEN,KNDP,14593,6
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,D. C. SRIKANTAPPA,M,GEN,BJP,341391,1
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,B L SHANKAR,M,GEN,INC,267719,2
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,D K THARADEVI SIDDHARTHA,F,GEN,JD(S),172427,3
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,H B SRIKANTA MURTHY,M,GEN,IND,16035,4
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,S UMESHKUMAR,M,GEN,KNDP,10414,5
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,B RUDRAIAH,M,SC,IND,5875,6
S10,KARNATAKA,20,Chikmagalur,GEN,3,2004,U BABU MOGERA,M,SC,IND,5393,7
S10,KARNATAKA,21,Shimoga,GEN,3,2004,S. BANGARAPPA,M,GEN,BJP,450097,1
S10,KARNATAKA,21,Shimoga,GEN,3,2004,AYANUR MANJUNATH,M,GEN,INC,373952,2
S10,KARNATAKA,21,Shimoga,GEN,3,2004,G MADAPPA,M,GEN,JD(S),21422,3
S10,KARNATAKA,21,Shimoga,GEN,3,2004,SACHIDEVI,F,GEN,IND,18768,4
S10,KARNATAKA,21,Shimoga,GEN,3,2004,S DODDANNA,M,GEN,JP,16282,5
S10,KARNATAKA,21,Shimoga,GEN,3,2004,D M CHANDRAPPA,M,GEN,KNDP,6769,6
S10,KARNATAKA,22,Kanara,GEN,3,2004,ANANTHKUMAR HEGDE,M,GEN,BJP,433174,1
S10,KARNATAKA,22,Kanara,GEN,3,2004,ALVA MARGARET,F,GEN,INC,260948,2
S10,KARNATAKA,22,Kanara,GEN,3,2004,DEVARAYA NAIK G,M,GEN,JD(S),69487,3
S10,KARNATAKA,22,Kanara,GEN,3,2004,NEERNALLI RAMAKRISHN,M,GEN,JP,24213,4
S10,KARNATAKA,22,Kanara,GEN,3,2004,JAYANT MUKUND TINAIKAR,M,GEN,KNDP,19840,5
S10,KARNATAKA,22,Kanara,GEN,3,2004,MUTAGUPPI LAXMESH PUTTA,M,GEN,IND,17513,6
S10,KARNATAKA,22,Kanara,GEN,3,2004,AJEYA MADHAV SHANBHAG,M,GEN,IND,8757,7
S10,KARNATAKA,23,Dharwad South,GEN,3,2004,KUNNUR MANJUNATH CHANNAPPA,M,GEN,BJP,442759,1
S10,KARNATAKA,23,Dharwad South,GEN,3,2004,PROF. I G SANADI,M,GEN,INC,297647,2
S10,KARNATAKA,23,Dharwad South,GEN,3,2004,PREMA SANGANABASANAGOUDA PATIL,F,GEN,JD(S),76555,3
S10,KARNATAKA,23,Dharwad South,GEN,3,2004,HOSAMANI MOHAMED HANEEF MEERASAB,M,GEN,IND,23620,4
S10,KARNATAKA,23,Dharwad South,GEN,3,2004,PATIL SHIDDANAGOUDA SIDDALINGAPPA GOUDA,M,GEN,KNDP,12339,5
S10,KARNATAKA,23,Dharwad South,GEN,3,2004,DR. SYED ROSHAN MULLA,M,GEN,BSP,11890,6
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,PRALHAD JOSHI,M,GEN,BJP,385084,1
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,B S PATIL,M,GEN,INC,302006,2
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,SHAGOTI CHIKKAPPA NINGAPPA,M,GEN,JD(S),52572,3
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,JAGADGURU MATE MAHADEVI,F,GEN,KNDP,27616,4
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,BADNI HEMARAJ ADIVEPPA,M,GEN,IND,16301,5
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,BAKKAI LAXMAN CHANDRAPPA,M,SC,BSP,12987,6
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,KUSUGAL CHANNA BASAPPA SHIDDABASAPPA,M,GEN,IND,8582,7
S10,KARNATAKA,24,Dharwad North,GEN,3,2004,PROF. ASHOK BADIGER,M,GEN,SP,5404,8
S10,KARNATAKA,25,Belgaum,GEN,3,2004,ANGADI SURESH CHANABASAPPA,M,GEN,BJP,410843,1
S10,KARNATAKA,25,Belgaum,GEN,3,2004,AMARSINH VASANTRAO PATIL,M,GEN,INC,326090,2
S10,KARNATAKA,25,Belgaum,GEN,3,2004,JAMEELAHAMED REZA,M,GEN,JD(S),66831,3
S10,KARNATAKA,25,Belgaum,GEN,3,2004,JADHAV DATTATREYA NARAYAN,M,GEN,IND,38989,4
S10,KARNATAKA,25,Belgaum,GEN,3,2004,BALASAHEB PATIL,M,GEN,SHS,27853,5
S10,KARNATAKA,25,Belgaum,GEN,3,2004,SIDNAL SHASHIKANT SHANMUKHAPPA,M,GEN,KNDP,12740,6
S10,KARNATAKA,25,Belgaum,GEN,3,2004,V S SHAMASUNDAR GAEKWAD,M,GEN,USYP,10556,7
S10,KARNATAKA,26,Chikkodi,SC,3,2004,JIGAJINAGI RAMESH CHANDAPPA,M,SC,BJP,379580,1
S10,KARNATAKA,26,Chikkodi,SC,3,2004,GHATAGE S B,M,SC,INC,336088,2
S10,KARNATAKA,26,Chikkodi,SC,3,2004,KHOKATE SHIVABAL RAMACHANDRA,M,SC,JD(S),66671,3
S10,KARNATAKA,26,Chikkodi,SC,3,2004,M GOPINATH,M,SC,BSP,29275,4
S10,KARNATAKA,26,Chikkodi,SC,3,2004,AVINASH DATTA KATTI,M,SC,IND,15528,5
S10,KARNATAKA,26,Chikkodi,SC,3,2004,CHANDRAKANT RANOJI VINAYAK,M,SC,KNDP,10863,6
S10,KARNATAKA,27,Bagalkot,GEN,3,2004,GADDIGOUDAR PARVATAGOUDA CHANDANAGOUDA,M,GEN,BJP,459451,1
S10,KARNATAKA,27,Bagalkot,GEN,3,2004,PATIL R S,M,GEN,INC,292068,2
S10,KARNATAKA,27,Bagalkot,GEN,3,2004,SANGLIKAR DHARAPPA SIDDAPPA,M,GEN,JD(S),64075,3
S10,KARNATAKA,27,Bagalkot,GEN,3,2004,AARI NOORMOHD KASIMSAHAB,M,GEN,BSP,28009,4
S10,KARNATAKA,27,Bagalkot,GEN,3,2004,BASAVARAJ DEVARU,M,GEN,KNDP,24869,5
S10,KARNATAKA,28,Bijapur,GEN,3,2004,BASANAGOUDA R PATIL(YATNAL),M,GEN,BJP,344905,1
S10,KARNATAKA,28,Bijapur,GEN,3,2004,BASANAGOUDA SOMANAGOUDA PATIL (MANAGULI),M,GEN,INC,307372,2
S10,KARNATAKA,28,Bijapur,GEN,3,2004,KHED NINGAPPA SIDDAPPA,M,GEN,JD(S),137457,3
S11,KERALA,1,Kasaragod,GEN,3,2004,P. KARUNAKARAN,M,GEN,CPM,437284,1
S11,KERALA,1,Kasaragod,GEN,3,2004,N A MOHAMMED,M,GEN,INC,329028,2
S11,KERALA,1,Kasaragod,GEN,3,2004,ADV V BALAKRISHNA SHETTY,M,GEN,BJP,110328,3
S11,KERALA,1,Kasaragod,GEN,3,2004,P SIVANANDAN,M,GEN,IND,7726,4
S11,KERALA,1,Kasaragod,GEN,3,2004,SUKUMARAN,M,ST,BSP,5947,5
S11,KERALA,1,Kasaragod,GEN,3,2004,M A MOHAMMED,M,GEN,IND,4652,6
S11,KERALA,1,Kasaragod,GEN,3,2004,JOSEPH KAITHAMATTAM,M,GEN,IND,2112,7
S11,KERALA,1,Kasaragod,GEN,3,2004,ISMAIL ANDRUMAN,M,GEN,IND,1592,8
S11,KERALA,1,Kasaragod,GEN,3,2004,ABBAS MUTHALAPPARA,M,GEN,IND,1531,9
S11,KERALA,1,Kasaragod,GEN,3,2004,ASHRAF MANGAD,M,GEN,IND,1403,10
S11,KERALA,2,Cannanore,GEN,3,2004,A. P. ABDULLAKUTTY,M,GEN,CPM,435058,1
S11,KERALA,2,Cannanore,GEN,3,2004,MULLAPPALLY RAMACHANDRAN,M,GEN,INC,351209,2
S11,KERALA,2,Cannanore,GEN,3,2004,O K VASU MASTER,M,GEN,BJP,47213,3
S11,KERALA,2,Cannanore,GEN,3,2004,THOMAS MANNAKUZHI,M,GEN,IND,10295,4
S11,KERALA,2,Cannanore,GEN,3,2004,SREERAMAN KOYYON,M,SC,IND,4773,5
S11,KERALA,2,Cannanore,GEN,3,2004,SATHEESH KUMAR PAMBAN,M,GEN,IND,4274,6
S11,KERALA,2,Cannanore,GEN,3,2004,GEORGE NJAVARAKKATTU,M,GEN,IND,3496,7
S11,KERALA,2,Cannanore,GEN,3,2004,M RAMACHANDRAN,M,GEN,IND,2342,8
S11,KERALA,2,Cannanore,GEN,3,2004,THEKKUMBATH ABDULLA,M,GEN,IND,1484,9
S11,KERALA,2,Cannanore,GEN,3,2004,PALLIPRAM PRABHAKARAN,M,SC,IND,854,10
S11,KERALA,3,Badagara,GEN,3,2004,P. SATHEEDEVI,F,GEN,CPM,429294,1
S11,KERALA,3,Badagara,GEN,3,2004,M T PADMA,F,GEN,INC,298705,2
S11,KERALA,3,Badagara,GEN,3,2004,K P SREESAN,M,GEN,BJP,81901,3
S11,KERALA,3,Badagara,GEN,3,2004,K T KUNHIKANNAN,M,GEN,IND,7482,4
S11,KERALA,3,Badagara,GEN,3,2004,DR K N AJOYKUMAR,M,GEN,IND,7306,5
S11,KERALA,3,Badagara,GEN,3,2004,KALANDAN HAJE T K,M,GEN,IND,3845,6
S11,KERALA,4,Calicut,GEN,3,2004,M. P. VEERENDRA KUMAR,M,GEN,JD(S),340111,1
S11,KERALA,4,Calicut,GEN,3,2004,ADV V BALARAM,M,GEN,INC,274785,2
S11,KERALA,4,Calicut,GEN,3,2004,M T RAMESH,M,GEN,BJP,97889,3
S11,KERALA,4,Calicut,GEN,3,2004,A C VARKEY,M,GEN,IND,34005,4
S11,KERALA,4,Calicut,GEN,3,2004,K VEERENDRA KUMAR,M,GEN,IND,7162,5
S11,KERALA,4,Calicut,GEN,3,2004,DR D SURENDRANATH,M,GEN,IND,6306,6
S11,KERALA,4,Calicut,GEN,3,2004,K ARUNKUMAR,M,GEN,IND,4490,7
S11,KERALA,4,Calicut,GEN,3,2004,P BHARATHAN,M,SC,BSP,4014,8
S11,KERALA,4,Calicut,GEN,3,2004,K BALARAM,M,GEN,IND,3173,9
S11,KERALA,4,Calicut,GEN,3,2004,BABU KARIMPADY,M,ST,IND,2539,10
S11,KERALA,4,Calicut,GEN,3,2004,T K CHANDRAMATHI,F,SC,IND,2302,11
S11,KERALA,4,Calicut,GEN,3,2004,M P SHANTHIVARMA JAIN,M,GEN,IND,2223,12
S11,KERALA,4,Calicut,GEN,3,2004,A V K MOOSAD,M,GEN,IND,2185,13
S11,KERALA,5,Manjeri,GEN,3,2004,T. K. HAMZA,M,GEN,CPM,426920,1
S11,KERALA,5,Manjeri,GEN,3,2004,K P A MAJEED,M,GEN,MUL,379177,2
S11,KERALA,5,Manjeri,GEN,3,2004,UMA UNNI,F,GEN,BJP,84149,3
S11,KERALA,5,Manjeri,GEN,3,2004,ANWAR SHAKEEL OMAR,M,GEN,IND,9213,4
S11,KERALA,5,Manjeri,GEN,3,2004,ABDUL MUNEER C,M,GEN,BSP,7824,5
S11,KERALA,6,Ponnani,GEN,3,2004,E. AHAMMED,M,GEN,MUL,354051,1
S11,KERALA,6,Ponnani,GEN,3,2004,P P SUNEER,M,GEN,CPI,251293,2
S11,KERALA,6,Ponnani,GEN,3,2004,ARAVINDAN,M,GEN,BJP,71609,3
S11,KERALA,6,Ponnani,GEN,3,2004,U KUNHI MUHAMED,M,GEN,PDP,45720,4
S11,KERALA,6,Ponnani,GEN,3,2004,SALEEM VELIYANCODE,M,GEN,IND,7666,5
S11,KERALA,7,Palghat,GEN,3,2004,N. N. KRISHNADAS,M,GEN,CPM,375144,1
S11,KERALA,7,Palghat,GEN,3,2004,V S VIJAYA RAGHAVAN,M,GEN,INC,276986,2
S11,KERALA,7,Palghat,GEN,3,2004,C UDAI BHASKER,M,GEN,BJP,147792,3
S11,KERALA,7,Palghat,GEN,3,2004,KRISHNADAS,M,GEN,IND,7637,4
S11,KERALA,7,Palghat,GEN,3,2004,M SUBRAMANIAN,M,SC,BSP,5021,5
S11,KERALA,7,Palghat,GEN,3,2004,K KUTTIKRISHNAN,M,SC,IND,5006,6
S11,KERALA,7,Palghat,GEN,3,2004,AMBAZHAKODE VELAYUDHAN,M,GEN,CPI(ML)(L),3270,7
S11,KERALA,8,Ottapalam,SC,3,2004,S. AJAYA KUMAR,M,SC,CPM,395928,1
S11,KERALA,8,Ottapalam,SC,3,2004,K A THULASI,F,SC,INC,325518,2
S11,KERALA,8,Ottapalam,SC,3,2004,P K VELAYUDHAN,M,SC,BJP,68193,3
S11,KERALA,8,Ottapalam,SC,3,2004,K AJAYAN,M,SC,IND,9307,4
S11,KERALA,8,Ottapalam,SC,3,2004,M VELAYUDHAN,M,SC,BSP,7889,5
S11,KERALA,9,Trichur,GEN,3,2004,C. K. CHANDRAPPAN,M,GEN,CPI,320960,1
S11,KERALA,9,Trichur,GEN,3,2004,A C JOSE,M,GEN,INC,274999,2
S11,KERALA,9,Trichur,GEN,3,2004,P S SREERAMAN,M,GEN,BJP,72108,3
S11,KERALA,9,Trichur,GEN,3,2004,M P RENJITH,M,GEN,IND,8780,4
S11,KERALA,9,Trichur,GEN,3,2004,PROVIND P N,M,GEN,IND,4997,5
S11,KERALA,9,Trichur,GEN,3,2004,A K SIVARATNAN,M,SC,BSP,2935,6
S11,KERALA,9,Trichur,GEN,3,2004,OUSEPH ANTO,M,GEN,JD(U),1704,7
S11,KERALA,9,Trichur,GEN,3,2004,ABDUL MAJEED MASTER,M,GEN,IND,1222,8
S11,KERALA,10,Mukundapuram,GEN,3,2004,LONAPPAN NAMBADAN,M,GEN,CPM,375175,1
S11,KERALA,10,Mukundapuram,GEN,3,2004,PADMAJA VENUGOPAL,F,GEN,INC,258078,2
S11,KERALA,10,Mukundapuram,GEN,3,2004,PROF MATHEW PAILEE,M,GEN,BJP,62338,3
S11,KERALA,10,Mukundapuram,GEN,3,2004,RANI JOSE,F,GEN,IND,7999,4
S11,KERALA,10,Mukundapuram,GEN,3,2004,SABU ALI,M,GEN,IND,7071,5
S11,KERALA,10,Mukundapuram,GEN,3,2004,D R PISHARODY,M,GEN,IND,6020,6
S11,KERALA,10,Mukundapuram,GEN,3,2004,ADV T K MANOJ,M,SC,BSP,4377,7
S11,KERALA,10,Mukundapuram,GEN,3,2004,MOHAMMED ASHARAF,M,GEN,IND,1951,8
S11,KERALA,11,Ernakulam,GEN,3,2004,DR. SEBASTIAN PAUL,M,GEN,IND,323042,1
S11,KERALA,11,Ernakulam,GEN,3,2004,DR EDWARD EDEZHATH,M,GEN,INC,252943,2
S11,KERALA,11,Ernakulam,GEN,3,2004,O G THANKAPPAN,M,GEN,BJP,60697,3
S11,KERALA,11,Ernakulam,GEN,3,2004,ADV. T B MINI,F,GEN,IND,10418,4
S11,KERALA,11,Ernakulam,GEN,3,2004,P S GANGADHARAN,M,GEN,IND,6185,5
S11,KERALA,11,Ernakulam,GEN,3,2004,THANKAPPAN,M,SC,IND,1835,6
S11,KERALA,11,Ernakulam,GEN,3,2004,NAUSHAD MATHER,M,GEN,IND,1718,7
S11,KERALA,11,Ernakulam,GEN,3,2004,T E THOMAS,M,GEN,IND,1102,8
S11,KERALA,11,Ernakulam,GEN,3,2004,MUNAMBAM HAMZA,M,GEN,JD(U),976,9
S11,KERALA,12,Muvattupuzha,GEN,3,2004,P. C. THOMAS (PULLOLIL),M,GEN,IFDP,256411,1
S11,KERALA,12,Muvattupuzha,GEN,3,2004,ADV P M ISMAIL,M,GEN,CPM,255882,2
S11,KERALA,12,Muvattupuzha,GEN,3,2004,JOSE K MANI,M,GEN,KEC(M),209880,3
S11,KERALA,12,Muvattupuzha,GEN,3,2004,P P SANTHOSH,M,SC,IND,4603,4
S11,KERALA,12,Muvattupuzha,GEN,3,2004,K N RAJASEKHARAN NAIR,M,GEN,IND,3156,5
S11,KERALA,12,Muvattupuzha,GEN,3,2004,ADV P C THOMAS (PEEDIAKKAL),M,GEN,IND,3118,6
S11,KERALA,12,Muvattupuzha,GEN,3,2004,K T MATHEW,M,GEN,IND,2220,7
S11,KERALA,12,Muvattupuzha,GEN,3,2004,P C THOMAS (PAZHIYANKAL),M,GEN,IND,2071,8
S11,KERALA,12,Muvattupuzha,GEN,3,2004,P APPUKKUTTAN,M,GEN,IND,2001,9
S11,KERALA,12,Muvattupuzha,GEN,3,2004,ISMAIL,M,GEN,IND,1481,10
S11,KERALA,12,Muvattupuzha,GEN,3,2004,MAHIN BADUSHA MOULAVY,M,GEN,IND,1449,11
S11,KERALA,12,Muvattupuzha,GEN,3,2004,P A ISMAIL,M,GEN,IND,1246,12
S11,KERALA,12,Muvattupuzha,GEN,3,2004,A M ISMAIL,M,GEN,IND,842,13
