ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,CAND_CATEGORY,PARTYABBRE,TOTVOTPOLL,POSITION
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,YERRANNAIDU KINJARAPU,M,GEN,TDP,361906,1
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,KILLI KRUPARANI,F,GEN,INC,330027,2
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,DUNGA RANGARAO NAIDU,M,GEN,IND,13848,3
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,MYLAPALLI LAKSHMUDU,M,GEN,BSP,13011,4
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,TAMMINENI JAGANMOHAN RAO,M,GEN,IND,4982,5
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,M,ST,INC,321788,1
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,DADICHILUKA VEERA GOURI SANKARA RAO,M,ST,TDP,314370,2
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,UOOYAKA MUTYALU,M,ST,IND,13896,3
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,ARIKA GUMPASWAMY,M,ST,IND,10869,4
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,KONDAPALLI PYDITHALLI NAIDU,M,GEN,TDP,373922,1
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,JHANSI BOTCHA,F,GEN,INC,342574,2
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,PEDDINTI JAGANMOHAN RAO,M,GEN,IND,16098,3
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,G.VENKATESH,M,SC,TRS,14131,4
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,JANARDHANA REDDY NEDURUMALLI,M,GEN,INC,524122,1
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,DR.M.V.V.S.MURTHY,M,GEN,TDP,393551,2
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,KOLAVENTI SUNDARA RAO,M,GEN,BSP,16673,3
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,BHARANIKANA RAMA RAO,M,GEN,IND,11002,4
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,MANDEM SUBHASH CHANDRA BOSE YADAV,M,GEN,SP,5685,5
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,SATYANARAYANA MACHIRAJU,M,GEN,IND,5602,6
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,VAMSI KIRAN.B,M,GEN,PPOI,2920,7
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,S.V.B.REDDY,M,GEN,IND,2358,8
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,MAMIDI SOMUNAIDU,M,GEN,RJD,2018,9
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,APPARAO GUDIVADA,M,GEN,IND,1809,10
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,MIDIYAM BABU RAO,M,ST,CPM,373148,1
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,SMT.KPRK PHANEESWARAMMA,F,ST,TDP,319342,2
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,JANNI APPA RAO,M,ST,BSP,71978,3
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,KETCHELA RANGA REDDI,M,ST,IND,38219,4
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,MADAKAM BHEEMA RAJU,M,ST,MCPI(S),20728,5
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,2004,CHALAPATHIRAO PAPPALA,M,GEN,TDP,385406,1
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,2004,NANDA GOPAL GANDHAM,M,GEN,INC,369992,2
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,2004,SADARAM APPALA RAJU,M,GEN,BSP,26708,3
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,MALLIPUDI MANGAPATI PALLAM RAJU,M,GEN,INC,410982,1
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,MUDRAGADA PADMANABHAM,M,GEN,TDP,353730,2
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,CHANDRAVATHI DWARAMPUDI,F,GEN,IND,30153,3
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,APPARAO PUAGALA,M,SC,BSP,16373,4
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,NAINALASETTI MURTHY,M,GEN,CPI(ML)(L),9458,5
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,PUVVALA ANANDA RAO,M,SC,IND,8544,6
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,CHAGANTI SURYANARAYANA MURTHY,M,GEN,IND,3044,7
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,ARUNA KUMAR VUNDAVALLI,M,GEN,INC,413927,1
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,KANTIPUDI SARVARAYUDU,M,GEN,BJP,265107,2
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,S.B.P.B.K.SATYANARAYANA RAO,M,GEN,IND,99671,3
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,GURRALA PARAMJYOTHI,M,SC,IND,22598,4
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,PATAMSETTI V.V.S.V.PRASAD (BABU),M,GEN,IND,10192,5
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,DUGGIREDDY DHARMA REDDY,M,GEN,IND,4630,6
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,G.V. HARSHA KUMAR,M,SC,INC,350346,1
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,DUNNA JANARDHANA RAO,M,SC,TDP,308861,2
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,MUNEESWARA RAO BHUPATI,M,SC,IND,26699,3
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,YALANGI RAMESH,M,SC,IND,9550,4
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,D. MURALIKRISHNA,M,SC,BSP,8768,5
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,2004,CHEGONDI VENKATA HARIRAMA JOGAIAH,M,GEN,INC,402761,1
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,2004,UPPALAPATI VENKATAKRISHNAM RAJU,M,GEN,BJP,338349,2
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,2004,ALLURI YUGANDHARA  RAJU,M,GEN,PPOI,27427,3
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,KAVURU  SAMBA SIVA RAO,M,GEN,INC,499191,1
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,BOLLA BULLI RAMAIAH,M,GEN,TDP,375900,2
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,D.S.V.KRISHNAJI,M,GEN,BSP,8707,3
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,B.N.V.SATYANARAYANA,M,GEN,TRS,4776,4
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,S.V.SUBBARAO,M,GEN,IND,4736,5
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,KODURI SRIRAMULU,M,GEN,IND,1904,6
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,S.V.B.REDDY,M,GEN,IND,1732,7
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,BADIGA RAMAKRISHNA,M,GEN,INC,387127,1
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,AMBATI BRAHMANAIAH,M,GEN,TDP,336786,2
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,YENDURI SUBRAHMANYESWARA RAO (MANI),M,GEN,IND,18477,3
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,ADAPALA SIVANNARAYANA,M,GEN,PPOI,6201,4
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,DODDA KAMESWARA RAO,M,GEN,IND,4297,5
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,B.S.RAO,M,GEN,TRS,2426,6
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,RAJAGOPAL LAGADAPATI,M,GEN,INC,519624,1
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,ASWINI DUTT CHALASANI,M,GEN,TDP,405037,2
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,NANDETI PRABHAKAR RAO,M,SC,BSP,6472,3
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,KONERU VARA LAKSHMI,F,GEN,PPOI,5105,4
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,SOMESWARA RAO MADALA,M,GEN,IND,3039,5
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,SYED MOINUDDIN,M,GEN,IND,1443,6
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,RAMACHANDRA RAO. J,M,GEN,TRS,1268,7
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,DOMAKONDA RAVI KUMAR,M,SC,IND,1005,8
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,JAKKA TARAKA MALLIKARJUNA RAO,M,GEN,IND,637,9
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,APPARAO DAMALAPATI,M,GEN,IND,549,10
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,GATLA VENKATA NARAYANA REDDY,M,GEN,IND,493,11
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,DONEPUDI SRINIVAS,M,GEN,IND,482,12
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,GOTTUMUKKALA SIVA PRASADARAJU,M,GEN,IND,396,13
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,BALASHOWRY VALLABHANENI,M,GEN,INC,366843,1
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,UMMAREDDY VENKATESWARLU,M,GEN,TDP,288287,2
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,DILIP RAAJA DONEPUDI,M,SC,BSP,5694,3
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,VENKATESWARLU PALLA,M,GEN,IND,5679,4
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,NARASIMHA REDDY TERA,M,GEN,TRS,4183,5
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,DUGGIRALA RAJA  RAMKUMAR,M,GEN,IND,1623,6
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,MANDALI SUBRAHMANYAM,M,GEN,IND,1153,7
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,RAYAPATI  SAMBASIVA RAO,M,GEN,INC,466221,1
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,Y. V. RAO,M,GEN,TDP,336429,2
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,JUPALLI HANUMANTHA RAO GOUD,M,GEN,BSP,9375,3
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,VENKATESWARLU GUNDI,M,GEN,TRS,5444,4
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,MUVVA VENKAT RAO,M,GEN,IND,4009,5
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,DAGGUBATI PURANDARESWARI,F,GEN,INC,411099,1
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,DAGGUBATI RAMANAIDU,M,GEN,TDP,317017,2
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,CHELLAMALLA VENKATA REDDY,M,GEN,TRS,3753,3
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,PRATHIPATI SRINIVASU,M,GEN,IND,2159,4
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,INAGANTI APPARAO,M,GEN,IND,1434,5
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,MEKAPATI RAJAMOHAN REDDY,M,GEN,INC,481310,1
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,MADDI LAKSHMAIAH,M,GEN,TDP,395055,2
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,PULIMAMIDI NARSIMHA REDDY,M,GEN,TRS,9622,3
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,GONTU VENKATESWARA REDDY,M,GEN,IND,8278,4
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,PULIMI VENKATARAMI REDDY,M,GEN,IND,5519,5
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,SREENIVASULU REDDY MAGUNTA,M,GEN,INC,446584,1
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,BATHULA VIJAYA BHARATHI,F,GEN,TDP,340563,2
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,ALLA RAMA CHANDRA REDDY,M,GEN,IND,4741,3
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,SATISH KUMAR,M,GEN,IND,2463,4
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,RAMA RAO DAGGUPATI,M,GEN,IND,1041,5
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,NALAMALAPU LAKSHMI NARASA REDDY,M,GEN,IND,986,6
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,VENU BABU NAIDU KAVURI,M,GEN,IND,982,7
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,GUDIPUDI NARASIMHA RAO,M,GEN,IND,896,8
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,BOYALLA RANGANAYAKULU,M,GEN,IND,853,9
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,PANABAKA LAKSHMI,F,SC,INC,450129,1
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,BALAKONDAIAH KARUPOTALA,M,SC,BJP,321905,2
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MALAKONDAIAH.Y,M,SC,SP,36085,3
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MARLAPATI  VEMAIAH,M,SC,BSP,9395,4
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,VENKATA RAM RAVINUTHALA,M,SC,IND,5983,5
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,DAVA PENCHALA RAO,M,SC,IND,3884,6
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MANGALAPURI VENKATESWARLU,M,SC,BRPP,3421,7
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,OURUVURU KRISHNAIAH,M,SC,IND,3415,8
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MADDELA BRAHMANAIDU,M,SC,IND,2285,9
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,CHINTA MOHAN,M,SC,INC,510961,1
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,DR. N. VENKATA SWAMY,M,SC,BJP,311633,2
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,K. ESWAR RAO,M,SC,TRS,16508,3
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,KATTAMANCHI PRABHAKAR,M,SC,IND,11685,4
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,D.K. AUDIKESAVULU,M,GEN,TDP,454128,1
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,DR. RAVURI VENKATA SWAMY,M,GEN,INC,391990,2
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,S.SAHADEVA REDDY,M,GEN,IND,10431,3
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,A.MALLA RAO,M,GEN,TRS,10258,4
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,D.A NAGARAJU,M,GEN,IND,5532,5
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,SHAIK JEELANI BASHA,M,GEN,IND,3653,6
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,ANNAYYAGARI SAI PRATHAP,M,GEN,INC,369797,1
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,GUNIPATI RAMAIAH,M,GEN,TDP,291712,2
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,HAJI MD. AZAM SHAIK,M,GEN,IND,11919,3
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,ASHOKA RAO PEECHARA,M,GEN,TRS,11247,4
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,MUKKA NARASIMHA REDDY,M,GEN,JP,6654,5
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,Y.S. VIVEKANANDA REDDY,M,GEN,INC,461431,1
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,VENKATA MYSURA REDDY MULE,M,GEN,TDP,329757,2
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,T BHASKAR REDDY,M,GEN,IND,10250,3
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,INDI REDDY THIMMA REDDY,M,GEN,RJD,5242,4
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,VITTA SUBBA RAO,M,GEN,IND,3932,5
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,KONDABOINA SREENIVASULU K,M,GEN,PPOI,1759,6
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,C.BALAVARADA REDDY,M,GEN,IND,1115,7
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,B.NARAYANA REDDY,M,GEN,RPI,903,8
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,PUTHA RAMAPRASADA REDDY,M,GEN,ANC,825,9
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,SIVANATHA REDDY CHADIPIRALLA,M,GEN,NTRTDP(LP),759,10
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,C.GOPI NARASIMHA REDDY,M,GEN,IND,746,11
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,G.RAVINDRANATHA REDDY,M,GEN,JP,731,12
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,O.SUBBA REDDY,M,GEN,ABJS,649,13
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,PECHARA VENKATESHWAR RAO,M,GEN,TRS,617,14
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,N BHASKARA REDDY,M,GEN,PP,485,15
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,NIZAMODDIN,M,GEN,INC,419744,1
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,B.K.PARDHASARATHI,M,GEN,TDP,417904,2
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,B. SURENDER KUMAR,M,GEN,TRS,16907,3
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,SMT DESAI REDDY PRABHAVATHI,F,GEN,IND,13508,4
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,ANANTHA VENKATA RAMI REDDY,M,GEN,INC,458925,1
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,KALAVA SRINIVASULU,M,GEN,TDP,385521,2
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,GADDALA NAGABHUSHANAM,M,SC,BSP,9296,3
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,YATHAM POTHALAIAH,M,GEN,IND,7102,4
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,K. VENKATESULU,M,GEN,PPOI,6232,5
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,A. JAGAN MOHAN RAO,M,GEN,TRS,4419,6
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,B. S. AMARNATH,M,GEN,IND,3640,7
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,KOTLA JAYASURYA PRAKASHA REDDY,M,GEN,INC,433529,1
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,KAMBALAPADU EDIGA KRISHNAMURTHI,M,GEN,TDP,332431,2
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,JAMES,M,SC,IND,17410,3
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,REDDIPOGU DAVID,M,GEN,BSP,12515,4
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,T. SESHAPHANI,M,GEN,IND,8899,5
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,DR. PARAMESHWAR REDDY,M,GEN,PPOI,3722,6
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,GIRI NIVARTHI RAO YADAV,M,GEN,IND,2873,7
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,V. RAVINDER RAO,M,GEN,TRS,2723,8
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,R. V. MOHANA REDDY,M,GEN,JP,2624,9
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,K. V. KRISHNA KUMAR,M,GEN,IND,2083,10
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,S. P. Y. REDDY,M,GEN,INC,458526,1
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,BHUMA SHOBHA NAGI REDDY,F,GEN,TDP,346847,2
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,LAKU OBULESU,M,SC,IND,7662,3
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,A. C  V. SUBBAIAH,M,GEN,BSP,7468,4
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,S. VASUDEV PRASAD,M,GEN,TRS,2682,5
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,RAMAKRISHNA REDDY. S,M,GEN,IND,2020,6
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,MALA GUNAM PALLE GOKARI,M,SC,IND,1800,7
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,INJETI KRISHNA REDDY,M,GEN,IND,1552,8
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,BUDDA REDDY SRINIVASA REDDY,M,GEN,IND,1419,9
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,DR.MANDA JAGANNATH,M,SC,TDP,405046,1
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,K.S.RATNAM,M,SC,IND,305396,2
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,P.BHAGAVANTHU,M,SC,IND,119813,3
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,P. LALAIAH,M,SC,BSP,27247,4
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,DR. G.RAGHAVULU,M,SC,IND,25848,5
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,3,2004,D. VITTAL RAO,M,GEN,INC,428764,1
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,3,2004,YELKOTI YELLA REDDY,M,GEN,TDP,380857,2
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,3,2004,SMT. GUNDALA VIJAYA LAKSHMI,F,GEN,PPOI,25842,3
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,3,2004,G. RAMCHANDRAIAH YADAV,M,GEN,BSP,18304,4
S01,ANDHRA PRADESH,29,Mahabubnagar,GEN,3,2004,MOHD. MAZHER HUSSAIN,M,GEN,MUL,12783,5
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,ASADUDDIN OWAISI,M,GEN,AIMIM,378854,1
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,G.SUBASH CHANDERJI,M,GEN,BJP,278709,2
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,KONDA LAKSHMA REDDY,M,GEN,INC,249516,3
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,MAJEEDULLAH KHAN @ FARHAT KHAN,M,GEN,MBT,47560,4
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,SMT.G.SHOBHA RANI,F,GEN,BSP,11068,5
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,SALAHUDDIN AHMED S.K.,M,GEN,IND,6158,6
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,SYED GAFFAR,M,GEN,IND,4523,7
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,SMT.VARSHA DHAWAN,F,GEN,PPOI,4199,8
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,BHAGWAN DAS,M,GEN,IND,3189,9
S01,ANDHRA PRADESH,30,Hyderabad,GEN,3,2004,MOHSIN-BIN-HUSSAIN AL-KASARI,M,GEN,IND,2961,10
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,M. ANJAN KUMAR YADAV,M,GEN,INC,485710,1
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,BANDARU DATTATRAYA,M,GEN,BJP,416952,2
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,HUMERA AZIZ,F,GEN,AIMIM,38394,3
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,M.D. PAUL VEDANTH,M,GEN,BSP,7816,4
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,H.K. JAISWAL,M,GEN,IND,4788,5
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,SYED NAWAZ AHMED,M,GEN,IND,3830,6
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,ABDUS SATTAR MUJAHED,M,GEN,MUL,3530,7
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,SEELAM NARAYANA,M,GEN,IND,3398,8
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,N. CHANDRA SHEKAR,M,GEN,MCPI(S),2978,9
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,ACHANTA BAPIRAJU,M,GEN,IND,1927,10
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,MEGHA MURALI,M,GEN,PPOI,1884,11
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,PADM YADAGIRI,M,GEN,IND,1253,12
S01,ANDHRA PRADESH,31,Secunderabad,GEN,3,2004,KAILASH CHANDRA,M,GEN,IND,828,13
S01,ANDHRA PRADESH,32,Siddipet,SC,3,2004,SARVEY SATHYANARAYANA,M,SC,INC,593879,1
S01,ANDHRA PRADESH,32,Siddipet,SC,3,2004,DR.K.LINGAIAH,M,SC,TDP,454907,2
S01,ANDHRA PRADESH,32,Siddipet,SC,3,2004,SMT.PALADUGU GOURAMMA,F,SC,BSP,31949,3
S01,ANDHRA PRADESH,32,Siddipet,SC,3,2004,B.O.V.RAO,M,SC,IND,25069,4
S01,ANDHRA PRADESH,32,Siddipet,SC,3,2004,Y.SAMAIAH,M,SC,IND,14010,5
S01,ANDHRA PRADESH,33,Medak,GEN,3,2004,A. NARENDRA,M,GEN,TRS,453738,1
S01,ANDHRA PRADESH,33,Medak,GEN,3,2004,P RAMACHANDRA REDDY,M,GEN,BJP,329972,2
S01,ANDHRA PRADESH,33,Medak,GEN,3,2004,NALLA SURYAPRAKASH,M,GEN,BSP,52273,3
S01,ANDHRA PRADESH,33,Medak,GEN,3,2004,MD. ULFATHALI,M,GEN,IND,34476,4
S01,ANDHRA PRADESH,33,Medak,GEN,3,2004,K. LAXMAIAH YADAV,M,GEN,IND,18457,5
