SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities
231,Kapil Moreshwar Patil,BHIWANDI,BJP,,Graduate,"Rs 41,88,50,781","Rs 56,45,459, "
232,Karadi Sanganna Amarappa,KOPPAL,BJP,1,10th Pass,"Rs 2,87,25,791","Rs 2,24,75,333, "
233,Karti P Chidambaram,SIVAGANGA,INC,8,Graduate Professional,"Rs 79,37,29,024","Rs 17,40,81,116, "
234,Kaushal Kishore,MOHANLALGANJ,BJP,1,Graduate,"Rs 5,55,30,561","Rs 0, "
235,Kaushlendra Kumar,NALANDA,JD(U),,12th Pass,"Rs 2,92,51,651","Rs 27,12,389, "
236,Kavita Singh,SIWAN,JD(U),4,Post Graduate,"Rs 1,93,25,264","Rs 4,12,511, "
237,Kavitha Malothu,MAHABUBABAD,TRS,1,Graduate,"Rs 1,97,31,269","Rs 12,52,068, "
238,Keshari Devi Patel,PHULPUR,BJP,2,Post Graduate,"Rs 17,27,07,104","Rs 65,05,194, "
239,Khadse Raksha Nikhil,RAVER,BJP,,Graduate,"Rs 17,27,13,734","Rs 0, "
240,Khagen Murmu,MALDAHA UTTAR,BJP,4,Graduate,"Rs 1,02,32,439","Rs 10,70,914, "
241,Khalilur Rahaman,JANGIPUR,AITC,,Graduate,"Rs 36,83,06,705","Rs 22,48,968, "
242,Kiren Rijiju,ARUNACHAL WEST,BJP,,Graduate Professional,"Rs 1,52,79,000","Rs 0, "
243,Kirron Kher,CHANDIGARH,BJP,,Post Graduate,"Rs 47,49,83,574","Rs 62,79,188, "
244,Kirti Vardhan Singh Alias Raja Bhaiya,GONDA,BJP,,Post Graduate,"Rs 23,27,35,285","Rs 2,32,01,603, "
245,Kishan Kapoor,KANGRA,BJP,2,12th Pass,"Rs 8,58,41,247","Rs 36,05,161, "
246,Kodikunnil Suresh,MAVELIKKARA,INC,1,Post Graduate,"Rs 1,29,65,129","Rs 9,82,819, "
247,Komatireddy Venakat Reddy,BHONGIR,INC,14,12th Pass,"Rs 16,25,43,845","Rs 2,40,69,129, "
248,Kotha Prabhakar Reddy,MEDAK,TRS,,Graduate,"Rs 1,26,65,81,773","Rs 26,82,66,203, "
249,Kripanath Mallah,KARIMGANJ,BJP,,Graduate,"Rs 18,71,040","Rs 0, "
250,Krishan Pal,FARIDABAD,BJP,,Graduate Professional,"Rs 36,96,52,786","Rs 10,55,93,242, "
251,Krishna Pal Singh,GUNA,BJP,,Graduate Professional,"Rs 1,62,66,408","Rs 4,94,053, "
252,Krupal Balaji Tumane,RAMTEK,SHS,,Graduate,"Rs 9,56,03,165","Rs 42,28,793, "
253,Kuldeep Rai Sharma,ANDAMAN AND NICOBAR ISLANDS,INC,,Graduate Professional,"Rs 13,22,33,012","Rs 8,04,50,870, "
254,Kunar Hembram,JHARGRAM,BJP,,Graduate Professional,"Rs 1,03,87,498","Rs 5,65,000, "
255,Kundaria Mohanbhai,RAJKOT,BJP,,8th Pass,"Rs 6,88,18,120","Rs 1,65,66,856, "
256,Kunhalikutty,MALAPPURAM,IUML,2,Graduate,"Rs 5,29,32,535","Rs 0, "
257,Kunwar Danish Ali,AMROHA,BSP,,Graduate,"Rs 7,49,20,879","Rs 1,95,79,691, "
258,Kunwar Pushpendra Singh,HAMIRPUR,BJP,4,Post Graduate,"Rs 16,71,59,924","Rs 3,55,02,582, "
259,Kuruva Gorantla Madhav,HINDUPUR,YSRCP,2,Graduate,"Rs 17,87,356","Rs 7,30,332, "
260,Lallu Singh,FAIZABAD,BJP,1,Post Graduate,"Rs 3,18,84,642","Rs 1,12,76,478, "
261,Lavu Sri Krishna Devarayalu,NARASARAOPET,YSRCP,,Graduate Professional,"Rs 17,77,10,073","Rs 1,01,42,413, "
262,Locket Chatterjee,HOOGHLY,BJP,14,Graduate,"Rs 3,56,55,698","Rs 0, "
263,Lorho S. Pfoze,OUTER MANIPUR,NPF,,Graduate Professional,"Rs 1,37,09,352","Rs 0, "
264,M V V Satyanarayana,VISAKHAPATNAM,YSRCP,1,10th Pass,"Rs 2,02,39,05,124","Rs 16,00,30,959, "
265,M.K.Raghavan,KOZHIKODE,INC,1,Graduate,"Rs 1,25,02,009","Rs 31,74,805, "
266,Magunta Sreenivasulu Reddy,ONGOLE,YSRCP,,Graduate,"Rs 26,65,83,686","Rs 9,13,02,133, "
267,Mahabali Singh,KARAKAT,JD(U),3,8th Pass,"Rs 4,34,42,051","Rs 30,00,000, "
268,Mahant Balak Nath,ALWAR,BJP,,10th Pass,"Rs 3,52,929","Rs 0, "
269,Mahendra Singh Solanky,DEWAS,BJP,,Graduate Professional,"Rs 38,12,464","Rs 18,32,631, "
270,Mahendrabhai Munjpara,SURENDRANAGAR,BJP,,Post Graduate,"Rs 7,90,84,513","Rs 1,48,22,528, "
271,Mahesh Sahoo,DHENKANAL,BJD,1,12th Pass,"Rs 1,45,29,286","Rs 0, "
272,Mahua Moitra,KRISHNANAGAR,AITC,,Graduate,"Rs 2,64,95,250","Rs 6,71,138, "
273,Mala Rajya Laxmi Shah,TEHRI GARHWAL,BJP,,12th Pass,"Rs 1,84,66,40,100","Rs 1,35,00,00,000, "
274,Mala Roy,KOLKATA DAKSHIN,AITC,3,Graduate,"Rs 1,03,08,401","Rs 0, "
275,Malook Nagar,BIJNOR,BSP,7,Graduate,"Rs 2,49,96,28,021","Rs 1,01,61,48,176, "
276,Maneka Sanjay Gandhi,SULTANPUR,BJP,,12th Pass,"Rs 55,69,26,451","Rs 1,19,35,800, "
277,Manish Tewari,ANANDPUR SAHIB,INC,,Graduate Professional,"Rs 15,46,37,860","Rs 0, "
278,Manjulata Mandal,BHADRAK,BJD,,Graduate,"Rs 3,94,17,891","Rs 89,58,149, "
279,Manne Srinivas Reddy,MAHBUBNAGAR,TRS,,12th Pass,"Rs 6,33,53,123","Rs 45,69,251, "
280,Manoj Kishorbhai Kotak,MUMBAI NORTH EAST,BJP,2,10th Pass,"Rs 5,46,61,944","Rs 20,48,000, "
281,Manoj Rajoria,KARAULI DHOLPUR,BJP,,Post Graduate,"Rs 6,48,67,148","Rs 2,21,21,569, "
282,Manoj Tiwari,NORTH EAST DELHI,BJP,3,Post Graduate,"Rs 24,28,17,031","Rs 1,36,18,755, "
283,Mansukhbhai Vasava,BHARUCH,BJP,,Post Graduate,"Rs 68,35,957","Rs 0, "
284,Margani Bharat Ram,RAJAHMUNDRY,YSRCP,2,Graduate,"Rs 45,82,05,360","Rs 1,78,14,757, "
285,Meenakashi Lekhi,NEW DELHI,BJP,,Graduate Professional,"Rs 36,14,41,689","Rs 79,38,378, "
286,Mimi Chakraborty,JADAVPUR,AITC,,Graduate,"Rs 2,43,98,786","Rs 19,00,788, "
287,Miteshbhai Patel,ANAND,BJP,2,Others,"Rs 7,70,43,053","Rs 78,10,840, "
288,Mohammad Akbar Lone,BARAMULLA,Jammu & Kashmir National Conference,,Graduate Professional,"Rs 59,74,34,000","Rs 1,04,935, "
289,Mohammad Azam Khan,RAMPUR,SP,10,Graduate Professional,"Rs 4,61,24,814","Rs 0, "
290,Mohammad Sadique,FARIDKOT,INC,,5th Pass,"Rs 1,97,93,884","Rs 3,11,043, "
291,Mohammed Faizal Pp,LAKSHADWEEP,NCP,2,Post Graduate,"Rs 9,38,641","Rs 0, "
292,Mohan Mandavi,KANKER,BJP,,Post Graduate,"Rs 2,86,75,553","Rs 6,79,000, "
293,Mukesh Rajput,FARRUKHABAD,BJP,,Graduate,"Rs 7,49,64,501","Rs 3,88,246, "
294,Mulayam Singh Yadav,MAINPURI,SP,1,Post Graduate,"Rs 20,56,04,593","Rs 2,20,55,657, "
295,N. Reddeppa,CHITTOOR,YSRCP,,Post Graduate,"Rs 1,73,55,862","Rs 13,41,542, "
296,Naba Kumar Sarania,KOKRAJHAR,IND,5,12th Pass,"Rs 1,30,13,994","Rs 1,75,069, "
297,Nakul Nath,CHHINDWARA,INC,,Graduate,"Rs 6,60,19,46,757","Rs 87,91,712, "
298,Nalamada Uttam Kumar Reddy,NALGONDA,INC,4,Graduate,"Rs 3,15,01,349","Rs 12,00,000, "
299,Nalin Kumar Kateel,DAKSHINA KANNADA,BJP,4,10th Pass,"Rs 1,46,78,300","Rs 44,50,945, "
300,Nama Nageswr Rao,KHAMMAM,TRS,5,12th Pass,"Rs 1,07,46,71,341","Rs 8,07,21,594, "
301,Nandkumar Singh Chouhan (Nandu Bhaiya),KHANDWA,BJP,,Post Graduate,"Rs 1,90,76,515","Rs 48,19,099, "
302,Narendra Kumar,JHUNJHUNU,BJP,1,Graduate,"Rs 4,74,74,109","Rs 32,78,401, "
303,Narendra Modi,VARANASI,BJP,,Post Graduate,"Rs 2,51,36,119","Rs 0, "
304,Narendra Singh Tomar,MORENA,BJP,1,Graduate,"Rs 2,30,62,224","Rs 66,89,767, "
305,Navneet Ravi Rana,AMRAVATI,IND,1,10th Pass,"Rs 12,45,54,656","Rs 7,05,76,979, "
306,Nayab Singh,KURUKSHETRA,BJP,,Graduate Professional,"Rs 3,57,85,621","Rs 57,20,000, "
307,Nihal Chand,GANGANAGAR,BJP,,Graduate,"Rs 2,10,14,362","Rs 36,31,287, "
308,Nishikant Dubey,GODDA,BJP,4,Doctorate,"Rs 46,27,57,500","Rs 0, "
309,Nitesh Ganga Deb,SAMBALPUR,BJP,1,12th Pass,"Rs 26,95,43,587","Rs 1,03,37,195, "
310,Nitin Jairam Gadkari,NAGPUR,BJP,4,Graduate Professional,"Rs 18,79,16,075","Rs 4,07,29,055, "
311,Nityanand Rai,UJIARPUR,BJP,3,Graduate,"Rs 18,70,07,570","Rs 3,57,561, "
312,Nusrat Jahan Ruhi,BASIRHAT,AITC,,12th Pass,"Rs 2,90,88,391","Rs 1,68,81,608, "
313,Om Birla,KOTA,BJP,1,Post Graduate,"Rs 4,83,47,737","Rs 0, "
314,Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,OSMANABAD,SHS,4,12th Pass,"Rs 5,02,99,295","Rs 1,00,45,858, "
315,P R Natarajan,COIMBATORE,CPI(M),1,12th Pass,"Rs 2,02,84,430","Rs 32,34,168, "
316,P. C. Mohan,BANGALORE CENTRAL,BJP,,12th Pass,"Rs 75,55,29,306","Rs 31,25,21,957, "
317,P. P. Chaudhary,PALI,BJP,,Graduate Professional,"Rs 38,51,11,923","Rs 72,78,041, "
318,P. Raveendranath Kumar,THENI,AIADMK,,Post Graduate,"Rs 6,58,03,231","Rs 3,27,34,079, "
319,P.V.Midhun Reddy,RAJAMPET,YSRCP,3,Post Graduate,"Rs 66,50,85,701","Rs 20,54,73,477, "
320,Paarivendhar T R,PERAMBALUR,DMK,2,Post Graduate,"Rs 97,27,30,368","Rs 6,59,35,070, "
321,Pakauri Lal,ROBERTSGANJ,Apna Dal (Soneylal),,Literate,"Rs 2,30,48,078","Rs 6,84,133, "
322,Palanimanickam.S.S,THANJAVUR,DMK,,Graduate Professional,"Rs 4,24,52,076","Rs 23,68,600, "
323,Pallab Lochan Das,TEZPUR,BJP,,Graduate,"Rs 1,44,45,139","Rs 0, "
324,Pankaj Choudhary,MAHARAJGANJ,BJP,5,12th Pass,"Rs 37,18,27,109","Rs 44,83,048, "
325,Parbatbhai Patel,BANASKANTHA,BJP,,Graduate Professional,"Rs 4,18,19,177","Rs 45,00,000, "
326,Parbhubhai Nagarbhai Vasava	,BARDOLI,BJP,,Others,"Rs 2,83,50,217","Rs 36,76,869, "
327,Parthiban.S.R,SALEM,DMK,4,Graduate Professional,"Rs 6,00,45,532","Rs 40,39,841, "
328,Parvesh Sahib Singh,WEST DELHI,BJP,,Post Graduate,"Rs 15,51,95,014","Rs 4,00,97,329, "
329,Pashupati Kumar Paras,HAJIPUR,LJP,1,Graduate Professional,"Rs 6,28,34,200","Rs 67,44,375, "
330,Pashupati Nath Singh,DHANBAD,BJP,,Graduate,"Rs 2,72,86,918","Rs 0, "
331,Patel Hasmukhbhai Somabhai,AHMEDABAD EAST,BJP,,Others,"Rs 7,46,99,690","Rs 62,52,577, "
332,Patel Lalubhai Babubhai,DAMAN AND DIU,BJP,,8th Pass,"Rs 21,39,93,750","Rs 99,69,514, "
333,Patil Chandrakant,NAVSARI,BJP,1,10th Pass,"Rs 44,60,44,269","Rs 5,68,46,658, "
334,Patil Hemant Shriram,HINGOLI,SHS,,Graduate,"Rs 1,85,94,458","Rs 12,99,983, "
335,Pinaki Misra,PURI,BJD,,Graduate Professional,"Rs 1,17,47,01,344","Rs 2,19,32,742, "
336,Pocha Brahmananda Reddy,NANDYAL,YSRCP,1,Post Graduate,"Rs 58,59,32,911","Rs 17,70,35,582, "
337,Poonam Vajendla Rao,MUMBAI NORTH CENTRAL,BJP,2,Others,"Rs 2,22,42,513","Rs 0, "
338,Poonamben Hematbhai Maadam,JAMNAGAR,BJP,,Graduate,"Rs 42,73,31,034","Rs 9,86,32,194, "
339,Pothuganti Ramulu,NAGARKURNOOL,TRS,,Graduate,"Rs 1,07,78,684","Rs 0, "
340,Pradan Baruah,LAKHIMPUR,BJP,,12th Pass,"Rs 1,43,07,978","Rs 58,39,285, "
341,Pradeep Kumar,KAIRANA,BJP,5,Post Graduate,"Rs 1,72,92,937","Rs 13,00,000, "
342,Pradeep Kumar Singh,ARARIA,BJP,3,10th Pass,"Rs 50,10,577","Rs 11,59,200, "
343,Pradyut Bordoloi,NAWGONG,INC,,Post Graduate,"Rs 7,41,43,272","Rs 40,11,152, "
344,Prahalad Singh Patel,DAMOH,BJP,,Graduate Professional,"Rs 4,32,92,483","Rs 42,30,614, "
345,Prajwal R,HASSAN,JD(S),,Graduate Professional,"Rs 9,78,48,632","Rs 3,72,53,210, "
346,Pralhad Joshi,DHARWAD,BJP,1,Graduate,"Rs 11,13,84,447","Rs 5,17,36,254, "
347,Pramila Bisoyi,ASKA,BJD,,5th Pass,"Rs 7,32,470","Rs 0, "
348,Prasun Banerjee,HOWRAH,AITC,1,Graduate,"Rs 1,32,16,066","Rs 0, "
349,Pratap Chandra Sarangi,BALASORE,BJP,7,Graduate,"Rs 13,46,236","Rs 160, "
350,Prataprao Ganpatrao Jadhav,BULDHANA,SHS,3,12th Pass,"Rs 11,62,72,966","Rs 7,35,482, "
351,Prathap Simha,MYSORE,BJP,3,Post Graduate,"Rs 1,87,23,762","Rs 65,86,698, "
352,Pratima Bhoumik,TRIPURA WEST,BJP,,Graduate,"Rs 6,42,398","Rs 0, "
353,Pratima Mondal,JAYNAGAR,AITC,,Post Graduate,"Rs 2,74,71,675","Rs 0, "
354,Praveen Kumar Nishad,SANT KABIR NAGAR,BJP,,Graduate Professional,"Rs 43,00,614","Rs 23,26,248, "
355,Premachandran N K,KOLLAM,Revolutionary Socialist Party,5,Graduate Professional,"Rs 1,75,00,650","Rs 32,70,587, "
356,Preneet Kaur,PATIALA,INC,,Graduate,"Rs 63,59,73,757","Rs 4,24,53,369, "
357,Pritam Gopinathrao Munde,BEED,BJP,1,Post Graduate,"Rs 16,74,77,926","Rs 9,88,33,794, "
358,Queen Oja,GAUHATI,BJP,,Graduate,"Rs 63,02,19,570","Rs 3,40,34,178, "
359,R. K. Singh,ARRAH,BJP,1,Graduate Professional,"Rs 7,99,71,720","Rs 0, "
360,R.K. Singh Patel,BANDA,BJP,2,Graduate,"Rs 5,57,94,086","Rs 0, "
361,Radha Mohan Singh,PURVI CHAMPARAN,BJP,1,Graduate,"Rs 3,37,91,375","Rs 11,46,627, "
362,Rahul Gandhi,WAYANAD,INC,5,Post Graduate,"Rs 15,88,77,063","Rs 72,01,904, "
363,Rahul Kaswan,CHURU,BJP,,Graduate,"Rs 3,67,23,865","Rs 1,51,63,379, "
364,Rahul Ramesh Shewale,MUMBAI SOUTH CENTRAL,SHS,,Others,"Rs 1,88,81,363","Rs 77,78,954, "
365,Raja Amareshwara Naik,RAICHUR,BJP,,Graduate Professional,"Rs 3,06,38,375","Rs 6,78,532, "
366,Rajan Baburao Vichare,THANE,SHS,9,12th Pass,"Rs 18,14,41,465","Rs 5,40,80,733, "
367,Rajashree Mallick,JAGATSINGHPUR,BJD,,Graduate Professional,"Rs 4,00,23,972","Rs 14,33,305, "
368,Rajbahadur Singh,SAGAR,BJP,1,Post Graduate,"Rs 1,64,16,828","Rs 5,47,428, "
369,Rajdeep Roy,SILCHAR,BJP,,Post Graduate,"Rs 2,99,01,767","Rs 69,76,701, "
370,Rajendra Agarwal,MEERUT,BJP,3,Post Graduate,"Rs 1,34,89,377","Rs 19,90,094, "
371,Rajesh Verma,SITAPUR,BJP,1,Post Graduate,"Rs 7,31,29,716","Rs 1,08,148, "
372,Rajiv Pratap Rudy,SARAN,BJP,,Post Graduate,"Rs 8,07,40,349","Rs 0, "
373,Rajiv Ranjan Singh,MUNGER,JD(U),1,Graduate,"Rs 8,83,24,866","Rs 75,34,918, "
374,Rajkumar Chahar,FATEHPUR SIKRI,BJP,3,Graduate,"Rs 1,48,54,247","Rs 3,56,404, "
375,Rajmohan Unnithan,KASARAGOD,INC,1,Graduate,"Rs 2,15,70,257","Rs 8,62,257, "
376,Rajnath Singh,LUCKNOW,BJP,,Post Graduate,"Rs 5,14,92,709","Rs 0, "
377,Raju Bista,DARJEELING,BJP,,Graduate,"Rs 15,11,06,062","Rs 2,74,28,941, "
378,Rajveer Singh,ETAH,BJP,,Graduate Professional,"Rs 38,36,29,735","Rs 10,02,20,000, "
379,Rajvir Diler,HATHRAS,BJP,,12th Pass,"Rs 1,49,30,000","Rs 0, "
380,Rakesh Singh,JABALPUR,BJP,1,Graduate,"Rs 4,31,34,351","Rs 13,87,000, "
381,Ram Charan Bohra,JAIPUR,BJP,,12th Pass,"Rs 16,53,22,707","Rs 2,20,00,000, "
382,Ram Kripal Yadav,PATALIPUTRA,BJP,,Graduate,"Rs 2,92,13,467","Rs 17,17,310, "
383,Ram Shiromani,SHRAWASTI,BSP,,Graduate Professional,"Rs 1,91,08,216","Rs 3,50,000, "
384,Ram Swaroop Sharma,MANDI,BJP,,10th Pass,"Rs 1,57,24,337","Rs 7,83,963, "
385,Rama Devi,SHEOHAR,BJP,1,Graduate Professional,"Rs 32,83,64,940","Rs 0, "
386,Ramakant Bhargava,VIDISHA,BJP,,12th Pass,"Rs 3,00,32,282","Rs 33,32,012, "
387,Ramalingam S,MAYILADUTHURAI,DMK,,Graduate,"Rs 1,33,55,095","Rs 2,15,000, "
388,Ramapati Ram Tripathi,DEORIA,BJP,1,Graduate Professional,"Rs 2,94,51,678","Rs 93,10,684, "
389,Ramchandra Paswan,SAMASTIPUR,LJP,5,10th Pass,"Rs 1,73,75,975","Rs 9,99,057, "
390,Ramdas Chandrabhanji Tadas,WARDHA,BJP,,10th Pass,"Rs 6,58,07,822","Rs 89,61,387, "
391,Ramesh Bidhuri,SOUTH DELHI,BJP,2,Graduate Professional,"Rs 18,00,52,708","Rs 20,38,454, "
392,Ramesh Chand,BHADOHI,BJP,6,10th Pass,"Rs 9,40,89,148","Rs 2,16,96,413, "
393,Ramesh Chander Kaushik,SONIPAT,BJP,,Graduate Professional,"Rs 23,58,59,266","Rs 0, "
394,Ramesh Chandra Majhi,NABARANGPUR,BJD,,Graduate,"Rs 81,00,600","Rs 7,71,000, "
395,Ramesh Pokhriyal Nishank,HARIDWAR,BJP,,Doctorate,"Rs 2,87,39,888","Rs 16,444, "
396,Rameshbhai Dhaduk,PORBANDAR,BJP,,10th Pass,"Rs 35,75,64,783","Rs 21,79,44,697, "
397,Rameswar Teli,DIBRUGARH,BJP,,10th Pass,"Rs 43,70,067","Rs 0, "
398,Rammohannaidu Kinjarapu,SRIKAKULAM,TDP,1,Post Graduate,"Rs 12,27,91,042","Rs 1,20,00,000, "
399,Ramprit Mandal,JHANJHARPUR,JD(U),1,10th Pass,"Rs 8,81,19,686","Rs 10,00,000, "
400,Ramya P M,ALATHUR,INC,3,10th Pass,"Rs 11,52,816","Rs 0, "
401,Ranjanben Bhatt,VADODARA,BJP,,12th Pass,"Rs 2,94,26,428","Rs 0, "
402,Ranjeeta Kumari,BHARATPUR,BJP,,8th Pass,"Rs 31,17,190","Rs 0, "
403,Ranjeetsinha Hindurao Naik Nimbalkar,MADHA,BJP,2,12th Pass,"Rs 1,27,51,60,578","Rs 89,63,15,287, "
404,Rao Inderjit Singh,GURGAON,BJP,,Graduate Professional,"Rs 42,09,70,754","Rs 3,15,00,000, "
405,Rao Uday Pratap Singh,HOSHANGABAD,BJP,1,Graduate,"Rs 15,47,83,105","Rs 91,03,300, "
406,Ratansinh Rathod,PANCHMAHAL,BJP,,Graduate Professional,"Rs 1,02,60,663","Rs 10,81,611, "
407,Rathod Dipsinh Shankarsinh,SABARKANTHA,BJP,,8th Pass,"Rs 2,39,97,443","Rs 0, "
408,Rathva Gitaben Vajesingbhai,CHHOTA UDAIPUR,BJP,,12th Pass,"Rs 86,34,660","Rs 0, "
409,Rattan Lal Kataria,AMBALA,BJP,,Post Graduate,"Rs 5,43,61,499","Rs 1,88,861, "
410,Ravi Shankar Prasad,PATNA SAHIB,BJP,,Post Graduate,"Rs 23,52,75,591","Rs 0, "
411,Ravikumar D,VILUPPURAM,DMK,,Doctorate,"Rs 65,09,860","Rs 13,69,031, "
412,Ravinder,SALEMPUR,BJP,,12th Pass,"Rs 2,70,31,724","Rs 2,49,400, "
413,Ravindra Shyamnarayan Shukla Alias Ravi Kishan,GORAKHPUR,BJP,,12th Pass,"Rs 20,84,94,688","Rs 1,77,11,043, "
414,Ravneet Singh Bittu,LUDHIANA,INC,3,12th Pass,"Rs 5,42,81,096","Rs 33,31,266, "
415,Rebati Tripura,TRIPURA EAST,BJP,,Post Graduate,"Rs 19,48,315","Rs 0, "
416,Rekha Verma,DHAURAHRA,BJP,3,12th Pass,"Rs 2,47,35,488","Rs 70,95,916, "
417,Renuka Singh Saruta,SURGUJA,BJP,,12th Pass,"Rs 2,76,82,493","Rs 32,51,275, "
418,Rita Bahuguna Joshi,ALLAHABAD,BJP,6,Doctorate,"Rs 2,69,19,330","Rs 16,00,000, "
419,Ritesh Pandey,AMBEDKAR NAGAR,BSP,1,Graduate,"Rs 30,72,65,103","Rs 2,47,39,098, "
420,Riti Pathak,SIDHI,BJP,,Post Graduate,"Rs 5,15,41,791","Rs 5,05,922, "
421,Rodmal Nagar,RAJGARH,BJP,,Graduate,"Rs 4,01,98,295","Rs 39,21,362, "
422,S. Jagathrakshakan,ARAKKONAM,DMK,2,10th Pass,"Rs 1,14,69,84,897","Rs 16,63,65,972, "
423,S. Muniswamy,KOLAR,BJP,2,12th Pass,"Rs 17,45,57,500","Rs 1,98,65,690, "
424,Sadashiv Kisan Lokhande,SHIRDI,SHS,1,10th Pass,"Rs 11,37,10,526","Rs 2,05,100, "
425,Sadhvi Niranjan Jyoti,FATEHPUR,BJP,,12th Pass,"Rs 1,06,67,372","Rs 9,10,148, "
426,Sadhvi Pragya Singh Thakur,BHOPAL,BJP,1,Post Graduate,"Rs 4,44,224","Rs 0, "
427,Sajda Ahmed,ULUBERIA,AITC,,Graduate,"Rs 2,83,51,569","Rs 53,22,615, "
428,Sandhya Ray,BHIND,BJP,,Post Graduate,"Rs 5,11,08,660","Rs 1,34,00,000, "
429,Sangam Lal Gupta,PRATAPGARH,BJP,2,8th Pass,"Rs 24,87,89,514","Rs 88,95,225, "
430,Sangeeta Azad,LALGANJ,BSP,,Graduate Professional,"Rs 8,84,51,770","Rs 0, "
431,Sangh Mitra Maurya,BADAUN,BJP,2,Graduate Professional,"Rs 4,03,72,093","Rs 0, "
432,Sanjay Bhatia,KARNAL,BJP,,Graduate,"Rs 22,56,739","Rs 5,00,000, "
433,Sanjay Sadashivrao Mandlik,KOLHAPUR,SHS,,Post Graduate,"Rs 9,51,71,892","Rs 1,05,80,414, "
434,Sanjay Seth,RANCHI,BJP,,Graduate Professional,"Rs 1,40,44,267","Rs 1,00,000, "
435,Sanjay Shamrao Dhotre,AKOLA,BJP,1,Graduate Professional,"Rs 7,71,53,230","Rs 1,49,85,774, "
436,Sanjaykaka Patil,SANGLI,BJP,1,10th Pass,"Rs 19,11,92,187","Rs 2,33,45,328, "
437,Sanjeev Kumar Balyan,MUZAFFARNAGAR,BJP,1,Doctorate,"Rs 1,57,81,189","Rs 23,73,645, "
438,Santokh Singh Chaudhary,JALANDHAR,INC,,Graduate Professional,"Rs 9,99,25,185","Rs 25,34,363, "
439,Santosh Kumar,PURNIA,JD(U),1,12th Pass,"Rs 4,10,36,294","Rs 25,00,000, "
440,Santosh Kumar Gangwar,BAREILLY,BJP,,Graduate Professional,"Rs 12,63,56,142","Rs 1,30,55,209, "
441,Santosh Pandey,RAJNANDGAON,BJP,,Graduate Professional,"Rs 2,48,61,970","Rs 15,19,820, "
442,Saptagiri Sankar Ulaka,KORAPUT,INC,,Graduate Professional,"Rs 3,75,87,560","Rs 12,17,963, "
443,Sarmistha Sethi,JAJPUR,BJD,,Post Graduate,"Rs 1,58,37,082","Rs 0, "
444,Satabdi Roy (Banerjee),BIRBHUM,AITC,,Graduate,"Rs 4,86,52,722","Rs 1,86,04,443, "
445,Satish Kumar Gautam,ALIGARH,BJP,,10th Pass,"Rs 10,95,22,559","Rs 2,80,95,176, "
446,Satyadev Pachauri,KANPUR,BJP,,Post Graduate,"Rs 13,23,82,819","Rs 3,10,52,190, "
447,Satyapal Singh Baghel,AGRA,BJP,5,Doctorate,"Rs 7,42,74,036","Rs 86,06,522, "
448,Saumitra Khan,BISHNUPUR,BJP,6,12th Pass,"Rs 86,56,777","Rs 10,77,120, "
449,Selvam.G,KANCHEEPURAM,DMK,,Post Graduate,"Rs 4,81,72,936","Rs 0, "
450,Selvaraj M,NAGAPATTINAM,CPI,,12th Pass,"Rs 45,72,837","Rs 12,51,381, "
451,Shankar Lalwani,INDORE,BJP,2,Graduate Professional,"Rs 5,90,38,508","Rs 21,06,382, "
452,Shantanu Thakur,BANGAON,BJP,8,Graduate,"Rs 52,65,388","Rs 0, "
453,Shardaben Anilbhai Patel,MAHESANA,BJP,,12th Pass,"Rs 44,03,08,300","Rs 74,77,793, "
454,Shashi Tharoor,THIRUVANANTHAPURAM,INC,2,Doctorate,"Rs 35,00,22,585","Rs 0, "
455,Shobha Karandlaje,UDUPI CHIKMAGALUR,BJP,3,Post Graduate,"Rs 10,48,72,668","Rs 4,99,36,840, "
456,Shri Dilip Saikia,MANGALDOI,BJP,,Graduate,"Rs 62,06,286","Rs 0, "
457,Shri. Sha. Bra. Dr. Jay Siddeshwar Shivachrya Mahaswamiji,SOLAPUR,BJP,,Graduate,"Rs 2,78,70,079","Rs 0, "
458,Shripad Yesso Naik,NORTH GOA,BJP,,Graduate,"Rs 6,57,95,623","Rs 14,91,387, "
459,Shrirang Chandu Barne,MAVAL,SHS,3,8th Pass,"Rs 1,02,33,10,134","Rs 4,16,612, "
460,Shyam Singh Yadav,JAUNPUR,BSP,,Post Graduate,"Rs 14,07,17,620","Rs 35,77,000, "
461,Sisir Kumar Adhikari,KANTHI,AITC,3,12th Pass,"Rs 3,39,79,650","Rs 0, "
462,Smriti Irani,AMETHI,BJP,,12th Pass,"Rs 11,10,99,609","Rs 0, "
463,Smt. Sangeeta Kumari Singh Deo,BOLANGIR,BJP,,Graduate,"Rs 37,95,90,851","Rs 75,00,000, "
464,Som Parkash,HOSHIARPUR,BJP,,Post Graduate,"Rs 2,94,04,519","Rs 0, "
465,Sonia Gandhi,RAE BARELI,INC,1,Others,"Rs 11,82,63,916","Rs 0, "
466,Sougata Ray,DUM DUM,AITC,1,Post Graduate,"Rs 4,25,18,790","Rs 0, "
467,Sri Nisith Pramanik,COOCH BEHAR,BJP,11,8th Pass,"Rs 96,29,810","Rs 0, "
468,Sridhar Kotagiri	,ELURU,YSRCP,,Graduate,"Rs 46,28,08,829","Rs 3,35,60,974, "
